point,parameter,parameter_value,is_baseline,generations,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,361,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,61,0.260,832,0.358,718,0.159,0,0.833,0.889,0.189,0.206,0.189,0.017,0.133,0.630,4.291,1068.641
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,362,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,117,0.298,20,0.488,814,0.174,0,0.899,0.884,0.099,0.160,0.099,0.061,0.079,0.617,4.181,1090.075
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,363,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,309,0.334,939,0.340,831,0.186,0,0.829,0.876,0.160,0.180,0.160,0.020,0.258,0.607,3.967,1078.643
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,365,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,299,0.272,388,0.453,570,0.164,0,0.835,0.735,0.209,0.231,0.209,0.022,0.124,0.593,3.954,1060.028
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,366,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,101,0.260,175,0.453,894,0.168,0,0.928,0.944,0.204,0.198,0.198,0.006,0.142,0.628,4.302,1073.760
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,364,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,107,0.337,27,0.396,114,0.179,0,0.729,0.900,0.102,0.192,0.102,0.090,0.216,0.601,3.927,1086.101
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,367,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,47,0.308,38,0.424,426,0.173,0,0.845,0.878,0.172,0.321,0.172,0.150,0.188,0.612,4.107,1079.030
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,368,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,123,0.310,78,0.468,413,0.161,0,0.703,0.913,0.174,0.248,0.174,0.074,0.091,0.611,3.972,1072.970
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,369,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,80,0.288,810,0.360,607,0.180,0,0.890,0.826,0.160,0.197,0.160,0.037,0.114,0.607,4.110,1081.891
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,370,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.341,26,0.385,368,0.151,0,0.824,0.861,0.139,0.350,0.139,0.211,0.188,0.599,4.013,1074.638
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,371,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,63,0.292,436,0.402,831,0.151,0,0.882,0.829,0.181,0.142,0.142,0.039,0.159,0.600,4.044,1071.314
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,372,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,113,0.297,694,0.301,118,0.159,0,0.902,0.872,0.097,0.317,0.097,0.220,0.092,0.610,4.241,1069.166
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,374,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,186,0.484,54,0.417,212,0.157,0,0.739,0.783,0.290,0.362,0.290,0.072,0.090,0.593,3.837,1063.428
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,373,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,132,0.317,429,0.459,690,0.160,0,0.833,0.851,0.461,0.258,0.258,0.204,0.088,0.581,3.953,1080.138
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,375,unsuccessful,gravity_without_vertical,false,true,false,false,226,not_reached,not_reached,127,0.287,957,0.555,236,0.159,0,0.872,0.813,0.252,0.450,0.252,0.198,0.243,0.582,3.756,1079.220
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,377,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,75,0.311,44,0.312,79,0.158,0,0.919,0.849,0.210,0.267,0.210,0.058,0.077,0.618,4.195,1070.362
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,376,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.403,97,0.377,918,0.145,0,0.836,0.880,0.178,0.280,0.178,0.102,0.110,0.611,4.087,1079.303
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,379,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,52,0.319,867,0.471,474,0.161,0,0.901,0.715,0.146,0.152,0.146,0.005,0.201,0.599,3.932,1067.188
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,378,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,38,0.250,341,0.490,126,0.152,0,0.842,0.781,0.136,0.149,0.136,0.014,0.164,0.586,3.938,1087.637
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,380,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,93,0.377,904,0.491,827,0.172,0,0.848,0.853,0.186,0.132,0.132,0.053,0.132,0.624,4.145,1085.671
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,382,unsuccessful,partial_transposition,false,false,false,false,not_reached,not_reached,not_reached,88,0.357,52,0.492,617,0.160,0,0.864,0.906,0.368,0.480,0.368,0.112,0.103,0.620,4.181,1070.342
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,381,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,93,0.385,36,0.465,855,0.166,0,0.825,0.898,0.222,0.099,0.099,0.124,0.136,0.600,4.073,1082.778
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,384,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.347,102,0.398,598,0.154,0,0.845,0.828,0.219,0.352,0.219,0.134,0.161,0.613,4.114,1073.368
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,383,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,120,0.373,90,0.434,460,0.157,0,0.757,0.919,0.130,0.196,0.130,0.067,0.211,0.589,4.003,1081.351
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,385,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,73,0.301,52,0.360,465,0.155,0,0.854,0.852,0.215,0.341,0.215,0.126,0.185,0.593,3.968,1077.622
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,386,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.290,875,0.445,399,0.163,0,0.881,0.754,0.149,0.169,0.149,0.020,0.171,0.593,4.009,1078.913
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,387,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,249,0.292,35,0.434,608,0.169,0,0.864,0.869,0.096,0.116,0.096,0.020,0.215,0.607,4.070,1082.753
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,388,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,81,0.320,954,0.415,650,0.162,0,0.815,0.815,0.170,0.264,0.170,0.094,0.299,0.574,3.750,1068.859
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,389,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,36,0.374,71,0.401,377,0.151,0,0.806,0.864,0.445,0.178,0.178,0.267,0.130,0.581,3.786,1063.877
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,390,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,286,0.346,72,0.446,802,0.159,0,0.887,0.855,0.253,0.157,0.157,0.095,0.106,0.611,4.207,1065.401
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,391,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,29,0.230,377,0.404,80,0.157,0,0.774,0.900,0.174,0.388,0.174,0.214,0.137,0.604,4.091,1083.461
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,392,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,167,0.432,56,0.469,911,0.162,0,0.919,0.844,0.142,0.526,0.142,0.384,0.082,0.624,4.134,1066.161
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,393,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,118,0.295,311,0.379,153,0.182,0,0.899,0.835,0.174,0.217,0.174,0.043,0.093,0.613,4.228,1074.056
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,395,unsuccessful,gravity_without_vertical,false,true,false,false,63,not_reached,45,49,0.506,45,0.591,120,0.168,0,0.826,0.873,0.220,0.171,0.171,0.049,0.150,0.591,4.042,1062.957
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,394,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,32,0.273,414,0.393,581,0.157,0,0.898,0.848,0.337,0.222,0.222,0.114,0.063,0.618,4.249,1087.774
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,397,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,66,0.340,856,0.424,322,0.148,0,0.833,0.912,0.235,0.194,0.194,0.040,0.112,0.627,4.212,1066.268
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,396,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,251,0.331,567,0.343,665,0.186,0,0.916,0.895,0.090,0.292,0.090,0.202,0.092,0.616,4.159,1085.634
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,398,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,267,0.296,705,0.383,638,0.171,0,0.871,0.890,0.243,0.196,0.196,0.047,0.156,0.612,4.038,1085.955
generations_960_alpha_0p1_mut_0p045_rho_0p3,generations,960,false,960,8,0.270,9,1.000,0.100,6.500,0.055,0.045,0.300,399,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,75,0.276,702,0.436,144,0.189,0,0.752,0.830,0.253,0.160,0.160,0.093,0.150,0.602,3.957,1083.701
