number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
294,COMPLETE,-9.677,5,90.000,0.6,9,,0.600,750.0,7250.000,2.0,4.000000e-05,0.040,0.100,0,10,10,0.323,0.013,0.001,0.289,0.224,0.704,472.440
295,COMPLETE,0.218,4,225.000,0.6,7,,0.300,750.0,7500.000,2.0,1.000000e-05,0.130,0.800,0,10,0,0.218,0.074,0.313,0.175,0.215,0.695,603.695
296,COMPLETE,-9.387,4,90.000,0.6,9,,0.340,750.0,5250.000,2.0,4.500000e-05,0.100,0.700,0,10,10,0.613,0.016,0.001,0.504,0.452,0.461,439.494
297,COMPLETE,-8.523,3,360.000,0.6,11,,0.240,750.0,6500.000,2.0,5.000000e-05,0.120,0.200,1,10,10,0.477,0.012,0.040,0.684,0.383,0.435,345.268
298,COMPLETE,3.856,4,360.000,0.6,3,,0.280,750.0,4000.000,2.0,3.750000e-05,0.140,0.800,3,10,0,0.856,0.211,1.679,0.691,0.640,0.598,902.324
299,COMPLETE,2.669,8,360.000,0.6,5,,0.180,750.0,3250.000,2.0,1.500000e-05,0.090,0.400,2,10,0,0.669,0.396,4.731,0.562,0.414,0.487,1315.204
300,COMPLETE,8.997,6,360.000,0.6,6,,0.520,750.0,5000.000,2.0,2.000000e-05,0.120,0.300,8,10,0,0.997,0.230,2.875,0.820,0.763,0.641,998.439
301,COMPLETE,-4.388,1,255.000,0.6,10,,0.580,750.0,3250.000,2.0,3.500000e-05,0.130,0.900,5,10,10,0.612,0.042,0.034,0.579,0.527,0.636,332.405
302,COMPLETE,-7.457,1,285.000,0.6,10,,0.280,750.0,3750.000,2.0,4.000000e-05,0.120,0.600,2,10,10,0.543,0.004,0.016,0.607,0.404,0.451,274.691
303,COMPLETE,-9.754,6,315.000,0.6,8,,0.540,750.0,6500.000,2.0,5.250000e-05,0.050,0.100,0,10,10,0.246,0.035,0.086,0.603,0.154,0.679,496.062
304,COMPLETE,0.157,4,300.000,0.6,8,,0.180,750.0,3500.000,2.0,5.500000e-05,0.050,0.100,0,10,0,0.157,0.232,1.297,0.136,0.166,0.644,895.005
305,COMPLETE,-9.679,1,135.000,0.6,3,,0.180,750.0,4750.000,2.0,3.500000e-05,0.040,0.300,0,10,10,0.321,0.004,0.001,0.314,0.250,0.732,282.470
306,COMPLETE,0.244,4,360.000,0.6,10,,0.300,750.0,4250.000,2.0,3.500000e-05,0.090,0.200,0,10,0,0.244,0.218,1.564,0.200,0.182,0.652,927.593
307,COMPLETE,-1.834,3,270.000,0.6,5,,0.340,750.0,5500.000,2.0,2.250000e-05,0.090,0.900,0,10,2,0.166,0.103,0.308,0.135,0.203,0.614,670.562
308,COMPLETE,-8.544,5,270.000,0.6,10,,0.540,750.0,6000.000,2.0,5.750000e-05,0.120,0.500,1,10,10,0.456,0.010,0.029,0.554,0.391,0.492,461.497
309,COMPLETE,-8.495,8,195.000,0.6,12,,0.180,750.0,7500.000,2.0,4.000000e-05,0.110,1.000,1,10,10,0.505,0.015,0.003,0.420,0.493,0.520,564.542
310,COMPLETE,-9.611,4,75.000,0.6,3,,0.520,750.0,3750.000,2.0,2.250000e-05,0.130,0.400,0,10,10,0.389,0.026,0.001,0.318,0.299,0.627,454.792
311,COMPLETE,-9.736,1,300.000,0.6,11,,0.140,750.0,7000.000,2.0,4.500000e-05,0.050,0.600,0,10,10,0.264,0.001,0.005,0.253,0.253,0.574,290.166
312,COMPLETE,-6.609,5,240.000,0.6,9,,0.500,750.0,4750.000,2.0,5.500000e-05,0.090,0.900,1,10,8,0.391,0.082,0.086,0.456,0.297,0.597,617.293
313,COMPLETE,0.266,5,165.000,0.6,12,,0.280,750.0,3750.000,2.0,1.000000e-05,0.050,0.900,0,10,0,0.266,0.123,1.217,0.294,0.193,0.560,746.909
314,COMPLETE,-6.806,4,210.000,0.6,7,,0.480,750.0,6000.000,2.0,2.250000e-05,0.140,0.900,0,10,7,0.194,0.084,0.110,0.158,0.193,0.669,666.652
315,COMPLETE,1.379,7,360.000,0.6,6,,0.200,750.0,6500.000,2.0,2.250000e-05,0.100,0.300,1,10,0,0.379,0.224,1.670,0.306,0.347,0.505,1067.579
316,COMPLETE,1.287,4,270.000,0.6,4,,0.400,750.0,6500.000,2.0,2.000000e-05,0.130,1.000,1,10,0,0.287,0.106,0.340,0.237,0.292,0.568,687.634
317,COMPLETE,-9.575,5,105.000,0.6,3,,0.200,750.0,5750.000,2.0,2.250000e-05,0.070,0.500,0,10,10,0.425,0.013,0.001,0.419,0.316,0.493,461.183
318,COMPLETE,-8.573,2,195.000,0.6,5,,0.540,750.0,3000.000,2.0,4.750000e-05,0.070,0.600,1,10,10,0.427,0.020,0.027,0.504,0.417,0.647,339.859
319,COMPLETE,3.485,7,210.000,0.6,12,,0.580,750.0,5500.000,2.0,1.500000e-05,0.070,0.000,3,10,0,0.485,0.149,1.368,0.424,0.369,0.575,902.098
320,COMPLETE,0.233,6,180.000,0.6,5,,0.420,750.0,7250.000,2.0,1.250000e-05,0.120,0.100,0,10,0,0.233,0.085,0.328,0.186,0.213,0.680,737.822
321,COMPLETE,6.955,7,330.000,0.6,9,,0.440,750.0,3500.000,2.0,2.250000e-05,0.140,0.500,6,10,0,0.955,0.296,3.942,0.775,0.646,0.546,1161.605
322,COMPLETE,-9.404,4,60.000,0.6,4,,0.220,750.0,3250.000,2.0,2.750000e-05,0.120,0.100,0,10,10,0.596,0.015,0.001,0.561,0.402,0.503,384.505
323,COMPLETE,-8.628,1,195.000,0.6,7,,0.180,750.0,3500.000,2.0,5.500000e-05,0.060,0.100,1,10,10,0.372,0.001,0.003,0.419,0.277,0.607,298.142
324,COMPLETE,0.303,8,330.000,0.6,10,,0.100,750.0,3750.000,2.0,3.750000e-05,0.060,0.800,0,10,0,0.303,0.365,3.387,0.254,0.277,0.528,1265.490
325,COMPLETE,-9.473,6,60.000,0.6,7,,0.580,750.0,5500.000,2.0,2.000000e-05,0.140,0.600,0,10,10,0.527,0.016,0.001,0.437,0.403,0.530,504.948
326,COMPLETE,-7.862,3,240.000,0.6,5,,0.120,750.0,6250.000,2.0,1.750000e-05,0.040,0.500,0,10,8,0.138,0.082,0.177,0.110,0.147,0.645,546.699
327,COMPLETE,-9.892,1,195.000,0.6,6,,0.100,750.0,3750.000,2.0,1.250000e-05,0.040,0.700,0,10,10,0.108,0.039,0.108,0.097,0.179,0.793,401.728
328,COMPLETE,-7.538,2,300.000,0.6,10,,0.180,750.0,6000.000,2.0,2.750000e-05,0.060,0.900,2,10,10,0.462,0.012,0.021,0.438,0.381,0.610,312.530
329,COMPLETE,-9.878,5,105.000,0.6,3,,0.580,750.0,5000.000,2.0,2.000000e-05,0.040,0.300,0,10,10,0.122,0.049,0.020,0.144,0.099,0.723,511.026
330,COMPLETE,-9.557,3,300.000,0.6,5,,0.520,750.0,6250.000,2.0,3.500000e-05,0.110,0.200,0,10,10,0.443,0.020,0.021,0.523,0.330,0.485,406.105
331,COMPLETE,2.429,5,330.000,0.6,11,,0.360,750.0,6250.000,2.0,1.750000e-05,0.090,0.400,2,10,0,0.429,0.165,1.261,0.364,0.329,0.473,840.189
332,COMPLETE,5.642,3,210.000,0.6,4,,0.400,750.0,3500.000,2.0,1.000000e-05,0.080,0.800,5,10,0,0.642,0.105,1.155,0.542,0.529,0.630,624.696
333,COMPLETE,-9.835,1,315.000,0.6,11,,0.260,750.0,3750.000,2.0,2.250000e-05,0.140,0.100,0,10,10,0.165,0.062,0.174,0.132,0.212,0.723,467.830
334,COMPLETE,0.174,8,225.000,0.6,4,,0.120,750.0,4500.000,2.0,4.500000e-05,0.050,0.600,0,10,0,0.174,0.231,1.218,0.142,0.187,0.687,1092.455
335,COMPLETE,-9.566,4,105.000,0.6,10,,0.260,750.0,6750.000,2.0,4.000000e-05,0.090,0.600,0,10,10,0.434,0.019,0.001,0.349,0.368,0.563,418.326
336,COMPLETE,-9.688,2,60.000,0.6,12,,0.480,750.0,3750.000,2.0,4.500000e-05,0.040,0.800,0,10,10,0.312,0.007,0.001,0.298,0.280,0.630,327.793
337,COMPLETE,11.000,8,165.000,0.6,12,,0.600,750.0,4000.000,2.0,2.500000e-05,0.120,0.400,10,10,0,1.000,0.155,1.606,0.836,0.784,0.604,922.528
338,COMPLETE,8.931,6,180.000,0.6,11,,0.480,750.0,3750.000,2.0,1.000000e-05,0.090,0.600,8,10,0,0.931,0.140,1.863,0.799,0.725,0.541,861.247
339,COMPLETE,0.226,6,240.000,0.6,4,,0.160,750.0,3250.000,2.0,5.250000e-05,0.090,0.300,0,10,0,0.226,0.230,1.470,0.184,0.226,0.649,969.534
340,COMPLETE,-8.668,2,360.000,0.6,3,,0.300,750.0,7000.000,2.0,3.250000e-05,0.050,0.500,1,10,10,0.332,0.004,0.025,0.467,0.272,0.701,328.643
341,COMPLETE,4.760,8,330.000,0.6,10,,0.580,750.0,3000.000,2.0,5.000000e-05,0.050,0.000,4,10,0,0.760,0.376,5.022,0.850,0.505,0.741,1151.391
342,COMPLETE,-9.677,1,330.000,0.6,4,,0.360,750.0,6500.000,2.0,2.250000e-05,0.070,0.500,0,10,10,0.323,0.004,0.011,0.404,0.330,0.563,274.291
343,COMPLETE,5.733,7,255.000,0.6,5,,0.240,750.0,5000.000,2.0,1.500000e-05,0.100,0.900,5,10,0,0.733,0.192,1.940,0.618,0.575,0.577,939.907
344,COMPLETE,2.525,8,240.000,0.6,12,,0.160,750.0,6500.000,2.0,1.000000e-05,0.120,0.200,2,10,0,0.525,0.153,1.400,0.430,0.420,0.561,911.286
345,COMPLETE,-9.738,2,165.000,0.6,3,,0.440,750.0,7250.000,2.0,4.250000e-05,0.040,0.400,0,10,10,0.262,0.003,0.002,0.418,0.186,0.665,303.482
346,COMPLETE,-9.657,1,165.000,0.6,12,,0.100,750.0,5750.000,2.0,2.500000e-05,0.080,0.500,0,10,10,0.343,0.003,0.001,0.513,0.409,0.475,234.748
347,COMPLETE,6.904,8,315.000,0.6,2,,0.540,750.0,4500.000,2.0,4.750000e-05,0.130,0.400,6,10,0,0.904,0.269,2.402,0.744,0.668,0.579,1117.615
348,COMPLETE,-9.677,3,135.000,0.6,6,,0.260,750.0,6250.000,2.0,4.000000e-05,0.040,0.000,0,10,10,0.323,0.006,0.001,0.294,0.259,0.774,341.547
349,COMPLETE,-8.501,8,60.000,0.6,10,,0.580,750.0,6250.000,2.0,3.750000e-05,0.070,0.700,1,10,10,0.499,0.021,0.001,0.467,0.368,0.474,590.362
350,COMPLETE,0.175,3,240.000,0.6,7,,0.280,750.0,4750.000,2.0,2.000000e-05,0.070,0.000,0,10,0,0.175,0.104,0.490,0.140,0.205,0.663,679.606
351,COMPLETE,-9.428,2,105.000,0.6,7,,0.420,750.0,6250.000,2.0,2.250000e-05,0.110,0.600,0,10,10,0.572,0.009,0.001,0.543,0.403,0.567,340.511
352,COMPLETE,0.177,3,285.000,0.6,11,,0.380,750.0,3000.000,2.0,6.000000e-05,0.070,0.500,0,10,0,0.177,0.195,0.946,0.141,0.218,0.607,834.639
353,COMPLETE,3.451,7,315.000,0.6,7,,0.380,750.0,3750.000,2.0,5.750000e-05,0.050,1.000,3,10,0,0.451,0.332,2.721,0.405,0.404,0.618,1193.157
354,COMPLETE,4.562,7,150.000,0.6,5,,0.540,750.0,3000.000,2.0,5.250000e-05,0.100,0.900,4,10,0,0.562,0.167,0.934,0.474,0.474,0.628,934.894
355,COMPLETE,1.288,5,255.000,0.6,8,,0.300,750.0,3500.000,2.0,3.000000e-05,0.050,0.700,1,10,0,0.288,0.220,1.918,0.277,0.219,0.680,903.640
356,COMPLETE,9.924,8,225.000,0.6,8,,0.380,750.0,6000.000,2.0,2.000000e-05,0.120,0.900,9,10,0,0.924,0.158,1.256,0.775,0.734,0.587,983.857
357,COMPLETE,0.351,4,210.000,0.6,7,,0.160,750.0,4500.000,2.0,1.500000e-05,0.120,0.300,0,10,0,0.351,0.103,0.715,0.283,0.271,0.658,705.674
358,COMPLETE,6.947,7,345.000,0.6,11,,0.400,750.0,3750.000,2.0,1.000000e-05,0.110,0.400,6,10,0,0.947,0.306,4.379,0.799,0.683,0.595,1127.046
359,COMPLETE,-9.639,3,75.000,0.6,2,,0.180,750.0,6750.000,2.0,6.000000e-05,0.040,1.000,0,10,10,0.361,0.006,0.001,0.289,0.462,0.736,355.394
360,COMPLETE,-9.474,5,60.000,0.6,10,,0.300,750.0,3250.000,2.0,3.500000e-05,0.070,0.600,0,10,10,0.526,0.015,0.001,0.483,0.350,0.662,461.660
361,COMPLETE,-6.572,1,285.000,0.6,8,,0.420,750.0,6000.000,2.0,1.250000e-05,0.140,0.500,3,10,10,0.428,0.023,0.023,0.355,0.413,0.711,357.535
362,COMPLETE,-9.827,1,315.000,0.6,11,,0.240,750.0,5750.000,2.0,1.000000e-05,0.070,0.700,0,10,10,0.173,0.046,0.136,0.139,0.189,0.635,398.763
363,COMPLETE,-9.371,1,165.000,0.6,11,,0.400,750.0,7250.000,2.0,4.750000e-05,0.140,0.900,0,10,10,0.629,0.007,0.001,0.525,0.497,0.507,277.823
364,COMPLETE,3.506,7,240.000,0.6,5,,0.380,750.0,5750.000,2.0,2.250000e-05,0.090,1.000,3,10,0,0.506,0.171,1.186,0.421,0.389,0.640,927.716
365,COMPLETE,-3.829,3,240.000,0.6,3,,0.400,750.0,6250.000,2.0,1.500000e-05,0.090,0.800,0,10,4,0.171,0.078,0.220,0.138,0.159,0.599,594.119
366,COMPLETE,2.381,8,165.000,0.6,11,,0.320,750.0,3500.000,2.0,4.250000e-05,0.090,0.600,2,10,0,0.381,0.185,1.151,0.316,0.328,0.627,1019.900
367,COMPLETE,1.763,6,330.000,0.6,8,,0.120,750.0,5500.000,2.0,1.250000e-05,0.140,0.800,1,10,0,0.763,0.190,1.858,0.611,0.585,0.588,942.861
368,COMPLETE,-9.617,2,150.000,0.6,3,,0.100,750.0,3000.000,2.0,6.000000e-05,0.060,0.400,0,10,10,0.383,0.001,0.002,0.444,0.309,0.614,340.948
369,COMPLETE,0.259,5,360.000,0.6,6,,0.300,750.0,5000.000,2.0,3.250000e-05,0.100,0.300,0,10,0,0.259,0.222,1.526,0.207,0.205,0.554,954.607
370,COMPLETE,0.370,5,315.000,0.6,5,,0.520,750.0,4000.000,2.0,1.750000e-05,0.040,0.100,0,10,0,0.370,0.222,2.585,0.541,0.189,0.692,820.120
371,COMPLETE,-8.616,8,165.000,0.6,2,,0.560,750.0,6750.000,2.0,5.000000e-05,0.070,0.900,1,10,10,0.384,0.005,0.003,0.380,0.562,0.426,503.693
372,COMPLETE,-9.757,3,180.000,0.6,12,,0.340,750.0,5250.000,2.0,2.750000e-05,0.080,0.400,0,10,10,0.243,0.027,0.006,0.201,0.242,0.547,434.608
373,COMPLETE,-9.747,2,315.000,0.6,12,,0.180,750.0,6500.000,2.0,3.500000e-05,0.130,0.100,0,10,10,0.253,0.006,0.018,0.352,0.225,0.471,295.541
374,COMPLETE,-8.659,2,315.000,0.6,9,,0.360,750.0,3250.000,2.0,5.750000e-05,0.060,0.300,1,10,10,0.341,0.079,0.234,0.553,0.240,0.662,387.009
375,COMPLETE,1.358,5,285.000,0.6,5,,0.240,750.0,4750.000,2.0,2.750000e-05,0.100,1.000,1,10,0,0.358,0.180,1.212,0.287,0.313,0.558,857.461
376,COMPLETE,-8.798,5,135.000,0.6,7,,0.580,750.0,5000.000,2.0,3.000000e-05,0.090,0.100,1,10,10,0.202,0.061,0.014,0.211,0.193,0.605,602.117
377,COMPLETE,-9.367,1,180.000,0.6,10,,0.400,750.0,5500.000,2.0,4.000000e-05,0.120,0.900,0,10,10,0.633,0.006,0.001,0.540,0.540,0.419,299.563
378,COMPLETE,-8.729,2,300.000,0.6,6,,0.340,750.0,7250.000,2.0,2.500000e-05,0.050,0.300,1,10,10,0.271,0.003,0.014,0.345,0.240,0.543,326.179
379,COMPLETE,-9.569,8,105.000,0.6,10,,0.180,750.0,6750.000,2.0,4.000000e-05,0.050,0.000,0,10,10,0.431,0.022,0.001,0.456,0.258,0.809,558.551
380,COMPLETE,7.979,8,360.000,0.6,6,,0.380,750.0,6500.000,2.0,2.500000e-05,0.130,0.900,7,10,0,0.979,0.237,2.183,0.811,0.777,0.557,1060.528
381,COMPLETE,8.996,7,300.000,0.6,5,,0.600,750.0,4000.000,2.0,2.000000e-05,0.120,0.500,8,10,0,0.996,0.254,3.606,0.823,0.722,0.570,1067.255
382,COMPLETE,0.189,7,285.000,0.6,11,,0.340,750.0,6500.000,2.0,3.500000e-05,0.060,0.500,0,10,0,0.189,0.192,0.653,0.161,0.165,0.701,976.558
383,COMPLETE,0.237,5,285.000,0.6,6,,0.540,750.0,4500.000,2.0,4.500000e-05,0.140,0.100,0,10,0,0.237,0.182,0.775,0.194,0.196,0.586,919.716
384,COMPLETE,-1.670,2,345.000,0.6,8,,0.260,750.0,3250.000,2.0,6.000000e-05,0.100,0.700,2,10,4,0.330,0.155,0.437,0.280,0.307,0.627,666.264
385,COMPLETE,-2.016,5,360.000,0.6,4,,0.560,750.0,6750.000,2.0,5.250000e-05,0.100,0.700,7,10,10,0.984,0.054,0.084,0.846,0.758,0.509,470.697
386,COMPLETE,2.395,7,345.000,0.6,5,,0.320,750.0,4750.000,2.0,4.250000e-05,0.090,1.000,2,10,0,0.395,0.287,2.181,0.335,0.335,0.554,1156.380
387,COMPLETE,-9.340,4,75.000,0.6,9,,0.120,750.0,7500.000,2.0,5.750000e-05,0.110,0.100,0,10,10,0.660,0.010,0.001,0.596,0.410,0.534,376.067
388,COMPLETE,-9.620,2,270.000,0.6,6,,0.580,750.0,7500.000,2.0,4.500000e-05,0.080,1.000,0,10,10,0.380,0.003,0.006,0.371,0.571,0.611,268.468
389,COMPLETE,-9.627,3,150.000,0.6,10,,0.440,750.0,7000.000,2.0,2.250000e-05,0.080,0.300,0,10,10,0.373,0.007,0.001,0.425,0.322,0.491,355.822
390,COMPLETE,1.231,8,240.000,0.6,6,,0.160,750.0,4500.000,2.0,4.250000e-05,0.050,0.500,1,10,0,0.231,0.248,1.531,0.203,0.232,0.557,1085.338
391,COMPLETE,-6.693,6,210.000,0.6,3,,0.160,750.0,5000.000,2.0,5.500000e-05,0.140,0.200,2,10,9,0.307,0.121,0.040,0.258,0.318,0.557,637.540
392,COMPLETE,9.996,3,345.000,0.6,2,,0.580,750.0,5000.000,2.0,1.000000e-05,0.090,1.000,9,10,0,0.996,0.138,1.834,0.842,0.813,0.708,716.424
393,COMPLETE,-8.740,1,300.000,0.6,11,,0.360,750.0,7000.000,2.0,6.000000e-05,0.060,0.400,1,10,10,0.260,0.002,0.008,0.481,0.221,0.509,276.032
394,COMPLETE,-8.654,6,135.000,0.6,12,,0.460,750.0,5500.000,2.0,4.250000e-05,0.040,0.700,1,10,10,0.346,0.007,0.002,0.491,0.281,0.577,450.399
395,COMPLETE,0.266,5,195.000,0.6,3,,0.580,750.0,3000.000,2.0,4.500000e-05,0.070,0.300,0,10,0,0.266,0.173,1.121,0.216,0.160,0.633,813.574
396,COMPLETE,-7.463,1,330.000,0.6,4,,0.300,750.0,5000.000,2.0,2.250000e-05,0.130,0.300,2,10,10,0.537,0.019,0.024,0.452,0.463,0.686,324.477
397,COMPLETE,6.938,7,360.000,0.6,12,,0.520,750.0,4750.000,2.0,2.000000e-05,0.120,0.000,6,10,0,0.938,0.264,3.421,0.782,0.620,0.571,1107.674
398,COMPLETE,-7.824,2,330.000,0.6,7,,0.120,750.0,4000.000,2.0,4.250000e-05,0.120,1.000,0,10,8,0.176,0.124,0.268,0.141,0.209,0.600,578.019
399,COMPLETE,-7.791,4,315.000,0.6,10,,0.220,750.0,4750.000,2.0,5.250000e-05,0.050,1.000,0,10,8,0.209,0.117,0.296,0.313,0.203,0.694,591.217
400,COMPLETE,-4.826,7,180.000,0.6,4,,0.480,750.0,6000.000,2.0,3.000000e-05,0.080,0.400,0,10,5,0.174,0.126,0.180,0.151,0.158,0.670,840.718
401,COMPLETE,1.335,8,315.000,0.6,10,,0.160,750.0,3000.000,2.0,4.000000e-05,0.060,0.900,1,10,0,0.335,0.406,4.111,0.316,0.283,0.440,1258.937
402,COMPLETE,-9.698,3,315.000,0.6,7,,0.180,750.0,7500.000,2.0,5.500000e-05,0.090,0.200,0,10,10,0.302,0.006,0.016,0.690,0.170,0.587,325.498
403,COMPLETE,-9.396,8,60.000,0.6,9,,0.420,750.0,4750.000,2.0,2.500000e-05,0.080,0.700,0,10,10,0.604,0.027,0.001,0.504,0.475,0.573,552.309
404,COMPLETE,-9.413,2,60.000,0.6,2,,0.460,750.0,5500.000,2.0,2.250000e-05,0.120,0.700,0,10,10,0.587,0.005,0.001,0.487,0.434,0.463,333.930
405,COMPLETE,-8.832,4,300.000,0.6,3,,0.200,750.0,4250.000,2.0,6.000000e-05,0.110,0.900,0,10,9,0.168,0.183,0.387,0.134,0.171,0.691,788.922
406,COMPLETE,-8.489,2,225.000,0.6,5,,0.320,750.0,6250.000,2.0,3.500000e-05,0.070,0.800,1,10,10,0.511,0.002,0.005,0.651,0.398,0.559,326.240
407,COMPLETE,-3.812,2,225.000,0.6,5,,0.580,750.0,3500.000,2.0,2.500000e-05,0.060,0.100,0,10,4,0.188,0.092,0.412,0.155,0.174,0.637,577.557
408,COMPLETE,-8.436,2,180.000,0.6,7,,0.360,750.0,5750.000,2.0,3.750000e-05,0.080,0.600,1,10,10,0.564,0.002,0.002,0.651,0.399,0.708,308.108
409,COMPLETE,-9.453,4,90.000,0.6,10,,0.320,750.0,5750.000,2.0,3.000000e-05,0.090,0.300,0,10,10,0.547,0.015,0.001,0.438,0.438,0.487,415.058
410,COMPLETE,-9.358,2,90.000,0.6,8,,0.280,750.0,3750.000,2.0,5.750000e-05,0.120,0.800,0,10,10,0.642,0.012,0.001,0.531,0.476,0.491,360.143
411,COMPLETE,0.167,6,210.000,0.6,5,,0.460,750.0,5500.000,2.0,2.750000e-05,0.080,0.400,0,10,0,0.167,0.143,0.548,0.134,0.172,0.677,845.571
412,COMPLETE,-9.413,8,120.000,0.6,5,,0.340,750.0,5750.000,2.0,4.250000e-05,0.110,0.900,0,10,10,0.587,0.027,0.001,0.475,0.456,0.434,593.502
413,COMPLETE,-8.525,1,210.000,0.6,12,,0.140,750.0,4000.000,2.0,4.000000e-05,0.130,0.700,1,10,10,0.475,0.003,0.003,0.485,0.471,0.455,286.017
414,COMPLETE,1.341,7,300.000,0.6,5,,0.360,750.0,4750.000,2.0,3.000000e-05,0.050,0.900,1,10,0,0.341,0.260,2.211,0.316,0.234,0.656,998.235
415,COMPLETE,-7.767,8,90.000,0.6,12,,0.260,750.0,4500.000,2.0,3.500000e-05,0.070,0.200,0,10,8,0.233,0.071,0.009,0.201,0.234,0.681,641.641
416,COMPLETE,-7.653,1,285.000,0.6,9,,0.420,750.0,5750.000,2.0,1.250000e-05,0.140,0.600,2,10,10,0.347,0.029,0.029,0.306,0.322,0.602,361.396
417,COMPLETE,0.190,2,345.000,0.6,5,,0.160,750.0,5750.000,2.0,1.500000e-05,0.120,0.500,0,10,0,0.190,0.086,0.390,0.152,0.235,0.616,575.346
418,COMPLETE,0.180,7,135.000,0.6,10,,0.560,750.0,3750.000,2.0,3.500000e-05,0.040,0.100,0,10,0,0.180,0.138,0.615,0.149,0.151,0.623,809.875
419,COMPLETE,0.149,5,180.000,0.6,9,,0.560,750.0,6500.000,2.0,1.500000e-05,0.040,0.500,0,10,0,0.149,0.090,0.300,0.132,0.150,0.774,641.537
420,COMPLETE,-9.463,2,135.000,0.6,11,,0.420,750.0,5000.000,2.0,3.750000e-05,0.130,0.400,0,10,10,0.537,0.013,0.001,0.435,0.441,0.422,336.138
421,COMPLETE,-9.612,3,225.000,0.6,5,,0.520,750.0,7500.000,2.0,6.000000e-05,0.130,0.900,0,10,10,0.388,0.006,0.004,0.390,0.415,0.471,345.901
422,COMPLETE,-9.719,1,90.000,0.6,2,,0.580,750.0,3250.000,2.0,1.250000e-05,0.040,0.900,0,10,10,0.281,0.005,0.001,0.274,0.247,0.642,296.940
423,COMPLETE,-9.572,5,105.000,0.6,11,,0.220,750.0,5750.000,2.0,4.500000e-05,0.060,0.700,0,10,10,0.428,0.017,0.001,0.473,0.309,0.535,457.130
424,COMPLETE,0.252,8,240.000,0.6,9,,0.280,750.0,6500.000,2.0,3.000000e-05,0.140,1.000,0,10,0,0.252,0.166,0.578,0.208,0.238,0.683,996.998
425,COMPLETE,-8.363,8,120.000,0.6,6,,0.120,750.0,6750.000,2.0,4.000000e-05,0.140,0.400,0,10,9,0.637,0.028,0.001,0.558,0.424,0.437,603.576
426,COMPLETE,-9.601,5,90.000,0.6,2,,0.200,750.0,4250.000,2.0,3.750000e-05,0.060,0.400,0,10,10,0.399,0.015,0.001,0.388,0.464,0.612,390.646
427,COMPLETE,1.278,6,150.000,0.6,11,,0.460,750.0,3750.000,2.0,4.250000e-05,0.130,0.900,1,10,0,0.278,0.124,0.299,0.227,0.302,0.617,835.853
428,COMPLETE,-9.406,1,75.000,0.6,3,,0.380,750.0,4750.000,2.0,3.750000e-05,0.130,0.500,0,10,10,0.594,0.004,0.001,0.489,0.434,0.478,235.522
429,COMPLETE,-3.058,8,75.000,0.6,4,,0.520,750.0,3500.000,2.0,1.000000e-05,0.110,0.000,5,10,9,0.942,0.065,0.707,0.818,0.581,0.541,609.374
430,COMPLETE,-9.806,1,315.000,0.6,10,,0.140,750.0,3500.000,2.0,2.750000e-05,0.050,0.200,0,10,10,0.194,0.061,0.158,0.215,0.165,0.704,346.285
431,COMPLETE,0.246,8,300.000,0.6,7,,0.140,750.0,6750.000,2.0,1.500000e-05,0.060,0.900,0,10,0,0.246,0.216,1.822,0.197,0.202,0.624,1045.408
432,COMPLETE,0.227,8,315.000,0.6,9,,0.280,750.0,6000.000,2.0,2.500000e-05,0.080,0.200,0,10,0,0.227,0.239,1.819,0.184,0.200,0.593,1068.344
433,COMPLETE,-9.656,7,90.000,0.6,3,,0.440,750.0,4500.000,2.0,5.500000e-05,0.050,0.100,0,10,10,0.344,0.029,0.001,0.332,0.261,0.471,509.291
434,COMPLETE,-7.828,5,210.000,0.6,7,,0.360,750.0,4000.000,2.0,5.750000e-05,0.120,0.500,0,10,8,0.172,0.155,0.217,0.141,0.168,0.652,769.749
435,COMPLETE,-7.710,8,225.000,0.6,12,,0.160,750.0,7000.000,2.0,4.250000e-05,0.100,0.500,1,10,9,0.290,0.104,0.039,0.238,0.253,0.742,731.412
436,COMPLETE,0.197,4,270.000,0.6,10,,0.500,750.0,5750.000,2.0,1.750000e-05,0.060,0.000,0,10,0,0.197,0.129,0.781,0.162,0.169,0.653,731.512
437,COMPLETE,-9.521,2,75.000,0.6,8,,0.580,750.0,6250.000,2.0,5.500000e-05,0.070,0.600,0,10,10,0.479,0.006,0.001,0.439,0.378,0.465,279.519
438,COMPLETE,-9.396,2,150.000,0.6,6,,0.540,750.0,5500.000,2.0,3.750000e-05,0.140,0.900,0,10,10,0.604,0.012,0.002,0.567,0.450,0.569,329.736
439,COMPLETE,-4.509,5,300.000,0.6,2,,0.560,750.0,5000.000,2.0,6.000000e-05,0.120,0.700,4,10,9,0.491,0.175,0.274,0.435,0.463,0.600,703.158
440,COMPLETE,-8.398,3,315.000,0.6,12,,0.220,750.0,6750.000,2.0,5.500000e-05,0.100,0.800,1,10,10,0.602,0.006,0.019,0.648,0.353,0.472,287.233
