point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,outcome,success,96,"300,301,302,303,304,306,307,308,309,310,311,312,313,314,315,316,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,396,397,398,399",1.000,1.000,1.000,0.000,57.740,52.760,27.417,27.271,0.914,0.846,0.103,0.757,0.764,0.787,0.057,0.863,0.435,5.667
transposition_mutation_correlation_0p700,transposition_mutation_correlation,0.700,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.700,outcome,vertical_without_gravity,1,395,0.000,0.000,1.000,0.000,not_reached,32.000,22.000,15.000,0.913,0.459,0.105,0.526,0.359,0.408,0.027,0.821,0.380,4.576
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.890,0.990,0.920,0.000,57.263,50.141,28.900,26.850,0.908,0.847,0.103,0.762,0.759,0.769,0.053,0.853,0.435,5.639
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,comparison,successful,89,"300,301,303,304,306,307,309,310,311,312,313,314,315,316,317,318,319,321,322,323,324,325,326,327,328,329,331,332,333,334,335,336,338,339,340,341,342,343,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,384,385,386,387,388,389,391,394,395,396,397,398,399",1.000,1.000,1.000,0.000,56.067,49.079,28.258,26.843,0.913,0.862,0.103,0.771,0.768,0.787,0.049,0.864,0.438,5.700
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,comparison,unsuccessful,11,"302,305,308,320,330,337,344,383,390,392,393",0.000,0.909,0.273,0.000,67.900,59.600,34.091,26.909,0.872,0.725,0.104,0.690,0.686,0.625,0.092,0.764,0.418,5.141
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,outcome,flat,1,344,0.000,0.000,0.000,0.000,not_reached,not_reached,49.000,42.000,0.615,0.312,0.103,0.723,0.868,0.211,0.081,0.302,0.429,4.340
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,outcome,gravity_without_vertical,7,"305,308,320,330,383,392,393",0.000,1.000,0.000,0.000,56.857,62.571,33.286,23.286,0.893,0.868,0.106,0.737,0.789,0.816,0.018,0.781,0.432,5.433
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,outcome,success,89,"300,301,303,304,306,307,309,310,311,312,313,314,315,316,317,318,319,321,322,323,324,325,326,327,328,329,331,332,333,334,335,336,338,339,340,341,342,343,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,384,385,386,387,388,389,391,394,395,396,397,398,399",1.000,1.000,1.000,0.000,56.067,49.079,28.258,26.843,0.913,0.862,0.103,0.771,0.768,0.787,0.049,0.864,0.438,5.700
transposition_mutation_correlation_0p800,transposition_mutation_correlation,0.800,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,0.800,outcome,vertical_without_gravity,3,"302,337,390",0.000,1.000,1.000,0.000,93.667,52.667,31.000,30.333,0.909,0.530,0.100,0.571,0.384,0.319,0.267,0.877,0.381,4.726
transposition_mutation_correlation_1p000,transposition_mutation_correlation,1.000,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,1.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.890,1.000,0.890,0.000,55.720,52.970,27.700,23.390,0.909,0.886,0.103,0.767,0.778,0.828,0.000,0.856,0.439,5.713
transposition_mutation_correlation_1p000,transposition_mutation_correlation,1.000,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,1.000,comparison,successful,89,"300,301,302,303,304,306,307,308,309,310,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,330,331,332,333,334,335,336,337,339,340,341,342,343,344,345,346,347,348,350,351,352,353,354,355,356,357,359,360,362,363,365,366,367,368,371,372,373,374,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,55.146,53.247,27.449,23.124,0.910,0.890,0.103,0.776,0.780,0.833,0.000,0.866,0.441,5.772
transposition_mutation_correlation_1p000,transposition_mutation_correlation,1.000,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,1.000,comparison,unsuccessful,11,"305,311,329,338,349,358,361,364,369,370,375",0.000,1.000,0.000,0.000,60.364,50.727,29.727,25.545,0.896,0.854,0.104,0.694,0.761,0.782,0.000,0.775,0.421,5.239
transposition_mutation_correlation_1p000,transposition_mutation_correlation,1.000,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,1.000,outcome,gravity_without_vertical,11,"305,311,329,338,349,358,361,364,369,370,375",0.000,1.000,0.000,0.000,60.364,50.727,29.727,25.545,0.896,0.854,0.104,0.694,0.761,0.782,0.000,0.775,0.421,5.239
transposition_mutation_correlation_1p000,transposition_mutation_correlation,1.000,false,7,0.220,14,1.000,0.580,7.500,0.020,0.080,1.000,outcome,success,89,"300,301,302,303,304,306,307,308,309,310,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,330,331,332,333,334,335,336,337,339,340,341,342,343,344,345,346,347,348,350,351,352,353,354,355,356,357,359,360,362,363,365,366,367,368,371,372,373,374,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",1.000,1.000,1.000,0.000,55.146,53.247,27.449,23.124,0.910,0.890,0.103,0.776,0.780,0.833,0.000,0.866,0.441,5.772
mutation_sd_0p050,mutation_sd,0.050,false,7,0.220,14,1.000,0.580,7.500,0.020,0.050,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.580,0.610,0.770,0.000,83.525,72.188,47.490,55.464,0.861,0.620,0.103,0.645,0.611,0.568,0.051,0.800,0.424,5.280
mutation_sd_0p050,mutation_sd,0.050,false,7,0.220,14,1.000,0.580,7.500,0.020,0.050,0.900,comparison,successful,58,"300,302,304,305,306,309,310,311,314,316,318,319,322,323,324,325,327,330,331,332,333,334,338,340,341,345,347,350,351,354,355,356,358,359,360,363,365,368,369,371,372,374,375,376,377,378,379,381,387,388,389,392,393,394,395,396,397,399",1.000,1.000,1.000,0.000,83.069,71.069,42.431,51.310,0.918,0.796,0.104,0.694,0.658,0.762,0.058,0.877,0.438,5.713
mutation_sd_0p050,mutation_sd,0.050,false,7,0.220,14,1.000,0.580,7.500,0.020,0.050,0.900,comparison,unsuccessful,42,"301,303,307,308,312,313,315,317,320,321,326,328,329,335,336,337,339,342,343,344,346,348,349,352,353,357,361,362,364,366,367,370,373,380,382,383,384,385,386,390,391,398",0.000,0.071,0.452,0.000,92.333,74.593,55.211,61.641,0.782,0.377,0.103,0.578,0.548,0.299,0.043,0.694,0.405,4.681
mutation_sd_0p050,mutation_sd,0.050,false,7,0.220,14,1.000,0.580,7.500,0.020,0.050,0.900,outcome,flat,8,"301,308,312,352,366,367,370,384",0.000,0.000,0.000,0.000,not_reached,not_reached,77.750,53.667,0.536,0.283,0.102,0.841,0.827,0.154,0.023,0.353,0.458,4.757
