number,state,value,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,elapsed_seconds
362,COMPLETE,10.000,8,0.300,9,1.000,0.540,7.500,0.060,0.120,1.000,9,10,0,1.000,0.572,4.845,0.850,0.828,1198.162
363,COMPLETE,10.000,8,0.300,9,1.000,0.540,7.500,0.060,0.120,1.000,9,10,0,1.000,0.572,4.845,0.850,0.828,1194.405
364,COMPLETE,10.000,8,0.300,9,1.000,0.540,7.500,0.060,0.120,1.000,9,10,0,1.000,0.572,4.845,0.850,0.828,1197.644
365,COMPLETE,8.994,8,0.270,8,1.000,0.540,7.500,0.060,0.130,1.000,8,10,0,0.994,0.523,3.747,0.821,0.797,1157.584
366,COMPLETE,8.994,8,0.270,8,1.000,0.540,7.500,0.060,0.130,1.000,8,10,0,0.994,0.523,3.747,0.821,0.797,1153.446
367,COMPLETE,9.999,8,0.270,8,1.000,0.540,7.500,0.060,0.110,1.000,9,10,0,0.999,0.538,3.989,0.845,0.810,1174.806
368,COMPLETE,9.999,8,0.270,8,1.000,0.540,7.500,0.060,0.110,1.000,9,10,0,0.999,0.538,3.989,0.845,0.810,1172.335
369,COMPLETE,8.994,8,0.270,8,1.000,0.540,7.500,0.060,0.130,1.000,8,10,0,0.994,0.523,3.747,0.821,0.797,1158.230
370,COMPLETE,4.953,8,0.270,8,1.000,0.580,7.500,0.040,0.130,1.000,4,10,0,0.953,0.515,5.345,0.789,0.716,1101.299
371,COMPLETE,8.988,8,0.270,8,1.000,0.580,7.500,0.055,0.130,1.000,8,10,0,0.988,0.525,4.288,0.822,0.798,1144.858
372,COMPLETE,8.991,8,0.270,8,1.000,0.580,7.500,0.055,0.110,1.000,8,10,0,0.991,0.526,4.293,0.814,0.768,1154.603
373,COMPLETE,8.991,8,0.270,8,1.000,0.580,7.500,0.055,0.110,1.000,8,10,0,0.991,0.526,4.293,0.814,0.768,1160.083
374,COMPLETE,5.981,9,0.270,8,1.000,0.580,7.500,0.055,0.110,1.000,5,10,0,0.981,0.573,5.112,0.810,0.786,1161.330
375,COMPLETE,5.981,9,0.270,8,1.000,0.580,7.500,0.055,0.110,1.000,5,10,0,0.981,0.573,5.112,0.810,0.786,1166.499
376,COMPLETE,7.983,9,0.270,8,1.000,0.580,6.000,0.055,0.110,1.000,7,10,0,0.983,0.577,5.706,0.815,0.726,1185.942
377,COMPLETE,11.000,9,0.270,8,1.000,0.580,8.500,0.055,0.110,1.000,10,10,0,1.000,0.537,4.508,0.857,0.839,1169.655
378,COMPLETE,11.000,9,0.270,8,1.000,0.580,8.500,0.055,0.110,1.000,10,10,0,1.000,0.537,4.508,0.857,0.839,1171.560
379,COMPLETE,7.984,9,0.270,8,1.000,0.580,7.000,0.055,0.110,1.000,7,10,0,0.984,0.561,5.199,0.824,0.776,1185.209
380,COMPLETE,7.984,9,0.270,8,1.000,0.580,7.000,0.055,0.110,1.000,7,10,0,0.984,0.561,5.199,0.824,0.776,1185.352
381,COMPLETE,11.000,9,0.270,8,1.000,0.580,8.500,0.055,0.110,1.000,10,10,0,1.000,0.537,4.508,0.857,0.839,1169.925
382,COMPLETE,9.992,9,0.290,8,1.000,0.580,8.500,0.055,0.110,1.000,9,10,0,0.992,0.559,4.946,0.832,0.810,1191.095
383,COMPLETE,9.992,9,0.290,8,1.000,0.580,8.500,0.055,0.110,1.000,9,10,0,0.992,0.559,4.946,0.832,0.810,1198.132
384,COMPLETE,6.988,9,0.290,8,1.000,0.580,7.000,0.055,0.110,1.000,6,10,0,0.988,0.595,5.841,0.817,0.758,1212.966
385,COMPLETE,9.997,9,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.997,0.600,6.040,0.843,0.801,1209.145
386,COMPLETE,6.989,9,0.290,5,1.000,0.580,8.500,0.055,0.100,1.000,6,10,0,0.989,0.535,4.286,0.807,0.794,1088.880
387,COMPLETE,9.997,9,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.997,0.600,6.040,0.843,0.801,1209.595
388,COMPLETE,6.981,9,0.290,5,1.000,0.580,7.000,0.055,0.100,1.000,6,10,0,0.981,0.565,5.187,0.804,0.757,1090.768
389,COMPLETE,6.981,9,0.290,5,1.000,0.580,7.000,0.055,0.100,1.000,6,10,0,0.981,0.565,5.187,0.804,0.757,1098.021
390,COMPLETE,8.991,9,0.290,8,1.000,0.580,8.500,0.055,0.100,1.000,8,10,0,0.991,0.567,5.045,0.836,0.788,1185.828
391,COMPLETE,6.981,9,0.290,5,1.000,0.580,7.000,0.055,0.100,1.000,6,10,0,0.981,0.565,5.187,0.804,0.757,1098.623
392,COMPLETE,7.985,9,0.290,5,1.000,0.580,7.000,0.050,0.100,1.000,7,10,0,0.985,0.569,5.663,0.815,0.756,1097.537
393,COMPLETE,7.986,9,0.290,8,1.000,0.580,7.000,0.050,0.100,1.000,7,10,0,0.986,0.600,6.268,0.818,0.749,1224.138
394,COMPLETE,7.982,10,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,7,10,0,0.982,0.624,6.504,0.833,0.736,1227.101
395,COMPLETE,8.992,10,0.290,9,1.000,0.580,7.000,0.050,0.100,1.000,8,10,0,0.992,0.632,7.039,0.829,0.783,1220.236
396,COMPLETE,11.000,8,0.290,10,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.573,5.508,0.842,0.827,1187.187
397,COMPLETE,5.864,10,0.290,5,1.000,0.580,7.000,0.050,0.100,1.000,5,10,0,0.864,0.598,6.230,0.811,0.601,1117.469
398,COMPLETE,8.982,10,0.290,5,1.000,0.560,7.000,0.050,0.100,1.000,8,10,0,0.982,0.609,6.377,0.824,0.726,1130.750
399,COMPLETE,2.974,10,0.290,10,1.000,0.560,7.000,0.050,0.100,1.000,2,10,0,0.974,0.622,6.662,0.799,0.670,1203.297
400,COMPLETE,2.974,10,0.290,10,1.000,0.560,7.000,0.050,0.100,1.000,2,10,0,0.974,0.622,6.662,0.799,0.670,1204.606
401,COMPLETE,4.985,10,0.290,4,1.000,0.560,7.000,0.050,0.100,1.000,4,10,0,0.985,0.591,6.001,0.799,0.653,1055.984
402,COMPLETE,2.422,5,0.290,10,1.000,0.560,7.000,0.050,0.100,1.000,2,10,0,0.422,0.474,2.959,0.365,0.347,1059.587
403,COMPLETE,2.974,10,0.290,10,1.000,0.560,7.000,0.050,0.100,1.000,2,10,0,0.974,0.622,6.662,0.799,0.670,1199.653
404,COMPLETE,2.906,10,0.430,10,1.000,0.560,7.000,0.050,0.100,0.900,2,10,0,0.906,0.755,9.606,0.829,0.548,1317.782
405,COMPLETE,6.978,10,0.280,4,1.000,0.560,7.000,0.050,0.100,0.900,6,10,0,0.978,0.573,5.679,0.808,0.630,1052.145
406,COMPLETE,8.997,10,0.280,10,1.000,0.560,7.000,0.050,0.100,0.900,8,10,0,0.997,0.610,6.540,0.832,0.733,1226.672
407,COMPLETE,9.999,10,0.280,9,1.000,0.560,7.000,0.050,0.100,0.900,9,10,0,0.999,0.618,6.673,0.835,0.767,1204.152
408,COMPLETE,9.999,8,0.280,10,1.000,0.560,7.000,0.050,0.100,0.900,9,10,0,0.999,0.568,5.506,0.835,0.805,1152.715
409,COMPLETE,0.278,5,0.280,10,1.000,0.560,7.000,0.055,0.110,0.900,0,10,0,0.278,0.459,2.210,0.222,0.275,1046.811
410,COMPLETE,11.000,8,0.280,9,1.000,0.560,7.000,0.050,0.110,0.900,10,10,0,1.000,0.544,5.232,0.849,0.766,1149.022
411,COMPLETE,8.944,8,0.280,9,1.000,0.560,8.000,0.050,0.090,0.900,8,10,0,0.944,0.551,5.021,0.824,0.770,1135.328
412,COMPLETE,6.751,8,0.280,9,1.000,0.560,8.000,0.055,0.090,0.000,6,10,0,0.751,0.532,3.971,0.662,0.548,1174.820
413,COMPLETE,8.997,8,0.280,9,1.000,0.560,8.000,0.055,0.110,0.900,8,10,0,0.997,0.531,4.348,0.832,0.828,1164.209
414,COMPLETE,5.692,8,0.230,9,1.000,0.560,8.000,0.055,0.090,0.900,5,10,0,0.692,0.476,2.763,0.590,0.569,1121.415
415,COMPLETE,8.997,8,0.280,9,1.000,0.560,8.000,0.055,0.110,0.900,8,10,0,0.997,0.531,4.348,0.832,0.828,1165.074
416,COMPLETE,8.997,8,0.280,9,1.000,0.560,8.000,0.055,0.110,0.900,8,10,0,0.997,0.531,4.348,0.832,0.828,1156.225
417,COMPLETE,4.626,8,0.280,9,1.000,0.560,8.000,0.055,0.070,0.900,4,10,0,0.626,0.568,4.302,0.542,0.486,1159.577
418,COMPLETE,6.986,8,0.340,9,1.000,0.560,8.000,0.055,0.110,0.900,6,10,0,0.986,0.600,5.748,0.819,0.805,1222.015
419,COMPLETE,4.626,8,0.280,9,1.000,0.560,8.000,0.055,0.070,0.900,4,10,0,0.626,0.568,4.302,0.542,0.486,1157.387
420,COMPLETE,11.000,8,0.280,9,1.000,0.600,8.000,0.055,0.110,0.900,10,10,0,1.000,0.543,4.639,0.861,0.800,1169.576
421,COMPLETE,5.652,8,0.280,9,1.000,0.600,8.000,0.055,0.070,0.900,5,10,0,0.652,0.564,4.446,0.616,0.510,1148.636
422,COMPLETE,6.777,8,0.280,9,1.000,0.600,8.000,0.055,0.070,0.800,6,10,0,0.777,0.565,4.594,0.693,0.607,1165.712
423,COMPLETE,11.000,8,0.280,9,1.000,0.600,8.000,0.055,0.110,0.800,10,10,0,1.000,0.545,4.566,0.848,0.807,1162.294
424,COMPLETE,11.000,8,0.260,9,1.000,0.600,8.000,0.055,0.110,1.000,10,10,0,1.000,0.502,3.937,0.861,0.837,1140.040
425,COMPLETE,11.000,8,0.340,9,1.000,0.600,8.000,0.055,0.090,0.800,10,10,0,1.000,0.617,6.271,0.851,0.831,1195.677
426,COMPLETE,9.999,8,0.340,7,1.000,0.600,8.000,0.055,0.110,1.000,9,10,0,0.999,0.590,5.786,0.845,0.802,1203.822
427,COMPLETE,7.929,8,0.260,7,1.000,0.600,8.000,0.055,0.110,0.000,7,10,0,0.929,0.490,3.420,0.792,0.720,1119.004
428,COMPLETE,9.999,8,0.340,6,1.000,0.600,8.000,0.055,0.110,0.800,9,10,0,0.999,0.570,5.286,0.837,0.748,1134.384
429,COMPLETE,1.296,8,0.260,7,1.000,0.280,8.500,0.055,0.070,0.800,1,10,0,0.296,0.522,2.769,0.245,0.260,1136.509
430,COMPLETE,8.996,8,0.340,7,1.000,0.600,8.500,0.055,0.110,0.800,8,10,0,0.996,0.577,5.275,0.829,0.780,1160.692
431,COMPLETE,9.980,8,0.260,7,1.000,0.600,8.500,0.055,0.110,1.000,9,10,0,0.980,0.492,3.506,0.830,0.807,1114.538
432,COMPLETE,9.939,8,0.260,7,1.000,0.600,8.500,0.055,0.110,0.800,9,10,0,0.939,0.499,3.533,0.805,0.783,1120.053
433,COMPLETE,11.000,8,0.300,7,1.000,0.600,8.500,0.055,0.110,0.800,10,10,0,1.000,0.537,4.468,0.852,0.796,1149.487
434,COMPLETE,6.983,8,0.410,7,1.000,0.600,8.500,0.055,0.110,0.800,6,10,0,0.983,0.629,6.497,0.810,0.748,1217.574
435,COMPLETE,10.000,8,0.300,7,1.000,0.600,8.500,0.055,0.110,1.000,9,10,0,1.000,0.540,4.604,0.851,0.833,1149.813
436,COMPLETE,9.932,8,0.260,7,1.000,0.520,8.500,0.055,0.110,0.800,9,10,0,0.932,0.487,3.231,0.798,0.773,1121.721
437,COMPLETE,9.932,8,0.260,7,1.000,0.520,8.500,0.055,0.110,0.800,9,10,0,0.932,0.487,3.231,0.798,0.773,1110.672
438,COMPLETE,7.938,8,0.260,7,1.000,0.520,8.500,0.055,0.110,1.000,7,10,0,0.938,0.486,3.205,0.779,0.790,1120.696
439,COMPLETE,8.891,8,0.260,7,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.891,0.491,2.846,0.756,0.734,1142.226
440,COMPLETE,8.891,8,0.260,7,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.891,0.491,2.846,0.756,0.734,1135.469
441,COMPLETE,6.928,8,0.300,7,1.000,0.520,8.500,0.060,0.110,1.000,6,10,0,0.928,0.534,3.721,0.766,0.770,1151.137
442,COMPLETE,4.980,8,0.410,6,1.000,0.520,8.500,0.060,0.110,1.000,4,10,0,0.980,0.610,5.498,0.799,0.774,1208.705
443,COMPLETE,6.928,8,0.300,7,1.000,0.520,8.500,0.060,0.110,1.000,6,10,0,0.928,0.534,3.721,0.766,0.770,1155.557
444,COMPLETE,6.928,8,0.300,7,1.000,0.520,8.500,0.060,0.110,1.000,6,10,0,0.928,0.534,3.721,0.766,0.770,1158.631
445,COMPLETE,8.994,8,0.300,6,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.994,0.530,3.690,0.835,0.830,1147.547
446,COMPLETE,6.928,8,0.300,7,1.000,0.520,8.500,0.060,0.110,1.000,6,10,0,0.928,0.534,3.721,0.766,0.770,1152.713
447,COMPLETE,8.994,8,0.300,6,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.994,0.530,3.690,0.835,0.830,1144.602
448,COMPLETE,6.985,8,0.440,6,1.000,0.520,8.500,0.060,0.110,1.000,6,10,0,0.985,0.637,6.018,0.806,0.742,1222.976
449,COMPLETE,8.994,8,0.300,6,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.994,0.530,3.690,0.835,0.830,1148.197
450,COMPLETE,8.994,8,0.300,6,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.994,0.530,3.690,0.835,0.830,1140.572
451,COMPLETE,8.994,8,0.300,6,1.000,0.520,8.500,0.060,0.110,1.000,8,10,0,0.994,0.530,3.690,0.835,0.830,1143.503
452,COMPLETE,8.995,8,0.300,8,1.000,0.520,7.000,0.060,0.110,1.000,8,10,0,0.995,0.586,5.043,0.829,0.785,1205.210
453,COMPLETE,9.994,8,0.300,6,1.000,0.540,7.000,0.060,0.110,1.000,9,10,0,0.994,0.566,4.696,0.834,0.790,1147.462
454,COMPLETE,6.981,8,0.300,6,1.000,0.540,7.000,0.060,0.140,1.000,6,10,0,0.981,0.545,4.320,0.807,0.724,1145.233
455,COMPLETE,11.000,8,0.300,6,1.000,0.540,7.000,0.060,0.090,1.000,10,10,0,1.000,0.576,4.873,0.845,0.815,1155.000
456,COMPLETE,7.998,8,0.300,6,1.000,0.540,6.000,0.060,0.090,1.000,7,10,0,0.998,0.584,5.288,0.832,0.773,1135.246
457,COMPLETE,8.941,8,0.300,6,1.000,0.540,6.500,0.060,0.090,0.100,8,10,0,0.941,0.566,4.813,0.830,0.701,1111.179
458,COMPLETE,11.000,8,0.300,6,1.000,0.540,7.000,0.060,0.090,1.000,10,10,0,1.000,0.576,4.873,0.845,0.815,1155.078
459,COMPLETE,8.990,8,0.320,8,1.000,0.540,6.500,0.060,0.110,1.000,8,10,0,0.990,0.610,5.772,0.820,0.818,1224.570
460,COMPLETE,8.996,8,0.320,8,1.000,0.540,7.000,0.045,0.090,1.000,8,10,0,0.996,0.618,6.903,0.834,0.783,1197.408
461,COMPLETE,11.000,8,0.320,8,1.000,0.540,6.500,0.060,0.090,1.000,10,10,0,1.000,0.622,6.076,0.865,0.820,1211.262
462,COMPLETE,7.995,8,0.320,8,1.000,0.540,6.500,0.055,0.090,1.000,7,10,0,0.995,0.613,6.236,0.833,0.822,1196.486
463,COMPLETE,11.000,8,0.240,8,1.000,0.540,6.500,0.055,0.090,1.000,10,10,0,1.000,0.519,4.181,0.840,0.845,1131.732
464,COMPLETE,11.000,8,0.290,8,1.000,0.540,7.000,0.055,0.090,1.000,10,10,0,1.000,0.579,5.398,0.853,0.843,1173.474
465,COMPLETE,7.995,8,0.320,8,1.000,0.540,6.500,0.055,0.090,1.000,7,10,0,0.995,0.613,6.236,0.833,0.822,1204.412
466,COMPLETE,7.982,8,0.290,8,1.000,0.540,6.500,0.055,0.140,1.000,7,10,0,0.982,0.554,5.070,0.797,0.765,1159.041
467,COMPLETE,7.993,8,0.290,8,1.000,0.540,6.500,0.045,0.140,1.000,7,10,0,0.993,0.558,5.889,0.812,0.749,1143.680
468,COMPLETE,7.995,8,0.320,8,1.000,0.540,6.500,0.055,0.090,1.000,7,10,0,0.995,0.613,6.236,0.833,0.822,1203.782
469,COMPLETE,7.995,8,0.320,8,1.000,0.540,6.500,0.055,0.090,1.000,7,10,0,0.995,0.613,6.236,0.833,0.822,1195.638
470,COMPLETE,9.995,8,0.290,8,1.000,0.360,6.500,0.055,0.090,1.000,9,10,0,0.995,0.573,4.887,0.850,0.834,1189.243
471,COMPLETE,11.000,8,0.240,8,1.000,0.580,6.500,0.055,0.090,1.000,10,10,0,1.000,0.523,4.381,0.857,0.829,1130.079
472,COMPLETE,11.000,7,0.320,8,1.000,0.580,6.500,0.055,0.100,1.000,10,10,0,1.000,0.575,5.623,0.840,0.806,1176.203
473,COMPLETE,11.000,7,0.320,8,1.000,0.580,7.000,0.055,0.100,0.600,10,10,0,1.000,0.568,5.278,0.852,0.813,1157.565
474,COMPLETE,8.992,8,0.320,8,1.000,0.580,7.000,0.055,0.100,0.600,8,10,0,0.992,0.592,5.876,0.838,0.781,1202.517
475,COMPLETE,8.992,7,0.320,12,1.000,0.580,5.000,0.055,0.100,0.600,8,10,0,0.992,0.603,6.507,0.840,0.811,1176.599
476,COMPLETE,9.997,7,0.280,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.997,0.528,4.442,0.845,0.841,1148.636
477,COMPLETE,9.997,7,0.280,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.997,0.528,4.442,0.845,0.841,1145.233
478,COMPLETE,9.997,7,0.280,8,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.997,0.528,4.442,0.845,0.841,1145.141
479,COMPLETE,11.000,7,0.290,8,1.000,0.580,7.000,0.055,0.100,1.000,10,10,0,1.000,0.540,4.765,0.870,0.842,1133.391
480,COMPLETE,0.205,7,0.190,9,1.000,0.580,7.000,0.055,0.100,0.500,0,10,0,0.205,0.405,1.335,0.164,0.184,1032.161
481,COMPLETE,2.442,7,0.280,9,1.000,0.180,7.000,0.055,0.100,1.000,2,10,0,0.442,0.536,3.288,0.366,0.391,1167.792
482,COMPLETE,8.907,7,0.280,9,1.000,0.580,7.000,0.055,0.100,0.600,8,10,0,0.907,0.524,4.168,0.785,0.715,1146.241
483,COMPLETE,9.932,7,0.280,9,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.932,0.534,4.435,0.798,0.765,1152.473
484,COMPLETE,9.999,7,0.280,9,1.000,0.580,7.000,0.040,0.100,1.000,9,10,0,0.999,0.532,5.755,0.841,0.816,1109.471
485,COMPLETE,9.995,7,0.280,12,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.995,0.540,4.701,0.860,0.837,1155.373
486,COMPLETE,8.907,7,0.280,9,1.000,0.580,7.000,0.055,0.100,0.600,8,10,0,0.907,0.524,4.168,0.785,0.715,1142.849
487,COMPLETE,9.932,7,0.280,9,1.000,0.580,7.000,0.055,0.100,1.000,9,10,0,0.932,0.534,4.435,0.798,0.765,1146.333
488,COMPLETE,8.996,9,0.280,9,1.000,0.580,7.000,0.055,0.100,0.500,8,10,0,0.996,0.590,5.700,0.841,0.784,1160.072
489,COMPLETE,8.975,9,0.280,9,1.000,0.580,7.000,0.055,0.100,1.000,8,10,0,0.975,0.583,5.623,0.829,0.709,1203.261
490,COMPLETE,0.291,9,0.280,9,1.000,0.140,7.000,0.055,0.110,0.500,0,10,0,0.291,0.589,3.979,0.238,0.226,1200.209
491,COMPLETE,9.998,9,0.280,9,1.000,0.580,7.000,0.055,0.110,1.000,9,10,0,0.998,0.588,5.764,0.853,0.779,1205.181
492,COMPLETE,8.993,9,0.280,9,1.000,0.560,7.000,0.055,0.110,1.000,8,10,0,0.993,0.590,5.672,0.828,0.804,1219.059
493,COMPLETE,8.993,9,0.280,9,1.000,0.560,7.000,0.055,0.110,1.000,8,10,0,0.993,0.590,5.672,0.828,0.804,1214.432
494,COMPLETE,8.993,9,0.280,9,1.000,0.560,7.000,0.055,0.110,1.000,8,10,0,0.993,0.590,5.672,0.828,0.804,1207.616
495,COMPLETE,8.993,9,0.280,9,1.000,0.560,7.000,0.055,0.110,1.000,8,10,0,0.993,0.590,5.672,0.828,0.804,1213.402
496,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1187.736
497,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1190.300
498,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1190.822
499,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1192.263
500,COMPLETE,0.169,4,0.270,9,1.000,0.560,8.000,0.055,0.120,1.000,0,10,0,0.169,0.395,1.022,0.136,0.207,929.281
501,COMPLETE,6.993,9,0.270,9,1.000,0.560,8.000,0.055,0.120,1.000,6,10,0,0.993,0.546,4.641,0.819,0.787,1177.723
502,COMPLETE,6.993,9,0.270,9,1.000,0.560,8.000,0.055,0.120,1.000,6,10,0,0.993,0.546,4.641,0.819,0.787,1179.677
503,COMPLETE,6.993,9,0.270,9,1.000,0.560,8.000,0.055,0.120,1.000,6,10,0,0.993,0.546,4.641,0.819,0.787,1184.269
504,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1191.571
505,COMPLETE,7.991,8,0.270,9,1.000,0.560,8.000,0.055,0.120,1.000,7,10,0,0.991,0.513,4.042,0.831,0.815,1151.488
506,COMPLETE,8.997,9,0.270,9,1.000,0.560,8.000,0.055,0.110,1.000,8,10,0,0.997,0.545,4.616,0.829,0.788,1189.292
507,COMPLETE,0.150,4,0.270,9,1.000,0.560,8.000,0.055,0.110,0.900,0,10,0,0.150,0.393,1.011,0.120,0.202,934.364
508,COMPLETE,8.984,8,0.270,10,1.000,0.560,8.000,0.055,0.120,0.900,8,10,0,0.984,0.516,3.982,0.813,0.798,1149.936
509,COMPLETE,8.893,8,0.270,10,1.000,0.560,9.000,0.055,0.120,1.000,8,10,0,0.893,0.493,3.342,0.764,0.722,1121.551
510,COMPLETE,8.920,8,0.270,10,1.000,0.480,8.000,0.055,0.120,0.900,8,10,0,0.920,0.525,3.894,0.780,0.765,1147.515
511,COMPLETE,8.998,8,0.290,10,1.000,0.560,7.500,0.060,0.120,0.900,8,10,0,0.998,0.567,4.644,0.839,0.799,1200.300
512,COMPLETE,6.863,8,0.290,8,1.000,0.320,7.500,0.050,0.110,0.900,6,10,0,0.863,0.547,4.346,0.742,0.645,1200.428
513,COMPLETE,8.991,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,8,10,0,0.991,0.556,5.388,0.829,0.780,1186.726
514,COMPLETE,7.867,6,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,7,10,0,0.867,0.493,3.900,0.750,0.702,1124.389
515,COMPLETE,8.997,8,0.290,8,1.000,0.600,4.500,0.050,0.110,0.900,8,10,0,0.997,0.583,6.790,0.830,0.773,1202.263
516,COMPLETE,8.996,8,0.290,8,1.000,0.600,9.000,0.050,0.110,0.900,8,10,0,0.996,0.515,4.469,0.838,0.811,1166.828
517,COMPLETE,2.542,6,0.290,8,1.000,0.600,7.500,0.050,0.110,0.200,2,10,0,0.542,0.491,3.375,0.448,0.415,1116.535
518,COMPLETE,8.991,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,8,10,0,0.991,0.556,5.388,0.829,0.780,1178.338
519,COMPLETE,7.867,6,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,7,10,0,0.867,0.493,3.900,0.750,0.702,1120.498
520,COMPLETE,8.994,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.200,8,10,0,0.994,0.544,5.180,0.832,0.757,1167.421
521,COMPLETE,8.991,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,8,10,0,0.991,0.556,5.388,0.829,0.780,1173.788
522,COMPLETE,8.847,8,0.290,8,1.000,0.600,9.000,0.060,0.110,0.900,8,10,0,0.847,0.523,3.496,0.720,0.727,1202.176
523,COMPLETE,7.867,6,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,7,10,0,0.867,0.493,3.900,0.750,0.702,1116.787
524,COMPLETE,8.991,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,8,10,0,0.991,0.556,5.388,0.829,0.780,1173.034
525,COMPLETE,9.998,8,0.290,8,1.000,0.580,4.500,0.050,0.110,0.200,9,10,0,0.998,0.579,6.702,0.849,0.780,1171.255
526,COMPLETE,3.481,6,0.290,8,1.000,0.600,7.500,0.060,0.110,0.900,3,10,0,0.481,0.502,2.711,0.399,0.416,1152.236
527,COMPLETE,8.991,8,0.290,8,1.000,0.600,7.500,0.050,0.110,0.900,8,10,0,0.991,0.556,5.388,0.829,0.780,1179.536
528,COMPLETE,9.999,8,0.290,8,1.000,0.600,4.500,0.060,0.110,0.900,9,10,0,0.999,0.582,6.202,0.841,0.771,1216.460
529,COMPLETE,11.000,8,0.290,11,1.000,0.580,7.500,0.060,0.110,1.000,10,10,0,1.000,0.562,4.678,0.845,0.822,1236.332
530,COMPLETE,6.747,8,0.220,8,1.000,0.580,7.500,0.060,0.110,1.000,6,10,0,0.747,0.468,2.398,0.639,0.630,1160.704
531,COMPLETE,6.985,8,0.330,8,1.000,0.580,7.000,0.060,0.110,1.000,6,10,0,0.985,0.604,5.715,0.812,0.777,1263.037
532,COMPLETE,8.987,8,0.290,11,1.000,0.580,7.000,0.060,0.110,1.000,8,10,0,0.987,0.573,5.009,0.837,0.798,1238.936
533,COMPLETE,0.156,3,0.290,11,1.000,0.580,7.000,0.060,0.110,1.000,0,10,0,0.156,0.389,0.773,0.128,0.180,877.558
534,COMPLETE,11.000,8,0.330,11,1.000,0.580,7.000,0.060,0.110,1.000,10,10,0,1.000,0.619,6.046,0.846,0.796,1274.724
535,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1251.188
536,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1246.494
537,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1249.206
538,COMPLETE,8.991,8,0.310,7,1.000,0.580,7.000,0.060,0.110,1.000,8,10,0,0.991,0.576,5.108,0.833,0.772,1228.571
539,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1253.732
540,COMPLETE,8.968,8,0.330,11,1.000,0.580,7.000,0.030,0.110,1.000,8,10,0,0.968,0.614,8.259,0.826,0.734,1248.210
541,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1256.330
542,COMPLETE,6.903,8,0.220,7,1.000,0.580,7.000,0.060,0.110,1.000,6,10,0,0.903,0.471,2.629,0.749,0.739,1142.340
543,COMPLETE,9.999,8,0.330,7,1.000,0.580,7.000,0.060,0.110,1.000,9,10,0,0.999,0.615,5.831,0.827,0.808,1254.337
