number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
83,COMPLETE,6.980,100,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.962,0.555,8.479,0.769,0.608,0.562,0.562
83,COMPLETE,6.980,101,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.989,0.595,9.172,0.791,0.715,0.701,0.701
83,COMPLETE,6.980,102,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.584,9.153,0.830,0.806,0.793,0.793
83,COMPLETE,6.980,103,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.608,9.521,0.825,0.726,0.718,0.718
83,COMPLETE,6.980,104,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.599,9.480,0.846,0.672,0.680,0.672
83,COMPLETE,6.980,105,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.906,0.575,8.667,0.725,0.700,0.693,0.693
83,COMPLETE,6.980,106,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.578,9.134,0.842,0.609,0.657,0.609
83,COMPLETE,6.980,107,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.608,9.623,0.869,0.715,0.589,0.589
83,COMPLETE,6.980,108,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.942,0.576,8.709,0.754,0.662,0.664,0.662
83,COMPLETE,6.980,109,10,0.260,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.597,9.443,0.873,0.701,0.729,0.701
84,COMPLETE,6.969,100,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,false,false,0.931,0.592,8.882,0.745,0.609,0.566,0.566
84,COMPLETE,6.969,101,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.667,10.612,0.887,0.783,0.802,0.783
84,COMPLETE,6.969,102,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.614,9.642,0.858,0.751,0.714,0.714
84,COMPLETE,6.969,103,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,false,false,0.840,0.584,8.976,0.800,0.420,0.448,0.420
84,COMPLETE,6.969,104,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.653,10.296,0.867,0.789,0.817,0.789
84,COMPLETE,6.969,105,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.582,9.076,0.840,0.800,0.848,0.800
84,COMPLETE,6.969,106,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.626,9.649,0.802,0.638,0.672,0.638
84,COMPLETE,6.969,107,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,true,false,1.000,0.649,10.117,0.836,0.750,0.608,0.608
84,COMPLETE,6.969,108,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,false,false,0.963,0.620,9.457,0.770,0.702,0.651,0.651
84,COMPLETE,6.969,109,10,0.280,10,1.000,0.500,5.000,0.010,0.100,0.900,false,false,0.953,0.610,9.279,0.762,0.774,0.725,0.725
85,COMPLETE,6.978,100,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.637,10.141,0.860,0.800,0.757,0.757
85,COMPLETE,6.978,101,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.653,10.229,0.818,0.785,0.805,0.785
85,COMPLETE,6.978,102,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.929,0.627,9.527,0.744,0.628,0.667,0.628
85,COMPLETE,6.978,103,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.998,0.601,9.311,0.798,0.640,0.562,0.562
85,COMPLETE,6.978,104,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.919,0.659,10.016,0.735,0.794,0.798,0.794
85,COMPLETE,6.978,105,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.637,10.153,0.852,0.826,0.808,0.808
85,COMPLETE,6.978,106,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.598,9.370,0.813,0.633,0.647,0.633
85,COMPLETE,6.978,107,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,false,false,0.931,0.592,9.104,0.745,0.721,0.714,0.714
85,COMPLETE,6.978,108,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.656,10.350,0.838,0.846,0.810,0.810
85,COMPLETE,6.978,109,10,0.280,10,1.000,0.520,5.000,0.010,0.100,0.900,true,false,1.000,0.625,9.799,0.824,0.612,0.586,0.586
86,COMPLETE,8.982,100,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.597,8.720,0.829,0.752,0.729,0.729
86,COMPLETE,8.982,101,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.640,9.259,0.808,0.789,0.788,0.788
86,COMPLETE,8.982,102,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.615,8.982,0.825,0.676,0.601,0.601
86,COMPLETE,8.982,103,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.613,8.952,0.841,0.698,0.664,0.664
86,COMPLETE,8.982,104,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,false,false,0.963,0.615,8.805,0.771,0.670,0.624,0.624
86,COMPLETE,8.982,105,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.619,8.980,0.816,0.809,0.729,0.729
86,COMPLETE,8.982,106,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.601,8.731,0.815,0.755,0.764,0.755
86,COMPLETE,8.982,107,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.619,9.095,0.832,0.794,0.730,0.730
86,COMPLETE,8.982,108,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,false,false,0.857,0.598,8.306,0.686,0.678,0.750,0.678
86,COMPLETE,8.982,109,10,0.270,15,1.000,0.460,5.000,0.015,0.100,0.900,true,false,1.000,0.625,9.237,0.855,0.803,0.682,0.682
87,COMPLETE,8.989,100,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.644,9.961,0.894,0.837,0.789,0.789
87,COMPLETE,8.989,101,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.631,9.816,0.905,0.827,0.838,0.827
87,COMPLETE,8.989,102,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.593,8.890,0.809,0.704,0.739,0.704
87,COMPLETE,8.989,103,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,false,false,0.958,0.632,9.381,0.766,0.792,0.735,0.735
87,COMPLETE,8.989,104,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.584,8.888,0.837,0.786,0.736,0.736
87,COMPLETE,8.989,105,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.612,9.255,0.826,0.766,0.798,0.766
87,COMPLETE,8.989,106,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,false,false,0.930,0.599,8.792,0.744,0.504,0.568,0.504
87,COMPLETE,8.989,107,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.623,9.371,0.818,0.708,0.696,0.696
87,COMPLETE,8.989,108,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.618,9.496,0.871,0.700,0.665,0.665
87,COMPLETE,8.989,109,10,0.270,10,1.000,0.460,5.000,0.010,0.100,0.900,true,false,1.000,0.604,9.263,0.876,0.602,0.594,0.594
88,COMPLETE,9.999,100,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.514,7.681,0.827,0.750,0.718,0.718
88,COMPLETE,9.999,101,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.534,8.124,0.879,0.883,0.748,0.748
88,COMPLETE,9.999,102,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.542,8.079,0.822,0.774,0.764,0.764
88,COMPLETE,9.999,103,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.501,7.469,0.838,0.767,0.693,0.693
88,COMPLETE,9.999,104,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.495,7.413,0.844,0.632,0.595,0.595
88,COMPLETE,9.999,105,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,false,false,0.993,0.509,7.626,0.856,0.736,0.496,0.496
88,COMPLETE,9.999,106,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.517,7.826,0.861,0.840,0.824,0.824
88,COMPLETE,9.999,107,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.492,7.287,0.809,0.812,0.743,0.743
88,COMPLETE,9.999,108,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.512,7.650,0.847,0.712,0.701,0.701
88,COMPLETE,9.999,109,10,0.260,15,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.523,7.963,0.881,0.857,0.823,0.823
89,COMPLETE,8.988,100,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.536,8.011,0.897,0.803,0.779,0.779
89,COMPLETE,8.988,101,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,false,false,0.893,0.510,7.101,0.714,0.575,0.571,0.571
89,COMPLETE,8.988,102,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.540,8.017,0.868,0.767,0.749,0.749
89,COMPLETE,8.988,103,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.506,7.449,0.850,0.638,0.550,0.550
89,COMPLETE,8.988,104,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.548,7.970,0.805,0.774,0.769,0.769
89,COMPLETE,8.988,105,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.546,7.935,0.826,0.706,0.722,0.706
89,COMPLETE,8.988,106,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.519,7.568,0.822,0.743,0.738,0.738
89,COMPLETE,8.988,107,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.528,7.679,0.829,0.730,0.657,0.657
89,COMPLETE,8.988,108,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.526,7.843,0.901,0.675,0.656,0.656
89,COMPLETE,8.988,109,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,false,false,0.987,0.529,7.608,0.789,0.694,0.783,0.694
90,COMPLETE,8.988,100,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.536,8.011,0.897,0.803,0.779,0.779
90,COMPLETE,8.988,101,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,false,false,0.893,0.510,7.101,0.714,0.575,0.571,0.571
90,COMPLETE,8.988,102,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.540,8.017,0.868,0.767,0.749,0.749
90,COMPLETE,8.988,103,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.506,7.449,0.850,0.638,0.550,0.550
90,COMPLETE,8.988,104,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.548,7.970,0.805,0.774,0.769,0.769
90,COMPLETE,8.988,105,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.546,7.935,0.826,0.706,0.722,0.706
90,COMPLETE,8.988,106,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.519,7.568,0.822,0.743,0.738,0.738
90,COMPLETE,8.988,107,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.528,7.679,0.829,0.730,0.657,0.657
90,COMPLETE,8.988,108,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,true,false,1.000,0.526,7.843,0.901,0.675,0.656,0.656
90,COMPLETE,8.988,109,10,0.270,15,1.000,0.460,9.000,0.010,0.100,0.900,false,false,0.987,0.529,7.608,0.789,0.694,0.783,0.694
91,COMPLETE,6.984,100,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.544,7.704,0.871,0.857,0.834,0.834
91,COMPLETE,6.984,101,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,false,false,0.973,0.528,7.167,0.779,0.708,0.634,0.634
91,COMPLETE,6.984,102,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.507,6.958,0.823,0.593,0.628,0.593
91,COMPLETE,6.984,103,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,false,false,0.989,0.503,6.814,0.791,0.624,0.655,0.624
91,COMPLETE,6.984,104,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.524,7.302,0.824,0.816,0.815,0.815
91,COMPLETE,6.984,105,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,false,false,0.954,0.505,6.838,0.763,0.777,0.814,0.777
91,COMPLETE,6.984,106,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.521,7.344,0.883,0.766,0.742,0.742
91,COMPLETE,6.984,107,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.494,6.686,0.817,0.643,0.725,0.643
91,COMPLETE,6.984,108,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,true,false,1.000,0.536,7.464,0.841,0.796,0.753,0.753
91,COMPLETE,6.984,109,10,0.270,10,1.000,0.460,9.000,0.015,0.100,0.900,false,false,0.920,0.553,7.476,0.736,0.797,0.776,0.776
92,COMPLETE,8.995,100,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,false,false,0.950,0.504,7.288,0.760,0.751,0.800,0.751
92,COMPLETE,8.995,101,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.487,7.214,0.812,0.798,0.679,0.679
92,COMPLETE,8.995,102,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.528,8.114,0.911,0.840,0.829,0.829
92,COMPLETE,8.995,103,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.504,7.477,0.830,0.791,0.748,0.748
92,COMPLETE,8.995,104,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.532,8.093,0.879,0.851,0.856,0.851
92,COMPLETE,8.995,105,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.547,8.363,0.890,0.832,0.696,0.696
92,COMPLETE,8.995,106,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.530,8.028,0.867,0.800,0.771,0.771
92,COMPLETE,8.995,107,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.526,7.834,0.824,0.741,0.728,0.728
92,COMPLETE,8.995,108,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,true,false,1.000,0.509,7.536,0.804,0.788,0.780,0.780
92,COMPLETE,8.995,109,10,0.260,10,1.000,0.500,9.000,0.010,0.100,0.900,false,false,0.999,0.503,7.376,0.799,0.640,0.708,0.640
93,COMPLETE,5.959,100,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.825,0.499,7.000,0.824,0.509,0.412,0.412
93,COMPLETE,5.959,101,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.507,7.346,0.867,0.779,0.724,0.724
93,COMPLETE,5.959,102,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.504,7.316,0.886,0.762,0.772,0.762
93,COMPLETE,5.959,103,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.554,8.064,0.867,0.854,0.834,0.834
93,COMPLETE,5.959,104,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.994,0.517,7.289,0.795,0.756,0.685,0.685
93,COMPLETE,5.959,105,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.951,0.526,7.283,0.760,0.789,0.698,0.698
93,COMPLETE,5.959,106,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.531,7.607,0.850,0.715,0.675,0.675
93,COMPLETE,5.959,107,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.829,0.461,6.511,0.883,0.483,0.414,0.414
93,COMPLETE,5.959,108,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.519,7.421,0.838,0.747,0.721,0.721
93,COMPLETE,5.959,109,10,0.260,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.990,0.545,7.702,0.792,0.821,0.843,0.821
94,COMPLETE,9.995,100,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.501,6.790,0.841,0.781,0.750,0.750
94,COMPLETE,9.995,101,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.528,7.187,0.840,0.858,0.831,0.831
94,COMPLETE,9.995,102,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.474,6.408,0.842,0.669,0.603,0.603
94,COMPLETE,9.995,103,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.487,6.532,0.824,0.782,0.768,0.768
94,COMPLETE,9.995,104,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.506,6.855,0.852,0.761,0.773,0.761
94,COMPLETE,9.995,105,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.505,6.944,0.884,0.834,0.801,0.801
94,COMPLETE,9.995,106,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,false,false,0.951,0.500,6.558,0.761,0.710,0.729,0.710
94,COMPLETE,9.995,107,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.486,6.527,0.825,0.740,0.749,0.740
94,COMPLETE,9.995,108,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.484,6.536,0.829,0.862,0.843,0.843
94,COMPLETE,9.995,109,10,0.250,15,1.000,0.440,9.000,0.015,0.100,0.900,true,false,1.000,0.500,6.781,0.844,0.776,0.754,0.754
95,COMPLETE,8.990,100,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.499,7.025,0.817,0.785,0.640,0.640
95,COMPLETE,8.990,101,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.476,6.692,0.840,0.700,0.762,0.700
95,COMPLETE,8.990,102,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.990,0.509,7.047,0.792,0.674,0.741,0.674
95,COMPLETE,8.990,103,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.513,7.269,0.832,0.785,0.770,0.770
95,COMPLETE,8.990,104,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.519,7.331,0.804,0.824,0.849,0.824
95,COMPLETE,8.990,105,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.905,0.503,6.853,0.724,0.764,0.771,0.764
95,COMPLETE,8.990,106,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.490,6.913,0.833,0.724,0.645,0.645
95,COMPLETE,8.990,107,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.480,6.880,0.885,0.711,0.686,0.686
95,COMPLETE,8.990,108,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.518,7.392,0.853,0.787,0.821,0.787
95,COMPLETE,8.990,109,10,0.250,15,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.498,7.079,0.863,0.769,0.734,0.734
96,COMPLETE,8.991,100,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.958,0.520,7.172,0.766,0.689,0.667,0.667
96,COMPLETE,8.991,101,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,false,false,0.956,0.482,6.610,0.765,0.698,0.724,0.698
96,COMPLETE,8.991,102,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.489,6.880,0.813,0.832,0.856,0.832
96,COMPLETE,8.991,103,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.486,6.820,0.811,0.827,0.821,0.821
96,COMPLETE,8.991,104,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.533,7.632,0.849,0.783,0.775,0.775
96,COMPLETE,8.991,105,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.514,7.375,0.873,0.744,0.699,0.699
96,COMPLETE,8.991,106,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.528,7.536,0.827,0.837,0.847,0.837
96,COMPLETE,8.991,107,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.519,7.307,0.810,0.803,0.777,0.777
96,COMPLETE,8.991,108,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.504,7.232,0.854,0.831,0.786,0.786
96,COMPLETE,8.991,109,10,0.250,10,1.000,0.520,9.000,0.015,0.100,0.900,true,false,1.000,0.532,7.591,0.829,0.848,0.832,0.832
97,COMPLETE,7.983,100,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.550,7.536,0.838,0.727,0.727,0.727
97,COMPLETE,7.983,101,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.507,6.859,0.807,0.783,0.783,0.783
97,COMPLETE,7.983,102,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.534,7.253,0.829,0.753,0.753,0.753
97,COMPLETE,7.983,103,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,false,false,0.897,0.492,6.381,0.717,0.655,0.655,0.655
97,COMPLETE,7.983,104,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.527,7.198,0.828,0.741,0.741,0.741
97,COMPLETE,7.983,105,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.551,7.642,0.873,0.810,0.810,0.810
97,COMPLETE,7.983,106,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.528,7.242,0.849,0.827,0.827,0.827
97,COMPLETE,7.983,107,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,false,false,0.952,0.473,6.208,0.761,0.712,0.712,0.712
97,COMPLETE,7.983,108,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,true,false,1.000,0.539,7.372,0.837,0.731,0.731,0.731
97,COMPLETE,7.983,109,10,0.260,15,1.000,0.440,9.000,0.015,0.100,1.000,false,false,0.980,0.481,6.370,0.784,0.808,0.808,0.808
98,COMPLETE,5.960,100,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,false,false,0.936,0.526,6.994,0.749,0.757,0.757,0.757
98,COMPLETE,5.960,101,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,true,false,1.000,0.543,7.378,0.807,0.788,0.788,0.788
98,COMPLETE,5.960,102,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,false,false,0.966,0.478,6.369,0.773,0.721,0.721,0.721
98,COMPLETE,5.960,103,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,true,false,1.000,0.524,7.217,0.835,0.820,0.820,0.820
98,COMPLETE,5.960,104,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,true,false,1.000,0.541,7.399,0.824,0.791,0.791,0.791
98,COMPLETE,5.960,105,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,false,false,0.996,0.507,6.883,0.797,0.786,0.786,0.786
98,COMPLETE,5.960,106,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,true,false,1.000,0.542,7.376,0.811,0.759,0.759,0.759
98,COMPLETE,5.960,107,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,true,false,1.000,0.515,7.098,0.888,0.628,0.628,0.628
98,COMPLETE,5.960,108,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,false,false,0.769,0.498,6.348,0.666,0.385,0.385,0.385
98,COMPLETE,5.960,109,10,0.270,15,1.000,0.440,9.000,0.015,0.120,1.000,false,false,0.933,0.524,6.950,0.746,0.691,0.691,0.691
99,COMPLETE,5.957,100,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,false,false,0.629,0.582,8.524,0.682,0.314,0.314,0.314
99,COMPLETE,5.957,101,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,true,false,1.000,0.592,9.392,0.847,0.714,0.714,0.714
99,COMPLETE,5.957,102,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,true,false,1.000,0.599,9.523,0.847,0.642,0.642,0.642
99,COMPLETE,5.957,103,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,false,false,0.970,0.580,8.956,0.776,0.694,0.694,0.694
99,COMPLETE,5.957,104,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,true,false,1.000,0.605,9.797,0.884,0.834,0.834,0.834
99,COMPLETE,5.957,105,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,false,false,0.995,0.584,9.026,0.796,0.634,0.634,0.634
99,COMPLETE,5.957,106,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,false,false,0.994,0.606,9.339,0.795,0.622,0.622,0.622
99,COMPLETE,5.957,107,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,true,false,1.000,0.584,9.371,0.869,0.605,0.605,0.605
99,COMPLETE,5.957,108,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,true,false,1.000,0.589,9.288,0.817,0.794,0.794,0.794
99,COMPLETE,5.957,109,10,0.260,11,1.000,0.600,5.000,0.015,0.120,1.000,false,false,0.981,0.613,9.510,0.784,0.802,0.802,0.802
100,COMPLETE,5.974,100,10,0.260,11,1.000,0.580,5.000,0.015,0.100,1.000,true,false,1.000,0.569,8.768,0.802,0.511,0.511,0.511
100,COMPLETE,5.974,101,10,0.260,11,1.000,0.580,5.000,0.015,0.100,1.000,false,false,0.972,0.623,9.438,0.778,0.612,0.612,0.612
100,COMPLETE,5.974,102,10,0.260,11,1.000,0.580,5.000,0.015,0.100,1.000,false,false,0.977,0.613,9.361,0.782,0.758,0.758,0.758
100,COMPLETE,5.974,103,10,0.260,11,1.000,0.580,5.000,0.015,0.100,1.000,false,false,0.976,0.607,9.308,0.781,0.867,0.867,0.867
100,COMPLETE,5.974,104,10,0.260,11,1.000,0.580,5.000,0.015,0.100,1.000,true,false,1.000,0.603,9.493,0.843,0.840,0.840,0.840
