seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
115,unsuccessful,flat,83,0.799,0.835,0.174,0.234,0.174,0.061,0.278,2.575,0.144,6.556,0.574,5.641
115,unsuccessful,flat,84,0.824,0.831,0.145,0.186,0.145,0.041,0.358,2.015,0.145,6.549,0.580,5.833
115,unsuccessful,flat,85,0.828,0.832,0.137,0.183,0.137,0.046,0.363,1.991,0.326,6.647,0.581,5.834
115,unsuccessful,flat,86,0.823,0.833,0.165,0.187,0.165,0.022,0.365,2.153,0.122,6.686,0.589,5.972
115,unsuccessful,flat,87,0.833,0.865,0.155,0.166,0.155,0.011,0.342,1.889,0.117,6.670,0.596,6.027
115,unsuccessful,flat,88,0.829,0.876,0.186,0.167,0.167,0.019,0.318,2.567,0.160,6.528,0.587,5.896
115,unsuccessful,flat,89,0.798,0.890,0.174,0.148,0.148,0.026,0.377,2.916,0.143,6.413,0.566,5.741
115,unsuccessful,flat,90,0.804,0.849,0.162,0.145,0.145,0.017,0.342,2.580,0.132,6.248,0.559,5.584
115,unsuccessful,flat,91,0.832,0.884,0.182,0.132,0.132,0.049,0.291,2.605,0.077,6.567,0.591,5.908
115,unsuccessful,flat,92,0.840,0.883,0.204,0.137,0.137,0.067,0.293,0.419,0.110,6.470,0.593,5.945
115,unsuccessful,flat,93,0.827,0.860,0.192,0.144,0.144,0.048,0.300,1.026,0.100,6.695,0.589,5.878
115,unsuccessful,flat,94,0.843,0.845,0.209,0.158,0.158,0.051,0.278,0.852,0.170,6.669,0.590,5.861
115,unsuccessful,flat,95,0.849,0.838,0.203,0.141,0.141,0.061,0.314,1.055,0.164,6.581,0.579,5.746
115,unsuccessful,flat,96,0.845,0.865,0.215,0.167,0.167,0.048,0.318,1.403,0.064,6.774,0.587,5.852
115,unsuccessful,flat,97,0.830,0.860,0.236,0.183,0.183,0.054,0.284,2.291,0.085,6.912,0.603,5.998
115,unsuccessful,flat,98,0.818,0.851,0.236,0.150,0.150,0.086,0.309,2.478,0.126,7.107,0.597,5.915
115,unsuccessful,flat,99,0.818,0.876,0.190,0.130,0.130,0.060,0.309,0.387,0.120,7.100,0.602,5.985
115,unsuccessful,flat,100,0.836,0.890,0.181,0.130,0.130,0.051,0.352,1.041,0.109,7.119,0.596,5.946
115,unsuccessful,flat,101,0.824,0.887,0.179,0.144,0.144,0.036,0.322,0.970,0.192,7.208,0.612,6.115
115,unsuccessful,flat,102,0.850,0.878,0.157,0.134,0.134,0.023,0.311,1.097,0.183,7.224,0.613,6.077
115,unsuccessful,flat,103,0.830,0.866,0.133,0.104,0.104,0.029,0.255,1.786,0.184,7.268,0.622,6.123
115,unsuccessful,flat,104,0.845,0.840,0.125,0.102,0.102,0.022,0.214,1.816,0.261,7.148,0.629,6.198
115,unsuccessful,flat,105,0.844,0.845,0.112,0.100,0.100,0.012,0.226,1.754,0.260,7.255,0.630,6.207
115,unsuccessful,flat,106,0.841,0.877,0.115,0.112,0.112,0.003,0.240,2.128,0.301,7.232,0.632,6.265
115,unsuccessful,flat,107,0.851,0.892,0.148,0.140,0.140,0.008,0.258,2.263,0.386,7.331,0.620,6.102
115,unsuccessful,flat,108,0.863,0.914,0.121,0.134,0.121,0.013,0.248,2.198,0.428,7.239,0.624,6.150
115,unsuccessful,flat,109,0.877,0.909,0.138,0.150,0.138,0.012,0.254,2.103,0.346,7.300,0.633,6.280
115,unsuccessful,flat,110,0.862,0.897,0.181,0.173,0.173,0.008,0.244,2.240,0.183,7.257,0.635,6.289
115,unsuccessful,flat,111,0.901,0.910,0.138,0.151,0.138,0.013,0.232,2.161,0.262,7.100,0.630,6.253
115,unsuccessful,flat,112,0.881,0.895,0.126,0.168,0.126,0.042,0.224,2.215,0.226,6.886,0.630,6.286
115,unsuccessful,flat,113,0.870,0.884,0.146,0.196,0.146,0.050,0.243,2.132,0.276,6.834,0.615,6.099
115,unsuccessful,flat,114,0.854,0.854,0.124,0.176,0.124,0.052,0.232,1.918,0.165,6.753,0.611,6.042
115,unsuccessful,flat,115,0.827,0.851,0.152,0.188,0.152,0.036,0.236,1.152,0.127,6.920,0.621,6.148
115,unsuccessful,flat,116,0.844,0.879,0.170,0.210,0.170,0.040,0.232,1.156,0.134,6.850,0.621,6.161
115,unsuccessful,flat,117,0.839,0.909,0.143,0.173,0.143,0.029,0.224,1.058,0.392,7.049,0.627,6.194
115,unsuccessful,flat,118,0.847,0.894,0.124,0.156,0.124,0.032,0.182,1.143,0.315,7.036,0.633,6.208
115,unsuccessful,flat,119,0.822,0.897,0.127,0.176,0.127,0.049,0.174,1.144,0.169,6.623,0.622,6.092
115,unsuccessful,flat,120,0.808,0.911,0.128,0.172,0.128,0.043,0.173,0.808,0.180,6.713,0.626,6.141
116,unsuccessful,flat,0,0.073,0.121,0.000,0.000,0.000,0.000,0.000,2.334,0.083,2.278,0.149,1.014
116,unsuccessful,flat,1,0.076,0.137,0.024,0.031,0.024,0.007,0.026,0.709,0.013,2.528,0.177,1.288
116,unsuccessful,flat,2,0.076,0.132,0.050,0.044,0.044,0.006,0.051,2.205,0.101,2.912,0.212,1.606
116,unsuccessful,flat,3,0.095,0.130,0.065,0.055,0.055,0.010,0.066,2.993,0.121,3.237,0.246,1.931
116,unsuccessful,flat,4,0.115,0.124,0.070,0.073,0.070,0.003,0.061,0.435,0.157,3.633,0.291,2.393
116,unsuccessful,flat,5,0.148,0.137,0.090,0.092,0.090,0.002,0.099,0.892,0.199,3.906,0.312,2.595
116,unsuccessful,flat,6,0.134,0.126,0.098,0.099,0.098,0.001,0.127,0.843,0.352,4.301,0.340,2.863
116,unsuccessful,flat,7,0.129,0.102,0.117,0.102,0.102,0.014,0.127,0.843,0.166,4.563,0.367,3.154
116,unsuccessful,flat,8,0.117,0.120,0.138,0.107,0.107,0.031,0.174,0.695,0.291,4.744,0.376,3.263
116,unsuccessful,flat,9,0.137,0.116,0.166,0.125,0.125,0.041,0.224,1.014,0.126,4.898,0.391,3.469
116,unsuccessful,flat,10,0.174,0.123,0.176,0.116,0.116,0.060,0.219,1.130,0.164,5.222,0.414,3.678
116,unsuccessful,flat,11,0.172,0.134,0.204,0.125,0.125,0.078,0.215,0.583,0.053,5.061,0.406,3.630
116,unsuccessful,flat,12,0.163,0.176,0.211,0.127,0.127,0.084,0.206,1.668,0.136,5.216,0.420,3.746
116,unsuccessful,flat,13,0.178,0.200,0.212,0.128,0.128,0.084,0.201,1.845,0.168,5.164,0.414,3.664
116,unsuccessful,flat,14,0.236,0.248,0.198,0.141,0.141,0.057,0.155,1.509,0.222,5.241,0.424,3.742
116,unsuccessful,flat,15,0.263,0.254,0.200,0.155,0.155,0.045,0.153,1.381,0.193,5.334,0.429,3.779
116,unsuccessful,flat,16,0.335,0.316,0.212,0.166,0.166,0.046,0.126,1.345,0.168,5.574,0.459,4.081
116,unsuccessful,flat,17,0.376,0.456,0.214,0.231,0.214,0.017,0.129,1.334,0.336,6.104,0.507,4.587
116,unsuccessful,flat,18,0.400,0.497,0.211,0.224,0.211,0.012,0.124,1.381,0.244,6.197,0.522,4.754
116,unsuccessful,flat,19,0.431,0.546,0.233,0.242,0.233,0.008,0.133,1.307,0.268,6.481,0.541,4.960
116,unsuccessful,flat,20,0.475,0.549,0.253,0.265,0.253,0.012,0.127,1.086,0.195,6.653,0.554,5.093
116,unsuccessful,flat,21,0.523,0.599,0.262,0.294,0.262,0.032,0.132,0.873,0.210,6.596,0.558,5.170
116,unsuccessful,flat,22,0.552,0.637,0.282,0.299,0.282,0.017,0.155,0.582,0.096,6.802,0.565,5.258
116,unsuccessful,flat,23,0.539,0.660,0.270,0.305,0.270,0.036,0.154,0.997,0.108,6.802,0.573,5.354
116,unsuccessful,flat,24,0.534,0.668,0.260,0.300,0.260,0.040,0.131,1.611,0.048,6.662,0.565,5.248
116,unsuccessful,flat,25,0.541,0.695,0.258,0.311,0.258,0.052,0.123,0.467,0.079,6.761,0.565,5.226
116,unsuccessful,flat,26,0.622,0.730,0.264,0.291,0.264,0.027,0.137,0.201,0.067,6.819,0.573,5.321
116,unsuccessful,flat,27,0.603,0.746,0.289,0.290,0.289,0.000,0.106,2.655,0.071,6.708,0.567,5.232
116,unsuccessful,flat,28,0.581,0.731,0.276,0.251,0.251,0.025,0.129,2.420,0.122,6.736,0.570,5.308
116,unsuccessful,flat,29,0.542,0.743,0.278,0.251,0.251,0.027,0.149,2.891,0.101,7.014,0.570,5.284
116,unsuccessful,flat,30,0.553,0.754,0.268,0.231,0.231,0.036,0.133,2.694,0.072,6.992,0.578,5.370
116,unsuccessful,flat,31,0.585,0.736,0.249,0.210,0.210,0.040,0.154,2.301,0.140,6.749,0.564,5.253
116,unsuccessful,flat,32,0.572,0.718,0.254,0.161,0.161,0.093,0.161,1.723,0.126,6.929,0.587,5.535
116,unsuccessful,flat,33,0.558,0.743,0.266,0.167,0.167,0.098,0.171,1.455,0.102,6.857,0.572,5.349
116,unsuccessful,flat,34,0.551,0.738,0.321,0.211,0.211,0.110,0.175,1.776,0.122,6.789,0.566,5.293
116,unsuccessful,flat,35,0.549,0.730,0.314,0.204,0.204,0.110,0.181,1.929,0.119,6.713,0.569,5.364
116,unsuccessful,flat,36,0.564,0.767,0.329,0.217,0.217,0.112,0.146,1.700,0.095,6.705,0.571,5.313
116,unsuccessful,flat,37,0.610,0.730,0.270,0.206,0.206,0.064,0.204,2.006,0.213,6.652,0.564,5.330
116,unsuccessful,flat,38,0.615,0.737,0.302,0.221,0.221,0.081,0.181,1.279,0.104,6.719,0.566,5.329
116,unsuccessful,flat,39,0.581,0.752,0.298,0.226,0.226,0.072,0.185,1.088,0.221,6.705,0.571,5.404
116,unsuccessful,flat,40,0.645,0.738,0.305,0.224,0.224,0.082,0.191,0.974,0.396,6.773,0.575,5.469
116,unsuccessful,flat,41,0.679,0.758,0.288,0.202,0.202,0.086,0.168,1.119,0.343,6.760,0.595,5.694
116,unsuccessful,flat,42,0.654,0.753,0.277,0.178,0.178,0.099,0.162,1.148,0.343,6.518,0.577,5.506
116,unsuccessful,flat,43,0.655,0.732,0.263,0.169,0.169,0.094,0.174,1.353,0.294,6.691,0.576,5.477
116,unsuccessful,flat,44,0.652,0.749,0.298,0.198,0.198,0.100,0.147,0.708,0.103,6.515,0.573,5.420
116,unsuccessful,flat,45,0.669,0.750,0.310,0.203,0.203,0.107,0.131,1.327,0.137,6.596,0.578,5.457
116,unsuccessful,flat,46,0.682,0.740,0.334,0.206,0.206,0.129,0.135,0.226,0.003,6.562,0.567,5.326
116,unsuccessful,flat,47,0.662,0.738,0.332,0.176,0.176,0.156,0.137,0.424,0.059,6.784,0.581,5.461
116,unsuccessful,flat,48,0.632,0.734,0.296,0.145,0.145,0.152,0.133,0.967,0.085,7.030,0.583,5.443
116,unsuccessful,flat,49,0.730,0.731,0.292,0.168,0.168,0.124,0.141,0.980,0.164,6.963,0.594,5.604
116,unsuccessful,flat,50,0.737,0.714,0.266,0.162,0.162,0.104,0.151,1.296,0.164,6.962,0.595,5.645
116,unsuccessful,flat,51,0.796,0.703,0.280,0.162,0.162,0.118,0.187,0.451,0.200,7.044,0.586,5.561
116,unsuccessful,flat,52,0.842,0.761,0.282,0.182,0.182,0.100,0.218,0.502,0.142,7.164,0.593,5.682
116,unsuccessful,flat,53,0.837,0.744,0.259,0.183,0.183,0.076,0.224,0.098,0.107,6.801,0.579,5.574
116,unsuccessful,flat,54,0.854,0.767,0.290,0.198,0.198,0.092,0.237,0.653,0.061,6.998,0.589,5.690
116,unsuccessful,flat,55,0.845,0.757,0.206,0.180,0.180,0.026,0.258,0.200,0.089,7.083,0.601,5.869
116,unsuccessful,flat,56,0.823,0.791,0.244,0.175,0.175,0.069,0.278,0.403,0.020,7.110,0.600,5.883
116,unsuccessful,flat,57,0.814,0.809,0.250,0.180,0.180,0.070,0.279,0.049,0.106,7.160,0.603,5.925
116,unsuccessful,flat,58,0.789,0.822,0.235,0.166,0.166,0.069,0.287,2.893,0.201,7.153,0.602,5.905
116,unsuccessful,flat,59,0.774,0.881,0.238,0.135,0.135,0.103,0.262,2.311,0.137,7.167,0.610,5.982
116,unsuccessful,flat,60,0.776,0.885,0.284,0.163,0.163,0.120,0.198,2.158,0.077,7.043,0.626,6.122
116,unsuccessful,flat,61,0.782,0.862,0.290,0.194,0.194,0.096,0.195,2.711,0.114,7.019,0.618,6.005
116,unsuccessful,flat,62,0.733,0.860,0.270,0.177,0.177,0.092,0.209,0.853,0.047,6.842,0.607,5.899
116,unsuccessful,flat,63,0.708,0.835,0.271,0.183,0.183,0.087,0.202,3.049,0.227,6.788,0.604,5.871
116,unsuccessful,flat,64,0.712,0.833,0.270,0.202,0.202,0.069,0.206,3.024,0.137,6.887,0.595,5.741
116,unsuccessful,flat,65,0.744,0.796,0.299,0.220,0.220,0.079,0.195,2.842,0.317,6.691,0.591,5.714
116,unsuccessful,flat,66,0.762,0.794,0.305,0.224,0.224,0.081,0.172,2.852,0.271,6.486,0.583,5.602
116,unsuccessful,flat,67,0.745,0.805,0.229,0.184,0.184,0.045,0.238,2.691,0.250,6.609,0.594,5.839
116,unsuccessful,flat,68,0.743,0.794,0.217,0.198,0.198,0.020,0.276,2.605,0.277,6.704,0.593,5.849
116,unsuccessful,flat,69,0.773,0.791,0.211,0.200,0.200,0.011,0.275,2.155,0.298,6.427,0.580,5.727
116,unsuccessful,flat,70,0.768,0.727,0.189,0.199,0.189,0.011,0.301,2.110,0.281,6.360,0.566,5.588
116,unsuccessful,flat,71,0.759,0.697,0.159,0.173,0.159,0.013,0.322,1.806,0.246,6.139,0.547,5.410
116,unsuccessful,flat,72,0.693,0.716,0.187,0.170,0.170,0.017,0.308,1.856,0.249,6.628,0.566,5.562
116,unsuccessful,flat,73,0.679,0.741,0.226,0.197,0.197,0.029,0.307,1.637,0.346,6.851,0.572,5.570
116,unsuccessful,flat,74,0.686,0.743,0.227,0.190,0.190,0.037,0.292,1.642,0.230,6.651,0.571,5.591
116,unsuccessful,flat,75,0.710,0.779,0.217,0.202,0.202,0.015,0.282,2.008,0.211,6.590,0.562,5.467
116,unsuccessful,flat,76,0.739,0.759,0.230,0.232,0.230,0.001,0.272,2.057,0.340,6.303,0.558,5.458
116,unsuccessful,flat,77,0.739,0.782,0.229,0.216,0.216,0.013,0.246,2.147,0.272,6.499,0.580,5.654
116,unsuccessful,flat,78,0.715,0.789,0.243,0.194,0.194,0.049,0.202,2.275,0.309,6.414,0.576,5.559
116,unsuccessful,flat,79,0.688,0.713,0.226,0.189,0.189,0.037,0.261,2.408,0.270,6.585,0.568,5.477
116,unsuccessful,flat,80,0.679,0.755,0.230,0.183,0.183,0.046,0.238,2.572,0.066,6.656,0.578,5.590
116,unsuccessful,flat,81,0.677,0.770,0.248,0.158,0.158,0.089,0.254,2.507,0.175,6.781,0.575,5.550
116,unsuccessful,flat,82,0.661,0.746,0.248,0.160,0.160,0.088,0.289,2.518,0.044,6.633,0.563,5.464
116,unsuccessful,flat,83,0.693,0.787,0.247,0.167,0.167,0.080,0.291,0.851,0.164,6.810,0.572,5.548
116,unsuccessful,flat,84,0.659,0.808,0.250,0.145,0.145,0.104,0.268,0.952,0.006,6.780,0.585,5.705
116,unsuccessful,flat,85,0.638,0.815,0.235,0.155,0.155,0.081,0.253,1.054,0.326,6.800,0.585,5.674
116,unsuccessful,flat,86,0.671,0.796,0.270,0.185,0.185,0.085,0.242,1.229,0.330,6.595,0.584,5.672
116,unsuccessful,flat,87,0.698,0.815,0.290,0.189,0.189,0.101,0.226,1.250,0.364,6.333,0.574,5.563
116,unsuccessful,flat,88,0.680,0.797,0.273,0.168,0.168,0.104,0.233,1.234,0.218,6.348,0.576,5.615
116,unsuccessful,flat,89,0.634,0.765,0.279,0.175,0.175,0.104,0.269,1.080,0.299,6.305,0.555,5.390
116,unsuccessful,flat,90,0.605,0.768,0.297,0.198,0.198,0.098,0.289,1.033,0.350,6.192,0.551,5.371
116,unsuccessful,flat,91,0.625,0.771,0.270,0.226,0.226,0.044,0.287,1.065,0.299,6.412,0.549,5.306
116,unsuccessful,flat,92,0.656,0.780,0.310,0.272,0.272,0.038,0.297,0.582,0.282,6.676,0.554,5.333
116,unsuccessful,flat,93,0.681,0.813,0.360,0.312,0.312,0.048,0.285,0.569,0.380,6.828,0.558,5.325
116,unsuccessful,flat,94,0.684,0.780,0.361,0.348,0.348,0.013,0.278,0.993,0.375,6.892,0.554,5.236
116,unsuccessful,flat,95,0.683,0.774,0.372,0.370,0.370,0.001,0.283,0.963,0.293,6.900,0.553,5.255
116,unsuccessful,flat,96,0.710,0.766,0.336,0.358,0.336,0.023,0.259,0.622,0.259,6.808,0.562,5.343
116,unsuccessful,flat,97,0.710,0.775,0.327,0.392,0.327,0.065,0.251,0.599,0.274,7.034,0.578,5.517
116,unsuccessful,flat,98,0.719,0.751,0.302,0.381,0.302,0.079,0.259,0.401,0.155,6.854,0.569,5.443
116,unsuccessful,flat,99,0.671,0.790,0.265,0.364,0.265,0.098,0.243,0.303,0.216,6.512,0.566,5.474
116,unsuccessful,flat,100,0.643,0.794,0.283,0.340,0.283,0.057,0.212,1.044,0.109,6.199,0.559,5.388
116,unsuccessful,flat,101,0.671,0.780,0.230,0.298,0.230,0.067,0.196,1.029,0.130,6.384,0.573,5.499
116,unsuccessful,flat,102,0.715,0.846,0.222,0.272,0.222,0.050,0.187,0.895,0.211,6.255,0.574,5.530
116,unsuccessful,flat,103,0.768,0.859,0.225,0.264,0.225,0.040,0.175,0.947,0.244,6.450,0.594,5.732
116,unsuccessful,flat,104,0.786,0.863,0.172,0.231,0.172,0.059,0.196,1.361,0.361,6.475,0.603,5.895
116,unsuccessful,flat,105,0.819,0.888,0.164,0.213,0.164,0.048,0.169,1.232,0.435,6.360,0.614,6.041
116,unsuccessful,flat,106,0.812,0.890,0.211,0.270,0.211,0.059,0.168,1.165,0.399,6.317,0.599,5.844
116,unsuccessful,flat,107,0.861,0.885,0.210,0.267,0.210,0.057,0.169,1.199,0.310,6.162,0.601,5.896
116,unsuccessful,flat,108,0.850,0.887,0.226,0.310,0.226,0.084,0.131,1.588,0.293,6.196,0.616,6.034
116,unsuccessful,flat,109,0.806,0.868,0.242,0.319,0.242,0.078,0.133,1.422,0.356,6.318,0.603,5.852
116,unsuccessful,flat,110,0.826,0.872,0.246,0.294,0.246,0.048,0.167,1.140,0.288,6.575,0.608,5.924
116,unsuccessful,flat,111,0.842,0.854,0.250,0.291,0.250,0.041,0.186,0.881,0.098,6.730,0.601,5.822
116,unsuccessful,flat,112,0.885,0.866,0.272,0.342,0.272,0.070,0.210,1.739,0.211,6.407,0.577,5.603
116,unsuccessful,flat,113,0.875,0.859,0.285,0.348,0.285,0.063,0.204,1.843,0.250,6.416,0.573,5.550
116,unsuccessful,flat,114,0.904,0.861,0.222,0.281,0.222,0.059,0.242,1.976,0.125,6.308,0.582,5.745
116,unsuccessful,flat,115,0.886,0.848,0.172,0.217,0.172,0.045,0.310,2.607,0.043,6.670,0.585,5.847
116,unsuccessful,flat,116,0.893,0.855,0.171,0.217,0.171,0.047,0.348,0.075,0.109,6.738,0.569,5.636
116,unsuccessful,flat,117,0.890,0.844,0.173,0.175,0.173,0.001,0.334,0.428,0.212,6.973,0.587,5.824
116,unsuccessful,flat,118,0.879,0.816,0.205,0.221,0.205,0.016,0.383,1.493,0.101,6.653,0.559,5.551
116,unsuccessful,flat,119,0.881,0.803,0.203,0.218,0.203,0.015,0.373,1.331,0.080,6.708,0.564,5.604
116,unsuccessful,flat,120,0.880,0.793,0.202,0.234,0.202,0.032,0.376,0.669,0.029,6.446,0.552,5.502
117,unsuccessful,flat,0,0.069,0.128,0.000,0.000,0.000,0.000,0.000,1.437,0.151,2.330,0.150,1.005
117,unsuccessful,flat,1,0.076,0.150,0.022,0.022,0.022,0.000,0.035,0.091,0.131,2.535,0.176,1.283
117,unsuccessful,flat,2,0.085,0.148,0.036,0.042,0.036,0.007,0.053,3.073,0.197,3.124,0.240,1.884
117,unsuccessful,flat,3,0.100,0.156,0.059,0.067,0.059,0.008,0.071,3.060,0.307,3.225,0.246,1.946
117,unsuccessful,flat,4,0.104,0.179,0.070,0.076,0.070,0.006,0.078,2.803,0.430,3.630,0.278,2.243
117,unsuccessful,flat,5,0.124,0.170,0.086,0.075,0.075,0.011,0.092,2.651,0.327,4.034,0.325,2.726
117,unsuccessful,flat,6,0.138,0.233,0.075,0.083,0.075,0.008,0.087,2.936,0.312,4.449,0.358,3.019
117,unsuccessful,flat,7,0.175,0.248,0.085,0.072,0.072,0.013,0.104,2.874,0.228,4.757,0.390,3.364
117,unsuccessful,flat,8,0.184,0.237,0.073,0.079,0.073,0.006,0.116,2.939,0.196,5.185,0.409,3.527
117,unsuccessful,flat,9,0.197,0.278,0.080,0.078,0.078,0.002,0.126,3.107,0.244,5.627,0.440,3.821
117,unsuccessful,flat,10,0.175,0.290,0.110,0.108,0.108,0.002,0.113,0.096,0.320,5.724,0.443,3.813
117,unsuccessful,flat,11,0.197,0.379,0.116,0.130,0.116,0.014,0.142,3.137,0.138,5.558,0.447,3.948
117,unsuccessful,flat,12,0.231,0.391,0.110,0.119,0.110,0.010,0.128,0.265,0.100,5.743,0.471,4.200
117,unsuccessful,flat,13,0.220,0.404,0.088,0.118,0.088,0.029,0.144,1.253,0.160,5.935,0.471,4.181
117,unsuccessful,flat,14,0.238,0.361,0.098,0.115,0.098,0.016,0.138,1.071,0.016,6.171,0.479,4.234
117,unsuccessful,flat,15,0.275,0.414,0.089,0.119,0.089,0.030,0.124,0.822,0.035,6.265,0.487,4.299
117,unsuccessful,flat,16,0.314,0.481,0.071,0.122,0.071,0.051,0.156,0.985,0.191,6.424,0.527,4.838
117,unsuccessful,flat,17,0.342,0.493,0.092,0.134,0.092,0.042,0.174,0.736,0.224,6.331,0.515,4.724
117,unsuccessful,flat,18,0.391,0.553,0.091,0.124,0.091,0.033,0.158,0.829,0.285,6.137,0.522,4.820
117,unsuccessful,flat,19,0.405,0.533,0.088,0.119,0.088,0.031,0.150,0.847,0.190,6.313,0.527,4.834
117,unsuccessful,flat,20,0.433,0.536,0.082,0.118,0.082,0.036,0.171,1.215,0.074,6.018,0.521,4.862
117,unsuccessful,flat,21,0.427,0.503,0.106,0.153,0.106,0.048,0.161,1.316,0.172,6.514,0.523,4.765
117,unsuccessful,flat,22,0.462,0.516,0.097,0.151,0.097,0.054,0.173,1.458,0.145,6.530,0.535,4.932
117,unsuccessful,flat,23,0.483,0.614,0.095,0.129,0.095,0.034,0.176,1.098,0.168,6.524,0.554,5.207
117,unsuccessful,flat,24,0.513,0.620,0.100,0.146,0.100,0.047,0.168,0.993,0.298,6.544,0.554,5.190
117,unsuccessful,flat,25,0.535,0.659,0.108,0.114,0.108,0.006,0.152,0.786,0.220,6.180,0.545,5.120
117,unsuccessful,flat,26,0.574,0.609,0.116,0.104,0.104,0.012,0.133,0.502,0.394,5.827,0.522,4.863
117,unsuccessful,flat,27,0.569,0.581,0.101,0.094,0.094,0.007,0.167,0.573,0.318,5.832,0.522,4.913
117,unsuccessful,flat,28,0.573,0.612,0.132,0.103,0.103,0.029,0.135,0.867,0.223,6.031,0.533,4.970
117,unsuccessful,flat,29,0.595,0.647,0.137,0.105,0.105,0.032,0.127,0.395,0.321,6.297,0.558,5.211
117,unsuccessful,flat,30,0.640,0.668,0.135,0.118,0.118,0.017,0.139,0.322,0.336,6.257,0.563,5.318
117,unsuccessful,flat,31,0.644,0.720,0.156,0.122,0.122,0.035,0.100,0.250,0.207,6.245,0.560,5.217
117,unsuccessful,flat,32,0.680,0.713,0.129,0.102,0.102,0.027,0.110,0.681,0.194,6.591,0.585,5.485
117,unsuccessful,flat,33,0.632,0.720,0.113,0.105,0.105,0.008,0.160,0.444,0.251,6.618,0.574,5.424
117,unsuccessful,flat,34,0.617,0.739,0.135,0.120,0.120,0.015,0.167,0.299,0.274,6.545,0.572,5.414
117,unsuccessful,flat,35,0.573,0.776,0.142,0.104,0.104,0.038,0.157,0.420,0.332,6.176,0.555,5.253
117,unsuccessful,flat,36,0.573,0.769,0.143,0.092,0.092,0.051,0.163,0.416,0.281,6.423,0.574,5.467
117,unsuccessful,flat,37,0.582,0.774,0.141,0.095,0.095,0.047,0.179,0.450,0.342,6.684,0.570,5.389
117,unsuccessful,flat,38,0.586,0.790,0.168,0.097,0.097,0.071,0.177,0.340,0.311,6.818,0.579,5.496
117,unsuccessful,flat,39,0.621,0.807,0.165,0.095,0.095,0.070,0.171,0.972,0.238,6.776,0.584,5.559
117,unsuccessful,flat,40,0.608,0.785,0.152,0.109,0.109,0.043,0.161,1.224,0.243,6.736,0.585,5.550
117,unsuccessful,flat,41,0.635,0.761,0.154,0.108,0.108,0.046,0.167,0.716,0.199,6.893,0.593,5.640
117,unsuccessful,flat,42,0.658,0.758,0.165,0.121,0.121,0.044,0.186,0.365,0.342,6.759,0.585,5.620
117,unsuccessful,flat,43,0.673,0.774,0.146,0.121,0.121,0.025,0.219,0.570,0.261,6.781,0.581,5.607
117,unsuccessful,flat,44,0.674,0.786,0.158,0.087,0.087,0.072,0.210,2.912,0.208,6.973,0.594,5.736
117,unsuccessful,flat,45,0.672,0.797,0.150,0.088,0.088,0.061,0.215,0.016,0.366,6.809,0.591,5.739
117,unsuccessful,flat,46,0.716,0.805,0.166,0.092,0.092,0.074,0.209,0.086,0.274,6.853,0.599,5.820
117,unsuccessful,flat,47,0.787,0.811,0.153,0.078,0.078,0.075,0.249,0.174,0.390,6.831,0.603,5.934
117,unsuccessful,flat,48,0.796,0.801,0.150,0.087,0.087,0.063,0.281,0.169,0.325,6.811,0.596,5.892
117,unsuccessful,flat,49,0.833,0.790,0.140,0.078,0.078,0.062,0.319,0.235,0.218,6.667,0.585,5.826
117,unsuccessful,flat,50,0.804,0.794,0.140,0.079,0.079,0.061,0.361,0.615,0.259,6.576,0.574,5.751
117,unsuccessful,flat,51,0.815,0.793,0.166,0.103,0.103,0.063,0.389,0.773,0.153,6.504,0.571,5.761
117,unsuccessful,flat,52,0.849,0.804,0.214,0.133,0.133,0.081,0.395,0.419,0.116,6.571,0.561,5.622
117,unsuccessful,flat,53,0.875,0.767,0.180,0.108,0.108,0.072,0.473,3.121,0.048,6.667,0.560,5.700
117,unsuccessful,flat,54,0.871,0.788,0.180,0.118,0.118,0.062,0.456,0.281,0.066,6.864,0.569,5.774
117,unsuccessful,flat,55,0.862,0.761,0.202,0.149,0.149,0.053,0.444,0.161,0.175,6.919,0.574,5.817
117,unsuccessful,flat,56,0.843,0.778,0.223,0.176,0.176,0.047,0.382,0.238,0.264,7.013,0.576,5.724
117,unsuccessful,flat,57,0.879,0.793,0.248,0.173,0.173,0.075,0.354,0.254,0.272,7.135,0.584,5.773
117,unsuccessful,flat,58,0.878,0.798,0.248,0.176,0.176,0.071,0.388,0.189,0.283,6.995,0.587,5.872
117,unsuccessful,flat,59,0.844,0.789,0.256,0.185,0.185,0.071,0.433,0.262,0.228,7.119,0.576,5.778
117,unsuccessful,flat,60,0.863,0.758,0.240,0.176,0.176,0.064,0.437,0.075,0.225,6.956,0.574,5.788
117,unsuccessful,flat,61,0.854,0.751,0.262,0.180,0.180,0.082,0.421,2.780,0.108,6.860,0.563,5.608
117,unsuccessful,flat,62,0.849,0.777,0.219,0.169,0.169,0.051,0.380,2.470,0.119,6.616,0.573,5.756
117,unsuccessful,flat,63,0.846,0.778,0.206,0.156,0.156,0.050,0.362,2.443,0.085,6.778,0.585,5.863
