seed,comparison_group,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
109,unsuccessful,flat,18,0.186,0.358,0.153,0.227,0.153,0.074,0.274,1.856,0.113,6.027,0.454,4.096
109,unsuccessful,flat,19,0.218,0.396,0.152,0.229,0.152,0.077,0.247,0.111,0.036,5.998,0.459,4.141
109,unsuccessful,flat,20,0.243,0.407,0.149,0.208,0.149,0.059,0.325,2.840,0.083,6.068,0.463,4.273
109,unsuccessful,flat,21,0.218,0.399,0.164,0.235,0.164,0.072,0.353,2.132,0.089,5.795,0.440,4.062
109,unsuccessful,flat,22,0.254,0.418,0.143,0.231,0.143,0.088,0.346,2.575,0.119,6.120,0.468,4.370
109,unsuccessful,flat,23,0.226,0.430,0.155,0.234,0.155,0.079,0.307,1.256,0.021,6.147,0.471,4.359
109,unsuccessful,flat,24,0.202,0.438,0.193,0.257,0.193,0.063,0.327,0.448,0.069,6.284,0.466,4.288
109,unsuccessful,flat,25,0.228,0.465,0.197,0.267,0.197,0.070,0.308,1.375,0.211,6.213,0.476,4.410
109,unsuccessful,flat,26,0.212,0.481,0.220,0.278,0.220,0.058,0.328,1.514,0.154,6.139,0.478,4.474
109,unsuccessful,flat,27,0.251,0.503,0.225,0.292,0.225,0.067,0.313,0.952,0.123,6.270,0.488,4.555
109,unsuccessful,flat,28,0.237,0.493,0.197,0.274,0.197,0.077,0.322,1.554,0.174,6.502,0.500,4.685
109,unsuccessful,flat,29,0.209,0.528,0.186,0.256,0.186,0.070,0.312,1.357,0.165,6.443,0.495,4.617
109,unsuccessful,flat,30,0.238,0.567,0.183,0.258,0.183,0.075,0.325,1.503,0.131,6.597,0.506,4.748
109,unsuccessful,flat,31,0.266,0.622,0.215,0.276,0.215,0.061,0.281,1.343,0.246,6.726,0.521,4.856
109,unsuccessful,flat,32,0.276,0.714,0.218,0.262,0.218,0.045,0.308,1.179,0.277,6.827,0.528,4.949
109,unsuccessful,flat,33,0.290,0.749,0.185,0.234,0.185,0.050,0.313,0.980,0.293,6.662,0.536,5.103
109,unsuccessful,flat,34,0.292,0.776,0.155,0.174,0.155,0.020,0.300,1.096,0.291,6.516,0.530,5.046
109,unsuccessful,flat,35,0.290,0.758,0.179,0.166,0.166,0.012,0.343,1.190,0.207,6.620,0.518,4.905
109,unsuccessful,flat,36,0.295,0.747,0.152,0.162,0.152,0.011,0.283,1.045,0.224,6.314,0.530,5.081
109,unsuccessful,flat,37,0.272,0.795,0.166,0.167,0.166,0.001,0.274,0.976,0.226,6.308,0.530,5.057
109,unsuccessful,flat,38,0.280,0.751,0.172,0.176,0.172,0.004,0.297,1.012,0.213,6.345,0.530,5.080
109,unsuccessful,flat,39,0.313,0.767,0.164,0.197,0.164,0.032,0.330,0.797,0.051,6.202,0.519,5.007
109,unsuccessful,flat,40,0.323,0.817,0.192,0.191,0.191,0.001,0.311,1.018,0.197,6.243,0.529,5.133
109,unsuccessful,flat,41,0.335,0.828,0.222,0.181,0.181,0.040,0.341,1.257,0.195,6.479,0.518,4.939
109,unsuccessful,flat,42,0.351,0.838,0.253,0.203,0.203,0.050,0.340,1.484,0.076,6.593,0.543,5.280
109,unsuccessful,flat,43,0.379,0.856,0.268,0.202,0.202,0.066,0.358,1.241,0.008,6.761,0.540,5.242
109,unsuccessful,flat,44,0.404,0.879,0.283,0.214,0.214,0.069,0.379,1.569,0.150,6.804,0.542,5.268
109,unsuccessful,flat,45,0.391,0.838,0.258,0.195,0.195,0.063,0.370,1.540,0.174,6.642,0.532,5.154
109,unsuccessful,flat,46,0.354,0.829,0.281,0.208,0.208,0.074,0.343,1.187,0.039,6.487,0.525,5.066
109,unsuccessful,flat,47,0.368,0.800,0.274,0.196,0.196,0.078,0.343,0.660,0.158,6.675,0.536,5.171
109,unsuccessful,flat,48,0.382,0.787,0.276,0.218,0.218,0.058,0.358,3.091,0.239,6.925,0.540,5.174
109,unsuccessful,flat,49,0.391,0.801,0.245,0.223,0.223,0.022,0.347,0.103,0.119,6.678,0.545,5.308
109,unsuccessful,flat,50,0.381,0.803,0.236,0.219,0.219,0.018,0.383,0.119,0.167,6.682,0.532,5.162
109,unsuccessful,flat,51,0.384,0.796,0.207,0.236,0.207,0.029,0.370,0.346,0.142,6.389,0.532,5.188
109,unsuccessful,flat,52,0.390,0.774,0.196,0.257,0.196,0.060,0.389,0.057,0.154,6.393,0.536,5.282
109,unsuccessful,flat,53,0.403,0.774,0.261,0.288,0.261,0.027,0.368,2.652,0.109,6.209,0.524,5.136
109,unsuccessful,flat,54,0.456,0.760,0.272,0.274,0.272,0.002,0.383,2.698,0.175,6.413,0.533,5.250
109,unsuccessful,flat,55,0.506,0.748,0.289,0.272,0.272,0.017,0.369,2.772,0.215,6.264,0.534,5.286
109,unsuccessful,flat,56,0.510,0.755,0.268,0.250,0.250,0.017,0.354,2.722,0.322,6.258,0.531,5.217
109,unsuccessful,flat,57,0.540,0.719,0.236,0.195,0.195,0.040,0.327,2.876,0.351,6.253,0.528,5.144
109,unsuccessful,flat,58,0.528,0.739,0.275,0.214,0.214,0.061,0.326,2.537,0.235,6.244,0.535,5.221
109,unsuccessful,flat,59,0.598,0.723,0.283,0.226,0.226,0.057,0.351,2.762,0.393,5.961,0.529,5.251
109,unsuccessful,flat,60,0.613,0.737,0.276,0.248,0.248,0.028,0.337,2.863,0.180,5.932,0.520,5.099
109,unsuccessful,flat,61,0.616,0.713,0.268,0.217,0.217,0.051,0.362,2.440,0.152,6.055,0.536,5.366
109,unsuccessful,flat,62,0.619,0.727,0.312,0.246,0.246,0.066,0.385,2.553,0.214,6.333,0.546,5.452
109,unsuccessful,flat,63,0.640,0.757,0.348,0.273,0.273,0.075,0.391,2.521,0.177,6.166,0.554,5.630
109,unsuccessful,flat,64,0.683,0.794,0.338,0.296,0.296,0.043,0.412,2.696,0.196,5.907,0.532,5.384
109,unsuccessful,flat,65,0.709,0.764,0.327,0.313,0.313,0.014,0.414,2.621,0.238,5.927,0.523,5.263
109,unsuccessful,flat,66,0.714,0.721,0.367,0.326,0.326,0.041,0.431,2.525,0.245,6.153,0.536,5.402
109,unsuccessful,flat,67,0.707,0.733,0.412,0.372,0.372,0.040,0.486,2.782,0.258,6.362,0.541,5.508
109,unsuccessful,flat,68,0.733,0.764,0.428,0.389,0.389,0.039,0.481,2.725,0.152,6.353,0.556,5.732
109,unsuccessful,flat,69,0.692,0.766,0.414,0.364,0.364,0.050,0.422,1.059,0.067,6.295,0.544,5.467
109,unsuccessful,flat,70,0.679,0.765,0.389,0.324,0.324,0.066,0.381,0.787,0.056,6.404,0.544,5.386
109,unsuccessful,flat,71,0.682,0.745,0.361,0.308,0.308,0.053,0.384,0.902,0.066,6.738,0.556,5.505
109,unsuccessful,flat,72,0.686,0.764,0.349,0.275,0.275,0.073,0.347,0.691,0.083,6.879,0.565,5.545
109,unsuccessful,flat,73,0.713,0.759,0.362,0.268,0.268,0.093,0.303,1.193,0.188,7.008,0.567,5.471
109,unsuccessful,flat,74,0.688,0.812,0.350,0.254,0.254,0.095,0.340,1.400,0.265,6.915,0.575,5.701
109,unsuccessful,flat,75,0.661,0.837,0.326,0.228,0.228,0.098,0.307,1.477,0.133,6.831,0.569,5.572
109,unsuccessful,flat,76,0.703,0.806,0.296,0.243,0.243,0.054,0.350,0.198,0.136,6.894,0.574,5.687
109,unsuccessful,flat,77,0.711,0.825,0.295,0.226,0.226,0.069,0.361,0.166,0.182,7.075,0.584,5.805
109,unsuccessful,flat,78,0.697,0.842,0.310,0.267,0.267,0.044,0.341,2.607,0.064,6.987,0.588,5.841
109,unsuccessful,flat,79,0.641,0.885,0.296,0.251,0.251,0.045,0.342,1.880,0.063,6.886,0.583,5.804
109,unsuccessful,flat,80,0.653,0.853,0.245,0.205,0.205,0.040,0.349,1.638,0.088,7.199,0.588,5.832
109,unsuccessful,flat,81,0.677,0.859,0.267,0.197,0.197,0.070,0.318,1.587,0.218,7.024,0.586,5.780
109,unsuccessful,flat,82,0.676,0.871,0.236,0.183,0.183,0.053,0.340,1.164,0.164,6.876,0.577,5.709
109,unsuccessful,flat,83,0.716,0.859,0.246,0.188,0.188,0.058,0.349,1.603,0.153,6.867,0.580,5.762
109,unsuccessful,flat,84,0.753,0.832,0.220,0.217,0.217,0.002,0.392,2.252,0.086,6.985,0.572,5.655
109,unsuccessful,flat,85,0.743,0.823,0.209,0.185,0.185,0.024,0.404,2.955,0.165,7.038,0.576,5.725
109,unsuccessful,flat,86,0.748,0.831,0.208,0.175,0.175,0.033,0.382,2.789,0.252,6.972,0.587,5.874
109,unsuccessful,flat,87,0.754,0.848,0.201,0.189,0.189,0.012,0.392,2.640,0.183,6.961,0.583,5.820
109,unsuccessful,flat,88,0.726,0.859,0.241,0.187,0.187,0.054,0.360,2.502,0.192,6.856,0.581,5.770
109,unsuccessful,flat,89,0.720,0.841,0.226,0.179,0.179,0.048,0.354,2.496,0.061,6.969,0.587,5.820
109,unsuccessful,flat,90,0.737,0.821,0.216,0.185,0.185,0.031,0.380,1.639,0.096,7.025,0.586,5.840
109,unsuccessful,flat,91,0.725,0.809,0.229,0.167,0.167,0.062,0.386,0.981,0.069,7.091,0.573,5.656
109,unsuccessful,flat,92,0.743,0.829,0.197,0.142,0.142,0.055,0.378,1.995,0.291,6.998,0.574,5.655
109,unsuccessful,flat,93,0.780,0.846,0.228,0.151,0.151,0.077,0.354,1.968,0.151,7.006,0.593,5.911
109,unsuccessful,flat,94,0.788,0.871,0.245,0.180,0.180,0.065,0.398,2.586,0.070,6.915,0.573,5.710
109,unsuccessful,flat,95,0.768,0.831,0.219,0.182,0.182,0.036,0.415,0.633,0.074,6.957,0.559,5.525
109,unsuccessful,flat,96,0.738,0.848,0.202,0.189,0.189,0.012,0.416,1.715,0.106,6.940,0.564,5.612
109,unsuccessful,flat,97,0.753,0.838,0.232,0.224,0.224,0.008,0.410,1.311,0.117,6.918,0.559,5.558
109,unsuccessful,flat,98,0.761,0.850,0.192,0.194,0.192,0.001,0.394,1.905,0.114,6.928,0.577,5.774
109,unsuccessful,flat,99,0.764,0.864,0.150,0.197,0.150,0.047,0.399,1.740,0.052,7.053,0.587,5.909
109,unsuccessful,flat,100,0.732,0.875,0.163,0.206,0.163,0.043,0.420,2.976,0.189,7.039,0.576,5.761
109,unsuccessful,flat,101,0.696,0.887,0.164,0.235,0.164,0.070,0.435,3.058,0.230,7.263,0.580,5.813
109,unsuccessful,flat,102,0.758,0.866,0.172,0.226,0.172,0.054,0.429,0.285,0.185,7.178,0.587,5.903
109,unsuccessful,flat,103,0.761,0.838,0.149,0.197,0.149,0.048,0.402,3.097,0.249,7.109,0.565,5.557
109,unsuccessful,flat,104,0.767,0.837,0.120,0.157,0.120,0.037,0.344,0.186,0.164,6.891,0.585,5.816
109,unsuccessful,flat,105,0.796,0.839,0.114,0.144,0.114,0.030,0.342,3.129,0.214,7.057,0.592,5.874
109,unsuccessful,flat,106,0.792,0.831,0.118,0.142,0.118,0.025,0.308,0.097,0.300,6.911,0.593,5.878
109,unsuccessful,flat,107,0.821,0.877,0.159,0.181,0.159,0.022,0.342,3.080,0.223,7.091,0.612,6.163
109,unsuccessful,flat,108,0.846,0.874,0.123,0.140,0.123,0.017,0.334,2.891,0.164,7.069,0.601,5.964
109,unsuccessful,flat,109,0.853,0.869,0.147,0.183,0.147,0.036,0.295,2.814,0.134,6.885,0.595,5.864
109,unsuccessful,flat,110,0.835,0.859,0.174,0.220,0.174,0.046,0.319,2.348,0.040,6.739,0.598,5.977
109,unsuccessful,flat,111,0.819,0.898,0.132,0.169,0.132,0.038,0.307,3.099,0.136,6.494,0.595,5.959
109,unsuccessful,flat,112,0.814,0.905,0.142,0.147,0.142,0.006,0.294,0.416,0.085,6.329,0.593,5.945
109,unsuccessful,flat,113,0.805,0.907,0.134,0.144,0.134,0.010,0.261,0.296,0.149,6.253,0.591,5.896
109,unsuccessful,flat,114,0.781,0.896,0.115,0.134,0.115,0.019,0.219,2.986,0.145,6.487,0.602,5.932
109,unsuccessful,flat,115,0.781,0.887,0.109,0.139,0.109,0.030,0.245,2.917,0.147,6.815,0.603,5.901
109,unsuccessful,flat,116,0.785,0.859,0.139,0.152,0.139,0.013,0.246,2.026,0.107,6.637,0.610,6.030
109,unsuccessful,flat,117,0.764,0.859,0.115,0.171,0.115,0.056,0.231,1.807,0.122,6.715,0.608,5.960
109,unsuccessful,flat,118,0.751,0.838,0.095,0.174,0.095,0.078,0.213,2.102,0.242,6.658,0.602,5.878
109,unsuccessful,flat,119,0.708,0.841,0.080,0.231,0.080,0.151,0.251,2.158,0.263,6.705,0.601,5.900
109,unsuccessful,flat,120,0.738,0.839,0.100,0.238,0.100,0.138,0.250,2.249,0.101,7.045,0.610,5.960
110,unsuccessful,flat,0,0.074,0.128,0.000,0.000,0.000,0.000,0.000,1.870,0.077,2.317,0.150,1.009
110,unsuccessful,flat,1,0.078,0.133,0.036,0.034,0.034,0.003,0.037,1.014,0.115,2.816,0.203,1.511
110,unsuccessful,flat,2,0.076,0.148,0.060,0.047,0.047,0.013,0.052,1.447,0.061,3.231,0.244,1.902
110,unsuccessful,flat,3,0.087,0.139,0.085,0.065,0.065,0.021,0.065,1.294,0.153,3.683,0.284,2.289
110,unsuccessful,flat,4,0.095,0.128,0.093,0.073,0.073,0.021,0.082,1.840,0.146,4.109,0.319,2.617
110,unsuccessful,flat,5,0.102,0.120,0.113,0.095,0.095,0.018,0.105,1.878,0.082,4.153,0.331,2.772
110,unsuccessful,flat,6,0.124,0.130,0.149,0.095,0.095,0.054,0.097,2.610,0.049,4.498,0.349,2.903
110,unsuccessful,flat,7,0.129,0.135,0.142,0.081,0.081,0.061,0.121,2.896,0.037,4.939,0.396,3.411
110,unsuccessful,flat,8,0.134,0.142,0.153,0.091,0.091,0.061,0.134,1.997,0.062,5.134,0.399,3.418
110,unsuccessful,flat,9,0.127,0.163,0.151,0.091,0.091,0.060,0.152,2.377,0.088,5.426,0.418,3.623
110,unsuccessful,flat,10,0.140,0.165,0.125,0.119,0.119,0.006,0.169,3.082,0.097,5.204,0.405,3.513
110,unsuccessful,flat,11,0.150,0.162,0.121,0.126,0.121,0.004,0.179,2.228,0.181,5.357,0.418,3.675
110,unsuccessful,flat,12,0.141,0.179,0.126,0.118,0.118,0.007,0.194,1.974,0.200,5.242,0.404,3.522
110,unsuccessful,flat,13,0.127,0.191,0.141,0.141,0.141,0.000,0.187,2.268,0.080,5.540,0.418,3.652
110,unsuccessful,flat,14,0.158,0.208,0.132,0.131,0.131,0.001,0.216,1.056,0.107,6.047,0.437,3.820
110,unsuccessful,flat,15,0.182,0.247,0.119,0.122,0.119,0.003,0.254,1.071,0.217,6.144,0.453,4.054
110,unsuccessful,flat,16,0.193,0.234,0.108,0.122,0.108,0.013,0.282,1.223,0.158,6.311,0.457,4.093
110,unsuccessful,flat,17,0.175,0.230,0.108,0.135,0.108,0.027,0.350,1.844,0.281,6.325,0.456,4.152
110,unsuccessful,flat,18,0.160,0.226,0.119,0.134,0.119,0.015,0.343,1.780,0.250,6.430,0.461,4.181
110,unsuccessful,flat,19,0.172,0.231,0.118,0.162,0.118,0.044,0.315,1.488,0.181,6.569,0.463,4.157
110,unsuccessful,flat,20,0.205,0.253,0.137,0.168,0.137,0.031,0.318,0.726,0.123,6.660,0.481,4.374
110,unsuccessful,flat,21,0.238,0.290,0.121,0.156,0.121,0.035,0.294,0.165,0.114,6.736,0.490,4.463
110,unsuccessful,flat,22,0.266,0.346,0.125,0.135,0.125,0.010,0.278,0.113,0.119,6.653,0.497,4.542
110,unsuccessful,flat,23,0.268,0.389,0.143,0.170,0.143,0.027,0.301,2.773,0.055,6.651,0.499,4.593
110,unsuccessful,flat,24,0.297,0.429,0.161,0.170,0.161,0.010,0.313,2.785,0.067,6.855,0.515,4.802
110,unsuccessful,flat,25,0.308,0.422,0.173,0.189,0.173,0.015,0.342,2.368,0.089,6.837,0.507,4.728
110,unsuccessful,flat,26,0.272,0.428,0.174,0.190,0.174,0.017,0.353,2.606,0.158,6.861,0.499,4.629
110,unsuccessful,flat,27,0.301,0.481,0.169,0.195,0.169,0.025,0.321,2.479,0.143,6.744,0.505,4.673
110,unsuccessful,flat,28,0.318,0.513,0.189,0.200,0.189,0.011,0.309,2.029,0.154,6.666,0.509,4.749
110,unsuccessful,flat,29,0.320,0.546,0.186,0.160,0.160,0.026,0.308,2.217,0.175,6.669,0.515,4.810
110,unsuccessful,flat,30,0.330,0.535,0.187,0.162,0.162,0.025,0.306,2.165,0.329,6.683,0.518,4.853
110,unsuccessful,flat,31,0.312,0.596,0.192,0.168,0.168,0.024,0.336,2.067,0.220,6.740,0.512,4.800
110,unsuccessful,flat,32,0.298,0.653,0.184,0.191,0.184,0.006,0.347,2.070,0.246,6.558,0.501,4.700
110,unsuccessful,flat,33,0.326,0.651,0.183,0.180,0.180,0.003,0.338,1.890,0.378,6.695,0.528,5.038
110,unsuccessful,flat,34,0.376,0.684,0.211,0.189,0.189,0.021,0.381,1.863,0.367,6.957,0.543,5.245
110,unsuccessful,flat,35,0.377,0.731,0.193,0.137,0.137,0.056,0.381,1.721,0.230,6.586,0.527,5.086
110,unsuccessful,flat,36,0.425,0.765,0.168,0.143,0.143,0.025,0.368,1.395,0.202,6.642,0.549,5.389
110,unsuccessful,flat,37,0.383,0.727,0.190,0.173,0.173,0.017,0.406,1.624,0.415,6.669,0.538,5.286
110,unsuccessful,flat,38,0.420,0.769,0.187,0.170,0.170,0.017,0.408,1.395,0.353,6.611,0.533,5.199
110,unsuccessful,flat,39,0.442,0.769,0.180,0.177,0.177,0.003,0.441,1.576,0.259,6.870,0.543,5.366
110,unsuccessful,flat,40,0.482,0.786,0.193,0.194,0.193,0.001,0.443,1.762,0.261,6.922,0.540,5.298
110,unsuccessful,flat,41,0.438,0.794,0.204,0.200,0.200,0.004,0.403,1.682,0.197,6.863,0.550,5.419
110,unsuccessful,flat,42,0.454,0.808,0.215,0.226,0.215,0.010,0.389,1.617,0.121,6.704,0.541,5.271
110,unsuccessful,flat,43,0.408,0.812,0.212,0.244,0.212,0.032,0.379,0.474,0.100,6.714,0.544,5.336
110,unsuccessful,flat,44,0.418,0.804,0.167,0.193,0.167,0.026,0.387,0.343,0.107,6.606,0.547,5.380
110,unsuccessful,flat,45,0.343,0.797,0.189,0.224,0.189,0.035,0.444,0.615,0.310,6.652,0.535,5.285
110,unsuccessful,flat,46,0.316,0.783,0.171,0.219,0.171,0.049,0.503,0.602,0.165,6.578,0.516,5.113
110,unsuccessful,flat,47,0.376,0.777,0.196,0.180,0.180,0.015,0.504,1.318,0.061,6.577,0.516,5.108
110,unsuccessful,flat,48,0.387,0.739,0.174,0.163,0.163,0.011,0.494,1.776,0.128,6.470,0.517,5.156
110,unsuccessful,flat,49,0.405,0.779,0.156,0.147,0.147,0.008,0.482,1.491,0.275,6.384,0.511,5.073
110,unsuccessful,flat,50,0.423,0.736,0.183,0.168,0.168,0.015,0.511,1.301,0.229,6.349,0.504,5.015
110,unsuccessful,flat,51,0.454,0.744,0.164,0.157,0.157,0.007,0.493,1.033,0.174,6.079,0.511,5.158
110,unsuccessful,flat,52,0.405,0.723,0.163,0.165,0.163,0.003,0.514,0.976,0.345,6.635,0.529,5.282
110,unsuccessful,flat,53,0.460,0.726,0.188,0.169,0.169,0.019,0.480,1.230,0.269,6.734,0.554,5.601
110,unsuccessful,flat,54,0.495,0.711,0.199,0.165,0.165,0.033,0.492,1.779,0.156,6.791,0.546,5.491
110,unsuccessful,flat,55,0.411,0.756,0.254,0.230,0.230,0.025,0.531,0.925,0.090,6.756,0.537,5.435
110,unsuccessful,flat,56,0.457,0.709,0.206,0.176,0.176,0.030,0.511,0.999,0.099,6.639,0.533,5.364
110,unsuccessful,flat,57,0.524,0.799,0.206,0.182,0.182,0.024,0.403,1.082,0.264,6.635,0.549,5.436
110,unsuccessful,flat,58,0.539,0.754,0.205,0.204,0.204,0.001,0.348,1.727,0.065,6.800,0.557,5.421
110,unsuccessful,flat,59,0.568,0.772,0.200,0.189,0.189,0.011,0.338,1.804,0.134,6.961,0.571,5.562
110,unsuccessful,flat,60,0.584,0.783,0.199,0.186,0.186,0.013,0.330,2.373,0.091,6.836,0.579,5.687
110,unsuccessful,flat,61,0.582,0.775,0.200,0.236,0.200,0.035,0.371,0.741,0.104,6.858,0.564,5.552
110,unsuccessful,flat,62,0.618,0.805,0.183,0.189,0.183,0.006,0.310,0.369,0.197,6.678,0.583,5.741
110,unsuccessful,flat,63,0.608,0.756,0.254,0.234,0.234,0.020,0.353,0.583,0.089,6.718,0.554,5.410
110,unsuccessful,flat,64,0.672,0.784,0.229,0.213,0.213,0.016,0.267,0.422,0.272,6.940,0.583,5.640
110,unsuccessful,flat,65,0.669,0.819,0.257,0.226,0.226,0.030,0.314,0.140,0.119,6.978,0.574,5.574
110,unsuccessful,flat,66,0.680,0.813,0.241,0.219,0.219,0.022,0.261,1.765,0.060,6.598,0.569,5.521
110,unsuccessful,flat,67,0.697,0.810,0.259,0.203,0.203,0.056,0.267,1.626,0.030,6.439,0.569,5.543
110,unsuccessful,flat,68,0.734,0.779,0.281,0.191,0.191,0.090,0.230,1.456,0.189,6.517,0.578,5.596
110,unsuccessful,flat,69,0.698,0.788,0.264,0.195,0.195,0.069,0.265,1.416,0.133,6.514,0.571,5.556
110,unsuccessful,flat,70,0.688,0.780,0.270,0.214,0.214,0.057,0.328,1.362,0.324,6.536,0.559,5.470
110,unsuccessful,flat,71,0.676,0.832,0.233,0.173,0.173,0.060,0.305,1.362,0.284,6.704,0.584,5.758
110,unsuccessful,flat,72,0.767,0.838,0.205,0.148,0.148,0.057,0.249,1.490,0.182,6.631,0.593,5.813
110,unsuccessful,flat,73,0.817,0.837,0.190,0.147,0.147,0.043,0.234,1.528,0.177,6.864,0.602,5.890
110,unsuccessful,flat,74,0.828,0.839,0.235,0.170,0.170,0.065,0.269,1.777,0.214,6.828,0.586,5.715
110,unsuccessful,flat,75,0.833,0.840,0.193,0.178,0.178,0.014,0.232,1.864,0.381,6.999,0.598,5.801
110,unsuccessful,flat,76,0.834,0.859,0.149,0.148,0.148,0.001,0.256,1.970,0.432,6.894,0.607,5.983
110,unsuccessful,flat,77,0.872,0.857,0.168,0.154,0.154,0.014,0.239,2.116,0.406,7.017,0.622,6.156
110,unsuccessful,flat,78,0.874,0.859,0.188,0.166,0.166,0.022,0.252,2.173,0.362,6.881,0.607,5.990
110,unsuccessful,flat,79,0.860,0.881,0.202,0.182,0.182,0.020,0.246,2.108,0.169,6.960,0.617,6.104
110,unsuccessful,flat,80,0.830,0.863,0.199,0.215,0.199,0.016,0.208,2.261,0.105,7.078,0.630,6.204
110,unsuccessful,flat,81,0.804,0.845,0.225,0.242,0.225,0.016,0.204,0.326,0.140,7.184,0.617,5.988
110,unsuccessful,flat,82,0.808,0.845,0.252,0.255,0.252,0.003,0.216,0.198,0.155,7.091,0.615,5.981
110,unsuccessful,flat,83,0.846,0.869,0.213,0.241,0.213,0.027,0.191,0.233,0.184,7.163,0.625,6.076
110,unsuccessful,flat,84,0.840,0.872,0.253,0.236,0.236,0.017,0.218,0.217,0.241,7.118,0.620,6.042
110,unsuccessful,flat,85,0.836,0.884,0.275,0.216,0.216,0.059,0.211,0.346,0.267,7.256,0.630,6.145
110,unsuccessful,flat,86,0.835,0.860,0.249,0.229,0.229,0.020,0.187,0.627,0.263,6.908,0.623,6.080
110,unsuccessful,flat,87,0.834,0.859,0.253,0.226,0.226,0.027,0.199,0.905,0.213,6.925,0.620,6.066
110,unsuccessful,flat,88,0.840,0.856,0.246,0.238,0.238,0.009,0.188,0.645,0.219,6.847,0.621,6.097
110,unsuccessful,flat,89,0.830,0.844,0.234,0.245,0.234,0.012,0.239,0.467,0.240,6.765,0.604,5.927
110,unsuccessful,flat,90,0.819,0.842,0.237,0.240,0.237,0.003,0.242,0.344,0.116,6.652,0.596,5.854
110,unsuccessful,flat,91,0.817,0.815,0.285,0.246,0.246,0.039,0.226,0.168,0.078,6.796,0.594,5.768
110,unsuccessful,flat,92,0.829,0.793,0.245,0.261,0.245,0.016,0.210,2.226,0.098,6.764,0.597,5.794
110,unsuccessful,flat,93,0.811,0.790,0.220,0.295,0.220,0.075,0.193,0.878,0.189,6.527,0.589,5.712
110,unsuccessful,flat,94,0.822,0.799,0.220,0.321,0.220,0.101,0.205,0.881,0.083,6.407,0.573,5.524
110,unsuccessful,flat,95,0.801,0.797,0.230,0.370,0.230,0.140,0.169,1.273,0.154,6.769,0.597,5.701
110,unsuccessful,flat,96,0.843,0.833,0.269,0.361,0.269,0.091,0.168,1.033,0.134,6.977,0.615,5.907
110,unsuccessful,flat,97,0.824,0.839,0.249,0.352,0.249,0.103,0.157,1.680,0.121,7.031,0.624,6.008
110,unsuccessful,flat,98,0.819,0.813,0.246,0.361,0.246,0.115,0.160,1.508,0.183,6.880,0.611,5.878
110,unsuccessful,flat,99,0.833,0.818,0.270,0.328,0.270,0.058,0.168,1.452,0.074,6.807,0.604,5.810
110,unsuccessful,flat,100,0.814,0.811,0.284,0.354,0.284,0.070,0.159,2.615,0.067,6.987,0.603,5.747
110,unsuccessful,flat,101,0.834,0.857,0.329,0.316,0.316,0.013,0.172,1.156,0.162,6.945,0.604,5.784
110,unsuccessful,flat,102,0.836,0.837,0.325,0.291,0.291,0.034,0.194,1.371,0.190,6.873,0.605,5.848
110,unsuccessful,flat,103,0.845,0.850,0.271,0.252,0.252,0.019,0.203,1.416,0.295,6.835,0.613,5.978
110,unsuccessful,flat,104,0.868,0.850,0.290,0.278,0.278,0.011,0.219,1.563,0.423,6.823,0.606,5.889
110,unsuccessful,flat,105,0.873,0.871,0.284,0.276,0.276,0.008,0.221,1.749,0.351,6.791,0.591,5.715
110,unsuccessful,flat,106,0.846,0.856,0.247,0.284,0.247,0.037,0.198,1.590,0.233,6.591,0.594,5.758
110,unsuccessful,flat,107,0.855,0.820,0.250,0.301,0.250,0.051,0.216,1.482,0.147,6.572,0.599,5.858
110,unsuccessful,flat,108,0.834,0.809,0.241,0.308,0.241,0.068,0.193,1.588,0.074,6.467,0.599,5.840
110,unsuccessful,flat,109,0.813,0.802,0.274,0.331,0.274,0.057,0.176,2.066,0.225,6.544,0.602,5.830
110,unsuccessful,flat,110,0.807,0.767,0.271,0.324,0.271,0.054,0.196,2.144,0.213,6.596,0.578,5.536
110,unsuccessful,flat,111,0.792,0.761,0.287,0.355,0.287,0.068,0.210,2.097,0.122,6.664,0.580,5.560
110,unsuccessful,flat,112,0.784,0.768,0.274,0.335,0.274,0.061,0.220,1.217,0.142,6.530,0.570,5.478
110,unsuccessful,flat,113,0.746,0.765,0.256,0.331,0.256,0.075,0.226,1.170,0.087,6.661,0.563,5.356
110,unsuccessful,flat,114,0.715,0.772,0.236,0.321,0.236,0.085,0.278,2.717,0.057,6.716,0.555,5.327
110,unsuccessful,flat,115,0.694,0.789,0.222,0.338,0.222,0.116,0.272,2.349,0.143,6.738,0.562,5.388
110,unsuccessful,flat,116,0.695,0.789,0.226,0.366,0.226,0.140,0.299,2.219,0.179,6.758,0.562,5.429
110,unsuccessful,flat,117,0.697,0.775,0.198,0.375,0.198,0.177,0.284,2.186,0.027,6.805,0.565,5.451
110,unsuccessful,flat,118,0.732,0.725,0.165,0.304,0.165,0.139,0.337,1.775,0.116,6.933,0.569,5.567
110,unsuccessful,flat,119,0.746,0.741,0.136,0.270,0.136,0.135,0.291,2.043,0.136,7.038,0.587,5.746
