number,state,value,seed,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,stable,collapsed,progress,final_success,final_payoff,final_comb_tilt,final_sender_transposition,final_receiver_transposition,final_min_transposition
41,COMPLETE,6.000,100,7,0.350,7,1.200,0.420,5.000,0.030,0.100,0.050,0.800,true,false,1.000,0.642,10.673,0.902,0.830,0.851,0.830
41,COMPLETE,6.000,101,7,0.350,7,1.200,0.420,5.000,0.030,0.100,0.050,0.800,true,false,1.000,0.581,9.096,0.832,0.531,0.582,0.531
41,COMPLETE,6.000,102,7,0.350,7,1.200,0.420,5.000,0.030,0.100,0.050,0.800,true,false,1.000,0.612,10.019,0.899,0.828,0.816,0.816
41,COMPLETE,6.000,103,7,0.350,7,1.200,0.420,5.000,0.030,0.100,0.050,0.800,true,false,1.000,0.593,9.659,0.930,0.721,0.669,0.669
41,COMPLETE,6.000,104,7,0.350,7,1.200,0.420,5.000,0.030,0.100,0.050,0.800,true,false,1.000,0.588,9.460,0.857,0.711,0.700,0.700
42,COMPLETE,0.584,100,7,0.380,9,1.200,0.420,5.000,0.025,0.060,0.040,0.800,false,false,0.968,0.638,10.365,0.774,0.837,0.905,0.837
42,COMPLETE,0.584,101,7,0.380,9,1.200,0.420,5.000,0.025,0.060,0.040,0.800,false,false,0.305,0.679,10.151,0.479,0.152,0.182,0.152
42,COMPLETE,0.584,102,7,0.380,9,1.200,0.420,5.000,0.025,0.060,0.040,0.800,false,false,0.456,0.682,9.813,0.386,0.228,0.248,0.228
42,COMPLETE,0.584,103,7,0.380,9,1.200,0.420,5.000,0.025,0.060,0.040,0.800,false,false,0.452,0.655,9.571,0.416,0.226,0.278,0.226
42,COMPLETE,0.584,104,7,0.380,9,1.200,0.420,5.000,0.025,0.060,0.040,0.800,false,false,0.737,0.623,9.537,0.590,0.374,0.474,0.374
43,COMPLETE,3.817,100,7,0.340,9,1.200,0.410,5.000,0.025,0.060,0.050,0.800,true,false,1.000,0.662,11.344,0.907,0.871,0.859,0.859
43,COMPLETE,3.817,101,7,0.340,9,1.200,0.410,5.000,0.025,0.060,0.050,0.800,true,false,1.000,0.639,10.833,0.931,0.708,0.725,0.708
43,COMPLETE,3.817,102,7,0.340,9,1.200,0.410,5.000,0.025,0.060,0.050,0.800,false,false,0.554,0.645,9.380,0.444,0.327,0.313,0.313
43,COMPLETE,3.817,103,7,0.340,9,1.200,0.410,5.000,0.025,0.060,0.050,0.800,false,false,0.529,0.629,8.992,0.434,0.301,0.264,0.264
43,COMPLETE,3.817,104,7,0.340,9,1.200,0.410,5.000,0.025,0.060,0.050,0.800,true,false,1.000,0.661,11.009,0.820,0.883,0.888,0.883
44,COMPLETE,6.000,100,7,0.340,7,1.200,0.450,5.000,0.025,0.100,0.050,0.800,true,false,1.000,0.585,10.084,0.910,0.762,0.768,0.762
44,COMPLETE,6.000,101,7,0.340,7,1.200,0.450,5.000,0.025,0.100,0.050,0.800,true,false,1.000,0.601,10.245,0.878,0.678,0.741,0.678
44,COMPLETE,6.000,102,7,0.340,7,1.200,0.450,5.000,0.025,0.100,0.050,0.800,true,false,1.000,0.634,10.982,0.911,0.816,0.783,0.783
44,COMPLETE,6.000,103,7,0.340,7,1.200,0.450,5.000,0.025,0.100,0.050,0.800,true,false,1.000,0.620,10.753,0.923,0.815,0.818,0.815
44,COMPLETE,6.000,104,7,0.340,7,1.200,0.450,5.000,0.025,0.100,0.050,0.800,true,false,1.000,0.565,9.336,0.850,0.656,0.613,0.613
45,COMPLETE,2.575,100,6,0.340,10,1.200,0.410,5.000,0.025,0.080,0.050,0.900,true,false,1.000,0.601,9.752,0.806,0.794,0.781,0.781
45,COMPLETE,2.575,101,6,0.340,10,1.200,0.410,5.000,0.025,0.080,0.050,0.900,false,false,0.394,0.632,8.817,0.347,0.197,0.200,0.197
45,COMPLETE,2.575,102,6,0.340,10,1.200,0.410,5.000,0.025,0.080,0.050,0.900,false,false,0.225,0.629,8.381,0.180,0.169,0.184,0.169
45,COMPLETE,2.575,103,6,0.340,10,1.200,0.410,5.000,0.025,0.080,0.050,0.900,false,false,0.255,0.636,8.470,0.204,0.185,0.156,0.156
45,COMPLETE,2.575,104,6,0.340,10,1.200,0.410,5.000,0.025,0.080,0.050,0.900,true,false,1.000,0.636,10.705,0.880,0.866,0.824,0.824
46,COMPLETE,1.543,100,6,0.340,10,1.300,0.400,6.000,0.025,0.080,0.050,0.900,false,false,0.401,0.597,8.812,0.321,0.365,0.368,0.365
46,COMPLETE,1.543,101,6,0.340,10,1.300,0.400,6.000,0.025,0.080,0.050,0.900,false,false,0.373,0.612,8.981,0.298,0.221,0.275,0.221
46,COMPLETE,1.543,102,6,0.340,10,1.300,0.400,6.000,0.025,0.080,0.050,0.900,true,false,1.000,0.631,11.409,0.893,0.832,0.841,0.832
46,COMPLETE,1.543,103,6,0.340,10,1.300,0.400,6.000,0.025,0.080,0.050,0.900,false,false,0.373,0.577,8.516,0.299,0.193,0.224,0.193
46,COMPLETE,1.543,104,6,0.340,10,1.300,0.400,6.000,0.025,0.080,0.050,0.900,false,false,0.567,0.590,9.009,0.453,0.293,0.353,0.293
47,COMPLETE,1.527,100,6,0.360,10,1.300,0.450,6.000,0.025,0.080,0.050,0.900,false,false,0.258,0.637,9.492,0.263,0.176,0.129,0.129
47,COMPLETE,1.527,101,6,0.360,10,1.300,0.450,6.000,0.025,0.080,0.050,0.900,false,false,0.296,0.600,8.832,0.237,0.167,0.203,0.167
47,COMPLETE,1.527,102,6,0.360,10,1.300,0.450,6.000,0.025,0.080,0.050,0.900,true,false,1.000,0.619,11.381,0.873,0.852,0.840,0.840
47,COMPLETE,1.527,103,6,0.360,10,1.300,0.450,6.000,0.025,0.080,0.050,0.900,false,false,0.679,0.612,10.862,0.782,0.452,0.339,0.339
47,COMPLETE,1.527,104,6,0.360,10,1.300,0.450,6.000,0.025,0.080,0.050,0.900,false,false,0.400,0.626,9.646,0.373,0.203,0.200,0.200
48,COMPLETE,4.996,100,6,0.330,7,1.300,0.360,6.000,0.025,0.080,0.080,0.900,true,false,1.000,0.567,9.604,0.850,0.786,0.775,0.775
48,COMPLETE,4.996,101,6,0.330,7,1.300,0.360,6.000,0.025,0.080,0.080,0.900,false,false,0.980,0.546,8.978,0.784,0.770,0.757,0.757
48,COMPLETE,4.996,102,6,0.330,7,1.300,0.360,6.000,0.025,0.080,0.080,0.900,true,false,1.000,0.561,9.402,0.815,0.786,0.792,0.786
48,COMPLETE,4.996,103,6,0.330,7,1.300,0.360,6.000,0.025,0.080,0.080,0.900,true,false,1.000,0.579,9.870,0.872,0.845,0.838,0.838
48,COMPLETE,4.996,104,6,0.330,7,1.300,0.360,6.000,0.025,0.080,0.080,0.900,true,false,1.000,0.561,9.506,0.854,0.845,0.776,0.776
49,COMPLETE,4.986,100,6,0.330,7,1.300,0.380,6.000,0.025,0.100,0.070,0.900,true,false,1.000,0.507,8.604,0.841,0.803,0.764,0.764
49,COMPLETE,4.986,101,6,0.330,7,1.300,0.380,6.000,0.025,0.100,0.070,0.900,true,false,1.000,0.548,9.408,0.882,0.715,0.716,0.715
49,COMPLETE,4.986,102,6,0.330,7,1.300,0.380,6.000,0.025,0.100,0.070,0.900,true,false,1.000,0.543,9.297,0.882,0.723,0.746,0.723
49,COMPLETE,4.986,103,6,0.330,7,1.300,0.380,6.000,0.025,0.100,0.070,0.900,true,false,1.000,0.540,9.304,0.919,0.781,0.798,0.781
49,COMPLETE,4.986,104,6,0.330,7,1.300,0.380,6.000,0.025,0.100,0.070,0.900,false,false,0.928,0.523,8.545,0.742,0.721,0.636,0.636
50,COMPLETE,4.902,100,6,0.370,7,1.100,0.370,6.000,0.030,0.100,0.070,0.900,true,false,1.000,0.576,7.811,0.891,0.766,0.776,0.766
50,COMPLETE,4.902,101,6,0.370,7,1.100,0.370,6.000,0.030,0.100,0.070,0.900,true,false,1.000,0.583,7.861,0.854,0.648,0.684,0.648
50,COMPLETE,4.902,102,6,0.370,7,1.100,0.370,6.000,0.030,0.100,0.070,0.900,false,false,0.509,0.567,6.636,0.407,0.358,0.364,0.358
50,COMPLETE,4.902,103,6,0.370,7,1.100,0.370,6.000,0.030,0.100,0.070,0.900,true,false,1.000,0.602,8.114,0.830,0.797,0.781,0.781
50,COMPLETE,4.902,104,6,0.370,7,1.100,0.370,6.000,0.030,0.100,0.070,0.900,true,false,1.000,0.603,8.370,0.899,0.834,0.846,0.834
51,COMPLETE,4.996,100,7,0.330,7,1.100,0.380,5.500,0.035,0.100,0.070,0.900,false,false,0.981,0.586,7.791,0.785,0.638,0.662,0.638
51,COMPLETE,4.996,101,7,0.330,7,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.587,7.751,0.822,0.815,0.797,0.797
51,COMPLETE,4.996,102,7,0.330,7,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.591,7.807,0.852,0.791,0.779,0.779
51,COMPLETE,4.996,103,7,0.330,7,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.595,8.098,0.896,0.781,0.824,0.781
51,COMPLETE,4.996,104,7,0.330,7,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.583,7.736,0.830,0.887,0.868,0.868
52,COMPLETE,3.870,100,6,0.330,7,1.300,0.360,5.500,0.035,0.090,0.080,0.700,false,false,0.377,0.539,7.162,0.302,0.318,0.384,0.318
52,COMPLETE,3.870,101,6,0.330,7,1.300,0.360,5.500,0.035,0.090,0.080,0.700,true,false,1.000,0.561,8.678,0.823,0.738,0.760,0.738
52,COMPLETE,3.870,102,6,0.330,7,1.300,0.360,5.500,0.035,0.090,0.080,0.700,true,false,1.000,0.572,9.178,0.862,0.847,0.866,0.847
52,COMPLETE,3.870,103,6,0.330,7,1.300,0.360,5.500,0.035,0.090,0.080,0.700,false,false,0.972,0.574,8.932,0.778,0.858,0.861,0.858
52,COMPLETE,3.870,104,6,0.330,7,1.300,0.360,5.500,0.035,0.090,0.080,0.700,true,false,1.000,0.573,9.021,0.859,0.808,0.765,0.765
53,COMPLETE,3.825,100,5,0.330,7,1.300,0.370,6.000,0.025,0.090,0.080,0.900,false,false,0.600,0.503,7.273,0.480,0.356,0.333,0.333
53,COMPLETE,3.825,101,5,0.330,7,1.300,0.370,6.000,0.025,0.090,0.080,0.900,true,false,1.000,0.537,9.018,0.862,0.888,0.890,0.888
53,COMPLETE,3.825,102,5,0.330,7,1.300,0.370,6.000,0.025,0.090,0.080,0.900,true,false,1.000,0.528,8.865,0.882,0.884,0.879,0.879
53,COMPLETE,3.825,103,5,0.330,7,1.300,0.370,6.000,0.025,0.090,0.080,0.900,false,false,0.527,0.507,7.219,0.434,0.263,0.289,0.263
53,COMPLETE,3.825,104,5,0.330,7,1.300,0.370,6.000,0.025,0.090,0.080,0.900,true,false,1.000,0.516,8.544,0.833,0.801,0.812,0.801
54,COMPLETE,3.859,100,5,0.330,7,1.300,0.360,5.500,0.025,0.090,0.080,0.800,false,false,0.308,0.498,6.802,0.246,0.321,0.394,0.321
54,COMPLETE,3.859,101,5,0.330,7,1.300,0.360,5.500,0.025,0.090,0.080,0.800,true,false,1.000,0.493,8.110,0.844,0.793,0.787,0.787
54,COMPLETE,3.859,102,5,0.330,7,1.300,0.360,5.500,0.025,0.090,0.080,0.800,false,false,0.985,0.522,8.635,0.788,0.805,0.849,0.805
54,COMPLETE,3.859,103,5,0.330,7,1.300,0.360,5.500,0.025,0.090,0.080,0.800,true,false,1.000,0.492,8.314,0.883,0.800,0.801,0.800
54,COMPLETE,3.859,104,5,0.330,7,1.300,0.360,5.500,0.025,0.090,0.080,0.800,true,false,1.000,0.502,8.282,0.868,0.711,0.691,0.691
55,COMPLETE,3.972,100,7,0.330,7,1.300,0.370,5.500,0.035,0.090,0.080,0.900,true,false,1.000,0.580,9.484,0.882,0.709,0.738,0.709
55,COMPLETE,3.972,101,7,0.330,7,1.300,0.370,5.500,0.035,0.090,0.080,0.900,false,false,0.939,0.587,9.226,0.751,0.604,0.640,0.604
55,COMPLETE,3.972,102,7,0.330,7,1.300,0.370,5.500,0.035,0.090,0.080,0.900,true,false,1.000,0.591,9.618,0.839,0.813,0.787,0.787
55,COMPLETE,3.972,103,7,0.330,7,1.300,0.370,5.500,0.035,0.090,0.080,0.900,true,false,1.000,0.597,9.680,0.868,0.808,0.788,0.788
55,COMPLETE,3.972,104,7,0.330,7,1.300,0.370,5.500,0.035,0.090,0.080,0.900,false,false,0.922,0.586,9.168,0.738,0.685,0.763,0.685
56,COMPLETE,6.000,100,7,0.320,7,1.100,0.380,5.500,0.025,0.090,0.070,0.900,true,false,1.000,0.542,7.709,0.846,0.825,0.877,0.825
56,COMPLETE,6.000,101,7,0.320,7,1.100,0.380,5.500,0.025,0.090,0.070,0.900,true,false,1.000,0.619,9.100,0.895,0.898,0.919,0.898
56,COMPLETE,6.000,102,7,0.320,7,1.100,0.380,5.500,0.025,0.090,0.070,0.900,true,false,1.000,0.600,8.621,0.862,0.782,0.796,0.782
56,COMPLETE,6.000,103,7,0.320,7,1.100,0.380,5.500,0.025,0.090,0.070,0.900,true,false,1.000,0.603,8.706,0.859,0.832,0.818,0.818
56,COMPLETE,6.000,104,7,0.320,7,1.100,0.380,5.500,0.025,0.090,0.070,0.900,true,false,1.000,0.589,8.479,0.855,0.832,0.845,0.832
57,COMPLETE,4.989,100,7,0.320,8,1.100,0.350,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.570,7.382,0.864,0.797,0.732,0.732
57,COMPLETE,4.989,101,7,0.320,8,1.100,0.350,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.563,7.304,0.876,0.708,0.702,0.702
57,COMPLETE,4.989,102,7,0.320,8,1.100,0.350,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.598,7.686,0.818,0.769,0.792,0.769
57,COMPLETE,4.989,103,7,0.320,8,1.100,0.350,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.596,7.846,0.821,0.853,0.860,0.853
57,COMPLETE,4.989,104,7,0.320,8,1.100,0.350,5.500,0.035,0.100,0.070,0.900,false,false,0.944,0.559,7.091,0.756,0.833,0.814,0.814
58,COMPLETE,2.973,100,7,0.320,8,1.100,0.380,5.500,0.035,0.100,0.070,0.900,false,false,0.918,0.565,7.174,0.734,0.518,0.653,0.518
58,COMPLETE,2.973,101,7,0.320,8,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.592,8.025,0.891,0.845,0.874,0.845
58,COMPLETE,2.973,102,7,0.320,8,1.100,0.380,5.500,0.035,0.100,0.070,0.900,true,false,1.000,0.602,8.035,0.841,0.833,0.860,0.833
58,COMPLETE,2.973,103,7,0.320,8,1.100,0.380,5.500,0.035,0.100,0.070,0.900,false,false,0.996,0.577,7.205,0.796,0.606,0.588,0.588
58,COMPLETE,2.973,104,7,0.320,8,1.100,0.380,5.500,0.035,0.100,0.070,0.900,false,false,0.952,0.594,7.666,0.761,0.781,0.792,0.781
59,COMPLETE,4.983,100,8,0.300,8,1.100,0.390,6.000,0.020,0.100,0.070,0.900,true,false,1.000,0.612,9.183,0.831,0.823,0.836,0.823
59,COMPLETE,4.983,101,8,0.300,8,1.100,0.390,6.000,0.020,0.100,0.070,0.900,true,false,1.000,0.548,8.102,0.811,0.781,0.733,0.733
59,COMPLETE,4.983,102,8,0.300,8,1.100,0.390,6.000,0.020,0.100,0.070,0.900,true,false,1.000,0.558,8.201,0.840,0.657,0.529,0.529
59,COMPLETE,4.983,103,8,0.300,8,1.100,0.390,6.000,0.020,0.100,0.070,0.900,true,false,1.000,0.574,8.498,0.823,0.615,0.599,0.599
59,COMPLETE,4.983,104,8,0.300,8,1.100,0.390,6.000,0.020,0.100,0.070,0.900,false,false,0.913,0.604,8.790,0.730,0.685,0.670,0.670
60,COMPLETE,3.994,100,8,0.320,8,1.100,0.340,5.500,0.020,0.070,0.070,0.900,true,false,1.000,0.634,9.358,0.853,0.663,0.668,0.663
60,COMPLETE,3.994,101,8,0.320,8,1.100,0.340,5.500,0.020,0.070,0.070,0.900,true,false,1.000,0.647,9.636,0.871,0.721,0.698,0.698
60,COMPLETE,3.994,102,8,0.320,8,1.100,0.340,5.500,0.020,0.070,0.070,0.900,false,false,0.996,0.631,9.247,0.797,0.851,0.829,0.829
60,COMPLETE,3.994,103,8,0.320,8,1.100,0.340,5.500,0.020,0.070,0.070,0.900,true,false,1.000,0.665,9.905,0.871,0.826,0.845,0.826
60,COMPLETE,3.994,104,8,0.320,8,1.100,0.340,5.500,0.020,0.070,0.070,0.900,false,false,0.975,0.634,9.205,0.780,0.778,0.848,0.778
61,COMPLETE,3.983,100,8,0.310,6,1.100,0.350,5.500,0.020,0.070,0.070,0.800,true,false,1.000,0.566,8.172,0.810,0.734,0.599,0.599
61,COMPLETE,3.983,101,8,0.310,6,1.100,0.350,5.500,0.020,0.070,0.070,0.800,false,false,0.933,0.564,8.271,0.904,0.540,0.467,0.467
61,COMPLETE,3.983,102,8,0.310,6,1.100,0.350,5.500,0.020,0.070,0.070,0.800,false,false,0.979,0.594,8.476,0.783,0.635,0.730,0.635
61,COMPLETE,3.983,103,8,0.310,6,1.100,0.350,5.500,0.020,0.070,0.070,0.800,true,false,1.000,0.593,8.629,0.836,0.815,0.691,0.691
61,COMPLETE,3.983,104,8,0.310,6,1.100,0.350,5.500,0.020,0.070,0.070,0.800,true,false,1.000,0.593,8.692,0.858,0.713,0.640,0.640
62,COMPLETE,2.784,100,8,0.300,6,1.100,0.350,5.500,0.020,0.070,0.060,0.800,false,false,0.409,0.542,7.579,0.769,0.267,0.205,0.205
62,COMPLETE,2.784,101,8,0.300,6,1.100,0.350,5.500,0.020,0.070,0.060,0.800,false,false,0.886,0.571,7.952,0.709,0.551,0.631,0.551
62,COMPLETE,2.784,102,8,0.300,6,1.100,0.350,5.500,0.020,0.070,0.060,0.800,false,false,0.626,0.573,8.187,0.818,0.354,0.313,0.313
62,COMPLETE,2.784,103,8,0.300,6,1.100,0.350,5.500,0.020,0.070,0.060,0.800,true,false,1.000,0.574,8.312,0.830,0.736,0.780,0.736
62,COMPLETE,2.784,104,8,0.300,6,1.100,0.350,5.500,0.020,0.070,0.060,0.800,true,false,1.000,0.580,8.606,0.919,0.730,0.742,0.730
63,COMPLETE,2.898,100,8,0.300,6,1.000,0.350,5.500,0.030,0.070,0.090,0.800,false,false,0.649,0.583,6.505,0.690,0.404,0.325,0.325
63,COMPLETE,2.898,101,8,0.300,6,1.000,0.350,5.500,0.030,0.070,0.090,0.800,true,false,1.000,0.543,6.380,0.800,0.702,0.559,0.559
63,COMPLETE,2.898,102,8,0.300,6,1.000,0.350,5.500,0.030,0.070,0.090,0.800,false,false,0.967,0.589,6.915,0.773,0.848,0.870,0.848
63,COMPLETE,2.898,103,8,0.300,6,1.000,0.350,5.500,0.030,0.070,0.090,0.800,true,false,1.000,0.597,6.998,0.816,0.748,0.843,0.748
63,COMPLETE,2.898,104,8,0.300,6,1.000,0.350,5.500,0.030,0.070,0.090,0.800,false,false,0.873,0.587,6.636,0.699,0.760,0.821,0.760
64,COMPLETE,4.979,100,7,0.310,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.536,5.603,0.831,0.756,0.744,0.744
64,COMPLETE,4.979,101,7,0.310,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.593,6.431,0.882,0.885,0.865,0.865
64,COMPLETE,4.979,102,7,0.310,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.593,6.358,0.883,0.852,0.882,0.852
64,COMPLETE,4.979,103,7,0.310,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.543,5.575,0.818,0.797,0.692,0.692
64,COMPLETE,4.979,104,7,0.310,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,false,false,0.895,0.551,5.407,0.716,0.701,0.676,0.676
65,COMPLETE,3.989,100,7,0.300,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,false,false,0.964,0.520,5.027,0.772,0.714,0.652,0.652
65,COMPLETE,3.989,101,7,0.300,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.540,5.781,0.858,0.881,0.873,0.873
65,COMPLETE,3.989,102,7,0.300,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,false,false,0.979,0.528,5.189,0.783,0.774,0.764,0.764
65,COMPLETE,3.989,103,7,0.300,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.537,5.639,0.869,0.839,0.824,0.824
65,COMPLETE,3.989,104,7,0.300,6,1.000,0.350,5.500,0.040,0.080,0.090,0.800,true,false,1.000,0.544,5.459,0.801,0.595,0.676,0.595
66,COMPLETE,6.000,100,7,0.360,6,1.000,0.400,5.000,0.040,0.080,0.090,0.900,true,false,1.000,0.607,7.085,0.831,0.829,0.859,0.829
66,COMPLETE,6.000,101,7,0.360,6,1.000,0.400,5.000,0.040,0.080,0.090,0.900,true,false,1.000,0.610,7.252,0.867,0.806,0.754,0.754
66,COMPLETE,6.000,102,7,0.360,6,1.000,0.400,5.000,0.040,0.080,0.090,0.900,true,false,1.000,0.611,7.261,0.863,0.769,0.769,0.769
66,COMPLETE,6.000,103,7,0.360,6,1.000,0.400,5.000,0.040,0.080,0.090,0.900,true,false,1.000,0.626,7.258,0.812,0.850,0.838,0.838
66,COMPLETE,6.000,104,7,0.360,6,1.000,0.400,5.000,0.040,0.080,0.090,0.900,true,false,1.000,0.616,7.290,0.882,0.815,0.794,0.794
67,COMPLETE,4.999,100,7,0.290,8,1.000,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.553,6.590,0.835,0.785,0.744,0.744
67,COMPLETE,4.999,101,7,0.290,8,1.000,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.570,6.824,0.842,0.830,0.801,0.801
67,COMPLETE,4.999,102,7,0.290,8,1.000,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.599,7.365,0.885,0.833,0.819,0.819
67,COMPLETE,4.999,103,7,0.290,8,1.000,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.568,6.868,0.869,0.768,0.789,0.768
67,COMPLETE,4.999,104,7,0.290,8,1.000,0.430,5.000,0.035,0.090,0.060,0.900,false,false,0.993,0.566,6.538,0.795,0.746,0.743,0.743
68,COMPLETE,6.000,100,7,0.360,8,1.100,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.667,9.751,0.883,0.864,0.846,0.846
68,COMPLETE,6.000,101,7,0.360,8,1.100,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.656,9.341,0.806,0.862,0.854,0.854
68,COMPLETE,6.000,102,7,0.360,8,1.100,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.649,9.348,0.856,0.815,0.848,0.815
68,COMPLETE,6.000,103,7,0.360,8,1.100,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.619,8.715,0.808,0.702,0.715,0.702
68,COMPLETE,6.000,104,7,0.360,8,1.100,0.430,5.000,0.035,0.090,0.060,0.900,true,false,1.000,0.657,9.549,0.887,0.813,0.813,0.813
69,COMPLETE,6.000,100,7,0.360,8,1.100,0.320,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.660,8.963,0.900,0.772,0.743,0.743
69,COMPLETE,6.000,101,7,0.360,8,1.100,0.320,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.639,8.385,0.837,0.720,0.797,0.720
69,COMPLETE,6.000,102,7,0.360,8,1.100,0.320,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.623,8.194,0.854,0.861,0.788,0.788
69,COMPLETE,6.000,103,7,0.360,8,1.100,0.320,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.633,8.335,0.843,0.866,0.774,0.774
69,COMPLETE,6.000,104,7,0.360,8,1.100,0.320,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.622,8.300,0.847,0.690,0.791,0.690
70,COMPLETE,4.996,100,7,0.360,7,0.900,0.430,5.000,0.035,0.090,0.080,0.700,true,false,1.000,0.645,7.045,0.845,0.789,0.793,0.789
70,COMPLETE,4.996,101,7,0.360,7,0.900,0.430,5.000,0.035,0.090,0.080,0.700,false,false,0.981,0.621,6.627,0.785,0.821,0.763,0.763
70,COMPLETE,4.996,102,7,0.360,7,0.900,0.430,5.000,0.035,0.090,0.080,0.700,true,false,1.000,0.616,6.749,0.880,0.743,0.714,0.714
70,COMPLETE,4.996,103,7,0.360,7,0.900,0.430,5.000,0.035,0.090,0.080,0.700,true,false,1.000,0.638,6.899,0.856,0.840,0.806,0.806
70,COMPLETE,4.996,104,7,0.360,7,0.900,0.430,5.000,0.035,0.090,0.080,0.700,true,false,1.000,0.606,6.604,0.877,0.708,0.566,0.566
71,COMPLETE,4.994,100,7,0.360,8,0.900,0.430,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.605,6.598,0.844,0.766,0.689,0.689
71,COMPLETE,4.994,101,7,0.360,8,0.900,0.430,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.651,7.193,0.868,0.776,0.856,0.776
71,COMPLETE,4.994,102,7,0.360,8,0.900,0.430,5.000,0.035,0.090,0.060,0.700,false,false,0.972,0.633,6.694,0.778,0.814,0.818,0.814
71,COMPLETE,4.994,103,7,0.360,8,0.900,0.430,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.637,7.154,0.904,0.820,0.684,0.684
71,COMPLETE,4.994,104,7,0.360,8,0.900,0.430,5.000,0.035,0.090,0.060,0.700,true,false,1.000,0.631,7.026,0.889,0.754,0.763,0.754
72,COMPLETE,3.812,100,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.620,6.619,0.890,0.841,0.786,0.786
72,COMPLETE,3.812,101,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.648,6.878,0.858,0.778,0.834,0.778
72,COMPLETE,3.812,102,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.254,0.671,5.944,0.295,0.127,0.184,0.127
72,COMPLETE,3.812,103,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.634,6.662,0.862,0.786,0.776,0.776
72,COMPLETE,3.812,104,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.803,0.600,5.795,0.700,0.450,0.402,0.402
73,COMPLETE,3.812,100,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.620,6.619,0.890,0.841,0.786,0.786
73,COMPLETE,3.812,101,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.648,6.878,0.858,0.778,0.834,0.778
73,COMPLETE,3.812,102,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.254,0.671,5.944,0.295,0.127,0.184,0.127
73,COMPLETE,3.812,103,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,true,false,1.000,0.634,6.662,0.862,0.786,0.776,0.776
73,COMPLETE,3.812,104,7,0.360,8,0.900,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.803,0.600,5.795,0.700,0.450,0.402,0.402
74,COMPLETE,3.882,100,7,0.370,8,1.000,0.430,5.000,0.040,0.090,0.060,0.700,false,false,0.759,0.608,6.915,0.732,0.417,0.380,0.380
