number,state,value,food_site_count,food_site_radius,food_site_radius_log_sd,food_site_capacity,food_value,vertical_comb_benefit,food_site_min_distance,food_site_max_distance,foray_shape,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,stable_count,seed_count,collapse_count,mean_progress,mean_final_success,mean_final_payoff,mean_final_comb_tilt,mean_final_min_transposition,mean_final_dance_propensity,elapsed_seconds
0,COMPLETE,-8.433,1,75.000,0.6,3,,0.520,750.0,3750.000,2.0,1.250000e-05,0.120,0.300,1,10,10,0.567,0.006,0.001,0.465,0.442,0.495,327.593
1,COMPLETE,-8.848,3,135.000,0.6,6,,0.260,750.0,6250.000,2.0,4.000000e-05,0.040,0.000,0,10,9,0.152,0.007,0.003,0.204,0.096,0.611,432.029
2,COMPLETE,0.178,6,195.000,0.6,4,,0.300,750.0,5500.000,2.0,5.500000e-05,0.070,0.200,0,10,0,0.178,0.159,0.385,0.142,0.146,0.610,928.710
3,COMPLETE,7.995,5,165.000,0.6,6,,0.500,750.0,3000.000,2.0,1.000000e-05,0.130,0.200,7,10,0,0.995,0.152,2.207,0.824,0.663,0.603,868.056
4,COMPLETE,0.709,7,270.000,0.6,2,,0.100,750.0,4000.000,2.0,2.750000e-05,0.140,0.900,0,10,0,0.709,0.302,3.015,0.568,0.617,0.506,1100.408
5,COMPLETE,1.370,4,135.000,0.6,8,,0.340,750.0,4500.000,2.0,1.500000e-05,0.110,0.600,1,10,0,0.370,0.092,0.627,0.303,0.338,0.591,665.491
6,COMPLETE,9.966,8,180.000,0.6,8,,0.520,750.0,3000.000,2.0,1.500000e-05,0.080,0.200,9,10,0,0.966,0.269,4.104,0.875,0.712,0.636,1099.715
7,COMPLETE,-9.727,2,105.000,0.6,3,,0.140,750.0,5250.000,2.0,5.750000e-05,0.040,1.000,0,10,10,0.273,0.010,0.001,0.261,0.248,0.675,398.487
8,COMPLETE,2.437,7,300.000,0.6,5,,0.360,750.0,4750.000,2.0,3.000000e-05,0.050,0.900,2,10,0,0.437,0.357,3.677,0.379,0.321,0.683,1215.820
9,COMPLETE,-7.759,5,90.000,0.6,2,,0.200,750.0,4250.000,2.0,3.750000e-05,0.060,0.400,1,10,9,0.241,0.034,0.003,0.214,0.324,0.698,530.996
10,COMPLETE,-8.700,5,90.000,0.6,9,,0.600,750.0,7250.000,2.0,4.000000e-05,0.040,0.100,0,10,9,0.300,0.024,0.001,0.293,0.203,0.565,477.645
11,COMPLETE,-9.594,4,135.000,0.6,7,,0.280,750.0,5750.000,2.0,5.000000e-05,0.140,0.100,0,10,10,0.406,0.018,0.002,0.400,0.353,0.359,476.636
12,COMPLETE,-9.393,5,60.000,0.6,3,,0.240,750.0,4250.000,2.0,4.750000e-05,0.080,0.800,0,10,10,0.607,0.021,0.001,0.505,0.485,0.535,433.863
13,COMPLETE,0.301,4,360.000,0.6,10,,0.300,750.0,4250.000,2.0,3.500000e-05,0.090,0.200,0,10,0,0.301,0.295,2.615,0.243,0.222,0.622,1028.593
14,COMPLETE,1.304,2,315.000,0.6,7,,0.580,750.0,6000.000,2.0,2.000000e-05,0.070,0.700,1,10,0,0.304,0.129,0.761,0.254,0.228,0.610,589.011
15,COMPLETE,-9.689,2,150.000,0.6,3,,0.100,750.0,3000.000,2.0,6.000000e-05,0.060,0.400,0,10,10,0.311,0.002,0.005,0.362,0.286,0.498,274.689
16,COMPLETE,0.162,7,165.000,0.6,6,,0.400,750.0,5750.000,2.0,3.750000e-05,0.050,1.000,0,10,0,0.162,0.178,0.719,0.129,0.189,0.732,868.460
17,COMPLETE,0.178,3,240.000,0.6,7,,0.280,750.0,4750.000,2.0,2.000000e-05,0.070,0.000,0,10,0,0.178,0.157,1.170,0.142,0.189,0.654,714.192
18,COMPLETE,-9.480,1,285.000,0.6,10,,0.180,750.0,7500.000,2.0,4.000000e-05,0.130,0.600,0,10,10,0.520,0.006,0.014,0.576,0.310,0.501,241.962
19,COMPLETE,-7.381,1,210.000,0.6,12,,0.140,750.0,4000.000,2.0,4.000000e-05,0.130,0.700,2,10,10,0.619,0.006,0.012,0.556,0.561,0.428,241.603
20,COMPLETE,-9.670,2,60.000,0.6,12,,0.480,750.0,3750.000,2.0,4.500000e-05,0.040,0.800,0,10,10,0.330,0.007,0.001,0.321,0.368,0.669,339.943
21,COMPLETE,2.408,8,120.000,0.6,7,,0.460,750.0,4750.000,2.0,2.500000e-05,0.100,0.400,2,10,0,0.408,0.145,0.965,0.338,0.302,0.618,899.147
22,COMPLETE,-9.388,6,60.000,0.6,2,,0.480,750.0,3500.000,2.0,5.250000e-05,0.120,0.800,0,10,10,0.612,0.030,0.001,0.507,0.483,0.574,467.512
23,COMPLETE,0.201,7,330.000,0.6,4,,0.520,750.0,7500.000,2.0,5.250000e-05,0.060,0.800,0,10,0,0.201,0.283,1.646,0.173,0.190,0.668,1084.478
24,COMPLETE,1.315,2,300.000,0.6,12,,0.340,750.0,4250.000,2.0,1.500000e-05,0.070,0.700,1,10,0,0.315,0.146,1.336,0.265,0.232,0.636,669.999
25,COMPLETE,8.989,7,330.000,0.6,10,,0.540,750.0,5500.000,2.0,1.500000e-05,0.130,0.200,8,10,0,0.989,0.316,4.621,0.818,0.685,0.496,1102.734
26,COMPLETE,-8.493,2,105.000,0.6,7,,0.420,750.0,6250.000,2.0,2.250000e-05,0.110,0.600,1,10,10,0.507,0.009,0.001,0.443,0.337,0.472,316.484
27,COMPLETE,0.218,4,195.000,0.6,4,,0.520,750.0,5750.000,2.0,3.250000e-05,0.110,0.400,0,10,0,0.218,0.117,0.305,0.177,0.194,0.664,678.814
28,COMPLETE,0.284,6,270.000,0.6,10,,0.120,750.0,4750.000,2.0,3.500000e-05,0.120,0.700,0,10,0,0.284,0.273,2.170,0.229,0.281,0.597,1072.228
29,COMPLETE,-3.835,2,195.000,0.6,11,,0.240,750.0,6250.000,2.0,1.500000e-05,0.050,1.000,0,10,4,0.165,0.064,0.212,0.132,0.203,0.719,449.947
30,COMPLETE,-7.422,1,255.000,0.6,3,,0.180,750.0,5500.000,2.0,5.500000e-05,0.120,0.300,2,10,10,0.578,0.005,0.017,0.580,0.393,0.523,255.764
31,COMPLETE,-9.576,1,105.000,0.6,8,,0.420,750.0,6250.000,2.0,1.500000e-05,0.090,0.500,0,10,10,0.424,0.005,0.001,0.435,0.296,0.515,275.323
32,COMPLETE,-9.511,2,60.000,0.6,2,,0.460,750.0,5500.000,2.0,2.250000e-05,0.120,0.700,0,10,10,0.489,0.008,0.001,0.419,0.393,0.498,288.234
33,COMPLETE,0.211,3,360.000,0.6,11,,0.560,750.0,5750.000,2.0,3.750000e-05,0.070,0.900,0,10,0,0.211,0.210,1.199,0.175,0.179,0.640,790.750
34,COMPLETE,4.713,8,150.000,0.6,4,,0.320,750.0,4750.000,2.0,1.000000e-05,0.070,0.300,4,10,0,0.713,0.178,2.062,0.611,0.503,0.574,901.718
35,COMPLETE,-9.558,1,75.000,0.6,12,,0.260,750.0,4250.000,2.0,3.750000e-05,0.070,0.800,0,10,10,0.442,0.006,0.001,0.360,0.383,0.491,351.796
36,COMPLETE,-3.141,2,285.000,0.6,2,,0.580,750.0,7500.000,2.0,4.250000e-05,0.130,0.900,6,10,10,0.859,0.020,0.052,0.815,0.604,0.515,317.312
37,COMPLETE,0.312,4,300.000,0.6,3,,0.200,750.0,4250.000,2.0,6.000000e-05,0.110,0.900,0,10,0,0.312,0.242,1.247,0.250,0.269,0.700,931.561
38,COMPLETE,-9.436,2,90.000,0.6,8,,0.280,750.0,3750.000,2.0,5.750000e-05,0.120,0.800,0,10,10,0.564,0.016,0.001,0.475,0.515,0.552,340.492
39,COMPLETE,-9.814,2,105.000,0.6,3,,0.400,750.0,3750.000,2.0,1.500000e-05,0.060,0.300,0,10,10,0.186,0.040,0.078,0.164,0.160,0.771,398.700
40,COMPLETE,0.195,6,120.000,0.6,5,,0.580,750.0,4500.000,2.0,4.000000e-05,0.140,0.700,0,10,0,0.195,0.113,0.169,0.156,0.208,0.706,753.037
41,COMPLETE,-7.424,2,240.000,0.6,2,,0.160,750.0,6750.000,2.0,4.250000e-05,0.080,0.400,2,10,10,0.576,0.014,0.019,0.590,0.368,0.646,272.909
42,COMPLETE,-1.850,5,135.000,0.6,12,,0.200,750.0,5500.000,2.0,3.750000e-05,0.140,0.700,0,10,2,0.150,0.077,0.064,0.122,0.191,0.727,661.092
43,COMPLETE,-8.459,2,135.000,0.6,11,,0.420,750.0,5000.000,2.0,3.750000e-05,0.130,0.400,1,10,10,0.541,0.015,0.001,0.516,0.441,0.620,348.501
44,COMPLETE,-0.851,6,135.000,0.6,12,,0.460,750.0,5500.000,2.0,4.250000e-05,0.040,0.700,0,10,1,0.149,0.099,0.140,0.120,0.139,0.706,705.126
45,COMPLETE,0.278,6,135.000,0.6,2,,0.160,750.0,3250.000,2.0,4.000000e-05,0.130,0.100,0,10,0,0.278,0.139,0.705,0.223,0.276,0.635,762.403
46,COMPLETE,0.210,3,360.000,0.6,11,,0.240,750.0,6500.000,2.0,5.000000e-05,0.120,0.200,0,10,0,0.210,0.141,0.432,0.168,0.198,0.656,663.227
47,COMPLETE,1.907,4,360.000,0.6,3,,0.280,750.0,4000.000,2.0,3.750000e-05,0.140,0.800,1,10,0,0.907,0.283,2.820,0.728,0.692,0.501,959.566
48,COMPLETE,-5.539,8,60.000,0.6,10,,0.580,750.0,6250.000,2.0,3.750000e-05,0.070,0.700,0,10,6,0.461,0.031,0.001,0.374,0.388,0.492,552.255
49,COMPLETE,-9.796,1,120.000,0.6,4,,0.120,750.0,7500.000,2.0,1.000000e-05,0.060,0.700,0,10,10,0.204,0.007,0.005,0.209,0.215,0.556,252.881
50,COMPLETE,0.165,3,315.000,0.6,6,,0.160,750.0,5000.000,2.0,4.500000e-05,0.080,0.900,0,10,0,0.165,0.197,0.873,0.132,0.193,0.706,760.250
51,COMPLETE,4.548,8,330.000,0.6,6,,0.440,750.0,7250.000,2.0,2.750000e-05,0.070,0.500,4,10,0,0.548,0.346,3.436,0.469,0.433,0.556,1232.718
52,COMPLETE,8.988,7,135.000,0.6,3,,0.480,750.0,3750.000,2.0,2.500000e-05,0.120,0.000,8,10,0,0.988,0.147,1.482,0.845,0.682,0.596,787.359
53,COMPLETE,-9.759,3,120.000,0.6,2,,0.560,750.0,5750.000,2.0,3.250000e-05,0.050,0.800,0,10,10,0.241,0.009,0.002,0.350,0.271,0.633,333.612
54,COMPLETE,2.436,5,360.000,0.6,6,,0.300,750.0,5000.000,2.0,3.250000e-05,0.100,0.300,2,10,0,0.436,0.313,2.941,0.362,0.373,0.486,1073.135
55,COMPLETE,8.994,8,315.000,0.6,2,,0.540,750.0,4500.000,2.0,4.750000e-05,0.130,0.400,8,10,0,0.994,0.366,4.410,0.838,0.705,0.608,1254.168
56,COMPLETE,3.540,8,165.000,0.6,11,,0.320,750.0,3500.000,2.0,4.250000e-05,0.090,0.600,3,10,0,0.540,0.231,1.879,0.452,0.406,0.540,1110.660
57,COMPLETE,0.218,5,300.000,0.6,9,,0.580,750.0,6500.000,2.0,5.000000e-05,0.100,0.000,0,10,0,0.218,0.205,0.830,0.174,0.171,0.665,928.298
58,COMPLETE,-9.714,6,75.000,0.6,5,,0.220,750.0,7500.000,2.0,4.000000e-05,0.040,0.000,0,10,10,0.286,0.021,0.001,0.323,0.179,0.745,451.861
59,COMPLETE,3.676,8,285.000,0.6,8,,0.180,750.0,5500.000,2.0,1.000000e-05,0.110,0.000,3,10,0,0.676,0.298,3.444,0.548,0.492,0.536,1148.519
60,COMPLETE,0.223,7,330.000,0.6,3,,0.120,750.0,3750.000,2.0,3.750000e-05,0.050,0.900,0,10,0,0.223,0.437,4.337,0.183,0.195,0.635,1237.113
61,COMPLETE,0.174,7,120.000,0.6,2,,0.220,750.0,7000.000,2.0,2.250000e-05,0.060,0.000,0,10,0,0.174,0.076,0.178,0.163,0.176,0.744,648.456
62,COMPLETE,0.228,5,360.000,0.6,4,,0.560,750.0,6750.000,2.0,5.250000e-05,0.100,0.700,0,10,0,0.228,0.253,1.335,0.185,0.163,0.655,1069.244
63,COMPLETE,0.214,2,285.000,0.6,4,,0.100,750.0,4250.000,2.0,1.250000e-05,0.090,0.900,0,10,0,0.214,0.138,1.230,0.176,0.211,0.577,640.377
64,COMPLETE,2.391,6,195.000,0.6,10,,0.580,750.0,6000.000,2.0,3.000000e-05,0.110,0.200,2,10,0,0.391,0.167,0.927,0.325,0.314,0.636,919.404
65,COMPLETE,11.000,6,150.000,0.6,9,,0.540,750.0,3500.000,2.0,2.500000e-05,0.100,0.900,10,10,0,1.000,0.169,1.930,0.847,0.811,0.557,852.111
66,COMPLETE,5.632,3,300.000,0.6,11,,0.480,750.0,3000.000,2.0,4.500000e-05,0.080,0.700,5,10,0,0.632,0.242,2.353,0.544,0.494,0.644,880.882
67,COMPLETE,-9.841,1,210.000,0.6,7,,0.460,750.0,3000.000,2.0,2.750000e-05,0.080,0.200,0,10,10,0.159,0.064,0.178,0.129,0.148,0.740,496.159
68,COMPLETE,8.973,7,360.000,0.6,12,,0.520,750.0,4750.000,2.0,2.000000e-05,0.120,0.000,8,10,0,0.973,0.367,5.377,0.837,0.612,0.498,1202.245
69,COMPLETE,4.904,8,240.000,0.6,9,,0.280,750.0,6500.000,2.0,3.000000e-05,0.140,1.000,4,10,0,0.904,0.246,1.976,0.743,0.737,0.514,1077.043
70,COMPLETE,-6.358,1,330.000,0.6,12,,0.320,750.0,7000.000,2.0,4.000000e-05,0.120,0.300,3,10,10,0.642,0.009,0.033,0.690,0.466,0.593,276.115
71,COMPLETE,-8.461,1,210.000,0.6,8,,0.360,750.0,5750.000,2.0,4.750000e-05,0.110,1.000,1,10,10,0.539,0.004,0.005,0.508,0.627,0.586,241.637
72,COMPLETE,0.204,5,240.000,0.6,9,,0.500,750.0,4750.000,2.0,5.500000e-05,0.090,0.900,0,10,0,0.204,0.227,1.022,0.173,0.168,0.592,975.969
73,COMPLETE,0.293,5,285.000,0.6,3,,0.200,750.0,5250.000,2.0,1.250000e-05,0.080,0.400,0,10,0,0.293,0.243,2.502,0.235,0.310,0.604,963.403
74,COMPLETE,7.988,7,105.000,0.6,2,,0.540,750.0,3000.000,2.0,2.500000e-05,0.110,0.100,7,10,0,0.988,0.118,1.217,0.845,0.648,0.621,681.032
75,COMPLETE,0.586,6,330.000,0.6,8,,0.120,750.0,5500.000,2.0,1.250000e-05,0.140,0.800,0,10,0,0.586,0.293,3.158,0.469,0.456,0.599,1103.585
76,COMPLETE,3.788,8,360.000,0.6,5,,0.180,750.0,3250.000,2.0,1.500000e-05,0.090,0.400,3,10,0,0.788,0.505,6.272,0.645,0.592,0.505,1374.975
77,COMPLETE,0.190,8,195.000,0.6,12,,0.180,750.0,7500.000,2.0,4.000000e-05,0.110,1.000,0,10,0,0.190,0.167,0.564,0.152,0.223,0.644,953.972
78,COMPLETE,0.186,5,270.000,0.6,10,,0.540,750.0,6000.000,2.0,5.750000e-05,0.120,0.500,0,10,0,0.186,0.187,0.581,0.149,0.206,0.647,864.665
79,COMPLETE,1.453,3,270.000,0.6,5,,0.340,750.0,5500.000,2.0,2.250000e-05,0.090,0.900,1,10,0,0.453,0.156,1.053,0.371,0.399,0.649,718.541
80,COMPLETE,4.683,8,75.000,0.6,6,,0.220,750.0,3750.000,2.0,1.000000e-05,0.060,1.000,4,10,0,0.683,0.094,0.911,0.574,0.528,0.624,671.464
81,COMPLETE,-8.523,2,180.000,0.6,12,,0.140,750.0,5250.000,2.0,6.000000e-05,0.060,1.000,1,10,10,0.477,0.004,0.006,0.392,0.511,0.655,292.705
82,COMPLETE,4.537,3,300.000,0.6,8,,0.520,750.0,6750.000,2.0,3.000000e-05,0.140,1.000,4,10,0,0.537,0.133,0.575,0.447,0.487,0.569,678.909
83,COMPLETE,-9.883,5,75.000,0.6,10,,0.160,750.0,5000.000,2.0,2.500000e-05,0.040,0.300,0,10,10,0.117,0.039,0.014,0.119,0.197,0.765,486.893
84,COMPLETE,0.273,5,225.000,0.6,3,,0.160,750.0,4750.000,2.0,1.750000e-05,0.100,0.700,0,10,0,0.273,0.199,1.799,0.224,0.243,0.670,868.676
85,COMPLETE,-8.737,1,240.000,0.6,2,,0.400,750.0,5250.000,2.0,1.500000e-05,0.120,1.000,1,10,10,0.263,0.043,0.111,0.212,0.294,0.730,360.812
86,COMPLETE,8.981,7,285.000,0.6,2,,0.320,750.0,5500.000,2.0,3.500000e-05,0.140,0.600,8,10,0,0.981,0.278,2.641,0.819,0.729,0.515,1064.951
87,COMPLETE,8.934,3,345.000,0.6,2,,0.580,750.0,5000.000,2.0,1.000000e-05,0.090,1.000,8,10,0,0.934,0.203,2.956,0.800,0.742,0.605,756.018
88,COMPLETE,-9.867,3,105.000,0.6,10,,0.160,750.0,7000.000,2.0,1.750000e-05,0.070,0.700,0,10,10,0.133,0.024,0.016,0.122,0.214,0.735,379.441
89,COMPLETE,0.246,2,165.000,0.6,10,,0.320,750.0,3250.000,2.0,1.000000e-05,0.060,0.900,0,10,0,0.246,0.085,0.778,0.221,0.173,0.637,534.140
90,COMPLETE,-9.502,7,60.000,0.6,2,,0.260,750.0,5250.000,2.0,2.500000e-05,0.140,0.200,0,10,10,0.498,0.026,0.001,0.439,0.392,0.462,472.688
91,COMPLETE,0.256,7,285.000,0.6,11,,0.340,750.0,6500.000,2.0,3.500000e-05,0.060,0.500,0,10,0,0.256,0.292,2.131,0.207,0.189,0.572,1119.340
92,COMPLETE,2.537,7,285.000,0.6,12,,0.160,750.0,4000.000,2.0,3.750000e-05,0.120,0.900,2,10,0,0.537,0.340,3.248,0.434,0.415,0.513,1216.394
93,COMPLETE,3.707,7,360.000,0.6,6,,0.200,750.0,6500.000,2.0,2.250000e-05,0.100,0.300,3,10,0,0.707,0.331,3.356,0.588,0.552,0.568,1229.461
94,COMPLETE,-8.710,3,75.000,0.6,6,,0.280,750.0,3250.000,2.0,1.000000e-05,0.070,0.200,1,10,10,0.290,0.043,0.254,0.243,0.245,0.681,448.248
95,COMPLETE,0.244,7,180.000,0.6,4,,0.480,750.0,6000.000,2.0,3.000000e-05,0.080,0.400,0,10,0,0.244,0.182,1.028,0.196,0.164,0.691,954.089
96,COMPLETE,3.588,7,210.000,0.6,12,,0.580,750.0,5500.000,2.0,1.500000e-05,0.070,0.000,3,10,0,0.588,0.220,2.577,0.522,0.362,0.568,1003.616
97,COMPLETE,0.191,5,135.000,0.6,7,,0.580,750.0,5000.000,2.0,3.000000e-05,0.090,0.100,0,10,0,0.191,0.114,0.306,0.155,0.197,0.655,734.331
98,COMPLETE,0.277,5,255.000,0.6,8,,0.300,750.0,3500.000,2.0,3.000000e-05,0.050,0.700,0,10,0,0.277,0.279,2.685,0.238,0.187,0.669,980.485
99,COMPLETE,1.343,5,270.000,0.6,6,,0.380,750.0,5750.000,2.0,3.000000e-05,0.090,0.400,1,10,0,0.343,0.217,1.565,0.282,0.259,0.676,934.601
100,COMPLETE,0.160,7,210.000,0.6,12,,0.160,750.0,6750.000,2.0,2.250000e-05,0.040,0.700,0,10,0,0.160,0.225,1.624,0.156,0.115,0.644,963.302
101,COMPLETE,0.198,8,300.000,0.6,10,,0.160,750.0,6500.000,2.0,1.500000e-05,0.050,0.100,0,10,0,0.198,0.348,3.533,0.168,0.146,0.615,1163.404
102,COMPLETE,-6.269,2,240.000,0.6,6,,0.220,750.0,6750.000,2.0,5.000000e-05,0.080,0.300,3,10,10,0.731,0.009,0.014,0.636,0.509,0.567,367.099
103,COMPLETE,0.188,4,285.000,0.6,8,,0.200,750.0,3500.000,2.0,6.000000e-05,0.070,0.600,0,10,0,0.188,0.279,1.867,0.153,0.191,0.643,999.050
104,COMPLETE,0.155,6,135.000,0.6,10,,0.140,750.0,6500.000,2.0,3.250000e-05,0.070,0.500,0,10,0,0.155,0.091,0.134,0.135,0.178,0.805,688.188
105,COMPLETE,-9.866,3,180.000,0.6,10,,0.160,750.0,6000.000,2.0,3.500000e-05,0.100,0.800,0,10,10,0.134,0.059,0.050,0.118,0.184,0.637,499.394
106,COMPLETE,8.986,8,225.000,0.6,8,,0.380,750.0,6000.000,2.0,2.000000e-05,0.120,0.900,8,10,0,0.986,0.242,2.701,0.832,0.771,0.547,1144.955
107,COMPLETE,0.204,2,225.000,0.6,5,,0.580,750.0,3500.000,2.0,2.500000e-05,0.060,0.100,0,10,0,0.204,0.122,0.821,0.165,0.171,0.637,581.197
108,COMPLETE,-8.775,1,180.000,0.6,5,,0.320,750.0,4750.000,2.0,2.000000e-05,0.090,0.200,1,10,10,0.225,0.020,0.019,0.207,0.220,0.706,314.693
109,COMPLETE,5.857,8,210.000,0.6,10,,0.240,750.0,3250.000,2.0,4.500000e-05,0.140,0.100,5,10,0,0.857,0.277,2.679,0.704,0.599,0.509,1130.610
110,COMPLETE,0.179,5,210.000,0.6,9,,0.360,750.0,4750.000,2.0,3.250000e-05,0.050,0.500,0,10,0,0.179,0.206,1.375,0.161,0.145,0.577,901.276
111,COMPLETE,-9.600,2,180.000,0.6,10,,0.440,750.0,5750.000,2.0,6.000000e-05,0.080,0.600,0,10,10,0.400,0.005,0.007,0.376,0.410,0.518,302.196
112,COMPLETE,2.472,7,90.000,0.6,8,,0.380,750.0,4000.000,2.0,1.500000e-05,0.040,1.000,2,10,0,0.472,0.107,0.896,0.464,0.319,0.633,696.175
113,COMPLETE,-9.879,6,75.000,0.6,3,,0.440,750.0,6250.000,2.0,2.250000e-05,0.110,0.700,0,10,10,0.121,0.027,0.005,0.129,0.142,0.700,536.990
114,COMPLETE,-6.824,1,330.000,0.6,4,,0.300,750.0,5000.000,2.0,2.250000e-05,0.130,0.300,0,10,7,0.176,0.068,0.194,0.141,0.244,0.610,395.314
115,COMPLETE,0.205,7,360.000,0.6,9,,0.260,750.0,7250.000,2.0,4.250000e-05,0.100,0.100,0,10,0,0.205,0.325,2.207,0.164,0.235,0.526,1154.402
116,COMPLETE,1.332,5,300.000,0.6,2,,0.560,750.0,5000.000,2.0,6.000000e-05,0.120,0.700,1,10,0,0.332,0.258,1.331,0.272,0.255,0.641,1040.564
117,COMPLETE,0.188,7,180.000,0.6,5,,0.180,750.0,6000.000,2.0,2.500000e-05,0.060,0.900,0,10,0,0.188,0.194,1.259,0.155,0.197,0.559,1002.475
118,COMPLETE,1.308,8,345.000,0.6,4,,0.100,750.0,5750.000,2.0,1.750000e-05,0.070,0.200,1,10,0,0.308,0.402,4.212,0.253,0.280,0.593,1342.773
119,COMPLETE,3.537,8,240.000,0.6,12,,0.160,750.0,6500.000,2.0,1.000000e-05,0.120,0.200,3,10,0,0.537,0.238,2.527,0.440,0.391,0.521,1131.086
120,COMPLETE,0.164,5,270.000,0.6,3,,0.140,750.0,6250.000,2.0,5.500000e-05,0.070,0.900,0,10,0,0.164,0.183,0.613,0.140,0.207,0.637,887.270
121,COMPLETE,-8.553,1,165.000,0.6,10,,0.520,750.0,6750.000,2.0,2.500000e-05,0.080,1.000,1,10,10,0.447,0.003,0.002,0.418,0.462,0.521,323.632
122,COMPLETE,-9.631,5,60.000,0.6,5,,0.420,750.0,7250.000,2.0,5.750000e-05,0.040,0.500,0,10,10,0.369,0.023,0.001,0.346,0.212,0.646,414.693
123,COMPLETE,0.193,5,150.000,0.6,5,,0.500,750.0,6250.000,2.0,3.250000e-05,0.140,0.800,0,10,0,0.193,0.080,0.111,0.154,0.186,0.626,618.819
124,COMPLETE,0.205,3,300.000,0.6,12,,0.600,750.0,4000.000,2.0,5.500000e-05,0.080,0.200,0,10,0,0.205,0.211,1.058,0.164,0.188,0.599,837.600
125,COMPLETE,-9.654,1,135.000,0.6,3,,0.180,750.0,4750.000,2.0,3.500000e-05,0.040,0.300,0,10,10,0.346,0.004,0.001,0.313,0.245,0.815,267.161
126,COMPLETE,0.186,8,285.000,0.6,12,,0.100,750.0,3250.000,2.0,2.250000e-05,0.050,0.900,0,10,0,0.186,0.446,4.813,0.149,0.241,0.549,1297.525
127,COMPLETE,3.526,5,285.000,0.6,5,,0.240,750.0,4750.000,2.0,2.750000e-05,0.100,1.000,3,10,0,0.526,0.261,2.399,0.434,0.431,0.634,992.768
128,COMPLETE,1.319,5,120.000,0.6,4,,0.340,750.0,5500.000,2.0,1.500000e-05,0.090,1.000,1,10,0,0.319,0.091,0.483,0.263,0.303,0.718,625.356
129,COMPLETE,2.419,5,195.000,0.6,3,,0.580,750.0,3000.000,2.0,4.500000e-05,0.070,0.300,2,10,0,0.419,0.213,1.829,0.367,0.284,0.599,977.953
130,COMPLETE,6.982,6,300.000,0.6,2,,0.360,750.0,3250.000,2.0,1.250000e-05,0.120,0.700,6,10,0,0.982,0.338,4.797,0.821,0.705,0.546,1176.076
131,COMPLETE,-9.286,5,75.000,0.6,9,,0.160,750.0,7500.000,2.0,5.000000e-05,0.100,1.000,0,10,10,0.714,0.024,0.001,0.571,0.476,0.535,461.394
132,COMPLETE,0.192,4,285.000,0.6,11,,0.200,750.0,5250.000,2.0,4.000000e-05,0.080,0.500,0,10,0,0.192,0.222,1.186,0.153,0.191,0.616,890.096
133,COMPLETE,0.204,8,210.000,0.6,9,,0.600,750.0,5750.000,2.0,5.500000e-05,0.100,0.300,0,10,0,0.204,0.239,1.013,0.163,0.199,0.614,1165.538
134,COMPLETE,0.177,1,315.000,0.6,8,,0.120,750.0,3250.000,2.0,2.250000e-05,0.070,0.700,0,10,0,0.177,0.105,0.669,0.141,0.179,0.682,483.048
135,COMPLETE,7.987,8,285.000,0.6,12,,0.580,750.0,3250.000,2.0,2.250000e-05,0.100,0.500,7,10,0,0.987,0.394,6.171,0.833,0.723,0.538,1247.145
136,COMPLETE,-9.449,1,135.000,0.6,12,,0.140,750.0,5500.000,2.0,4.250000e-05,0.140,0.000,0,10,10,0.551,0.010,0.001,0.464,0.460,0.516,241.591
137,COMPLETE,-9.480,4,60.000,0.6,2,,0.340,750.0,6250.000,2.0,1.000000e-05,0.130,0.200,0,10,10,0.520,0.014,0.007,0.539,0.445,0.489,429.363
138,COMPLETE,0.222,3,285.000,0.6,11,,0.380,750.0,3000.000,2.0,6.000000e-05,0.070,0.500,0,10,0,0.222,0.242,1.605,0.178,0.177,0.664,925.733
139,COMPLETE,-9.530,2,150.000,0.6,6,,0.540,750.0,5500.000,2.0,3.750000e-05,0.140,0.900,0,10,10,0.470,0.010,0.003,0.398,0.556,0.596,351.059
140,COMPLETE,9.925,7,195.000,0.6,10,,0.580,750.0,5750.000,2.0,3.250000e-05,0.140,0.500,9,10,0,0.925,0.188,1.426,0.777,0.720,0.526,962.733
141,COMPLETE,-4.681,4,150.000,0.6,2,,0.220,750.0,4250.000,2.0,5.000000e-05,0.100,0.800,2,10,7,0.319,0.079,0.042,0.288,0.309,0.700,528.737
142,COMPLETE,6.746,5,330.000,0.6,3,,0.460,750.0,4250.000,2.0,2.250000e-05,0.070,0.700,6,10,0,0.746,0.320,4.075,0.677,0.574,0.538,1052.247
143,COMPLETE,-8.674,4,75.000,0.6,3,,0.520,750.0,3750.000,2.0,2.250000e-05,0.130,0.400,1,10,10,0.326,0.042,0.029,0.291,0.294,0.750,426.541
144,COMPLETE,0.207,3,270.000,0.6,12,,0.460,750.0,7500.000,2.0,2.000000e-05,0.130,0.700,0,10,0,0.207,0.112,0.482,0.165,0.225,0.630,648.479
145,COMPLETE,-6.563,1,255.000,0.6,10,,0.580,750.0,3250.000,2.0,3.500000e-05,0.130,0.900,3,10,10,0.437,0.074,0.168,0.368,0.410,0.592,434.002
146,COMPLETE,3.512,6,150.000,0.6,11,,0.460,750.0,3750.000,2.0,4.250000e-05,0.130,0.900,3,10,0,0.512,0.161,0.897,0.423,0.431,0.619,941.129
