initial_comb_tilt,vertical_comb_benefit,vertical_comb_modifier,seed,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
1.000,0.200,linear,110,flat,35,0.481,0.874,0.301,0.256,0.256,0.045,0.144,1.913,0.287,7.459,0.186,0.584
1.000,0.200,linear,110,flat,36,0.523,0.869,0.294,0.243,0.243,0.051,0.135,1.362,0.089,7.467,0.181,0.532
1.000,0.200,linear,110,flat,37,0.580,0.856,0.359,0.277,0.277,0.082,0.090,1.668,0.035,7.587,0.189,0.586
1.000,0.200,linear,110,flat,38,0.622,0.848,0.385,0.287,0.287,0.099,0.072,0.859,0.083,7.508,0.196,0.695
1.000,0.200,linear,110,flat,39,0.702,0.862,0.385,0.328,0.328,0.057,0.076,1.003,0.166,7.462,0.197,0.718
1.000,0.200,linear,110,flat,40,0.725,0.876,0.381,0.317,0.317,0.064,0.085,0.894,0.094,7.398,0.195,0.701
1.000,0.200,linear,110,flat,41,0.761,0.875,0.354,0.289,0.289,0.065,0.089,0.292,0.242,7.314,0.191,0.667
1.000,0.200,linear,110,flat,42,0.776,0.881,0.311,0.256,0.256,0.055,0.097,3.079,0.211,7.202,0.190,0.673
1.000,0.200,linear,110,flat,43,0.794,0.873,0.246,0.225,0.225,0.022,0.074,0.486,0.152,7.126,0.192,0.709
1.000,0.200,linear,110,flat,44,0.844,0.869,0.213,0.210,0.210,0.004,0.084,0.309,0.119,6.908,0.184,0.664
1.000,0.200,linear,110,flat,45,0.853,0.873,0.188,0.200,0.188,0.011,0.094,0.470,0.212,7.170,0.197,0.775
1.000,0.200,linear,110,flat,46,0.836,0.875,0.147,0.177,0.147,0.030,0.122,0.058,0.206,7.151,0.188,0.673
1.000,0.200,linear,110,flat,47,0.850,0.885,0.126,0.125,0.125,0.001,0.127,0.216,0.160,7.218,0.190,0.687
1.000,0.200,linear,110,flat,48,0.886,0.901,0.086,0.102,0.086,0.016,0.162,0.431,0.319,7.339,0.202,0.833
1.000,0.200,linear,110,flat,49,0.890,0.874,0.068,0.083,0.068,0.015,0.154,0.448,0.222,7.517,0.206,0.826
1.000,0.200,linear,110,flat,50,0.918,0.873,0.054,0.066,0.054,0.012,0.137,0.466,0.181,7.496,0.205,0.815
1.000,0.200,linear,110,flat,51,0.916,0.844,0.068,0.074,0.068,0.006,0.153,0.628,0.225,7.334,0.196,0.742
1.000,0.200,linear,110,flat,52,0.918,0.795,0.080,0.072,0.072,0.007,0.181,1.038,0.171,7.423,0.195,0.703
1.000,0.200,linear,110,flat,53,0.896,0.804,0.106,0.082,0.082,0.024,0.182,0.648,0.121,7.358,0.194,0.719
1.000,0.200,linear,110,flat,54,0.898,0.861,0.123,0.093,0.093,0.031,0.199,2.924,0.127,7.284,0.196,0.756
1.000,0.200,linear,110,flat,55,0.888,0.859,0.143,0.126,0.126,0.017,0.202,2.743,0.169,7.237,0.195,0.758
1.000,0.200,linear,110,flat,56,0.894,0.853,0.127,0.111,0.111,0.016,0.186,2.234,0.079,7.141,0.189,0.692
1.000,0.200,linear,110,flat,57,0.850,0.851,0.143,0.157,0.143,0.013,0.197,2.075,0.226,7.245,0.194,0.729
1.000,0.200,linear,110,flat,58,0.840,0.837,0.149,0.142,0.142,0.007,0.203,2.022,0.197,7.175,0.189,0.686
1.000,0.200,linear,110,flat,59,0.859,0.851,0.158,0.135,0.135,0.024,0.215,1.894,0.270,7.189,0.194,0.754
1.000,0.200,linear,110,flat,60,0.874,0.831,0.159,0.125,0.125,0.034,0.241,2.455,0.115,6.908,0.182,0.654
1.000,0.200,linear,110,flat,61,0.906,0.858,0.195,0.154,0.154,0.041,0.217,2.359,0.271,6.880,0.188,0.751
1.000,0.200,linear,110,flat,62,0.893,0.883,0.217,0.186,0.186,0.031,0.208,2.324,0.156,6.975,0.180,0.610
1.000,0.200,linear,110,flat,63,0.902,0.903,0.207,0.262,0.207,0.055,0.182,0.606,0.040,7.128,0.191,0.719
1.000,0.200,linear,110,flat,64,0.885,0.892,0.201,0.264,0.201,0.063,0.183,0.070,0.110,7.259,0.191,0.702
1.000,0.200,linear,110,flat,65,0.875,0.890,0.231,0.256,0.231,0.026,0.193,0.016,0.105,7.078,0.188,0.687
1.000,0.200,linear,110,flat,66,0.874,0.918,0.206,0.293,0.206,0.087,0.191,0.627,0.192,7.112,0.195,0.773
1.000,0.200,linear,110,flat,67,0.864,0.917,0.161,0.271,0.161,0.110,0.202,0.796,0.117,7.112,0.196,0.776
1.000,0.200,linear,110,flat,68,0.897,0.913,0.142,0.286,0.142,0.143,0.149,0.984,0.265,7.119,0.196,0.789
1.000,0.200,linear,110,flat,69,0.886,0.905,0.175,0.247,0.175,0.071,0.169,1.550,0.272,7.200,0.192,0.714
1.000,0.200,linear,110,flat,70,0.843,0.935,0.175,0.213,0.175,0.038,0.173,1.798,0.151,7.142,0.197,0.777
1.000,0.200,linear,110,flat,71,0.884,0.929,0.191,0.230,0.191,0.039,0.168,2.066,0.253,7.239,0.199,0.807
1.000,0.200,linear,110,flat,72,0.897,0.924,0.175,0.213,0.175,0.038,0.158,1.816,0.180,7.215,0.194,0.730
1.000,0.200,linear,110,flat,73,0.873,0.936,0.187,0.202,0.187,0.016,0.172,1.851,0.146,7.142,0.197,0.800
1.000,0.200,linear,110,flat,74,0.864,0.907,0.214,0.222,0.214,0.008,0.188,2.003,0.070,7.204,0.193,0.729
1.000,0.200,linear,110,flat,75,0.867,0.921,0.217,0.216,0.216,0.001,0.236,0.101,0.067,7.253,0.184,0.614
1.000,0.200,linear,110,flat,76,0.872,0.915,0.204,0.197,0.197,0.007,0.202,1.569,0.103,7.411,0.193,0.683
1.000,0.200,linear,110,flat,77,0.869,0.907,0.213,0.221,0.213,0.007,0.193,1.758,0.168,7.090,0.190,0.707
1.000,0.200,linear,110,flat,78,0.837,0.899,0.236,0.250,0.236,0.014,0.151,2.076,0.196,7.209,0.194,0.743
1.000,0.200,linear,110,flat,79,0.858,0.906,0.262,0.240,0.240,0.021,0.160,2.067,0.141,7.092,0.188,0.691
1.000,0.200,linear,110,flat,80,0.834,0.894,0.255,0.231,0.231,0.024,0.150,2.626,0.160,7.178,0.191,0.710
1.000,0.200,linear,110,flat,81,0.864,0.890,0.218,0.207,0.207,0.011,0.163,1.922,0.134,7.178,0.191,0.709
1.000,0.200,linear,110,flat,82,0.889,0.900,0.212,0.202,0.202,0.010,0.155,1.862,0.135,7.354,0.197,0.746
1.000,0.200,linear,110,flat,83,0.894,0.902,0.224,0.182,0.182,0.042,0.151,1.656,0.205,7.230,0.196,0.752
1.000,0.200,linear,110,flat,84,0.893,0.883,0.221,0.228,0.221,0.007,0.151,2.273,0.165,7.284,0.197,0.753
1.000,0.200,linear,110,flat,85,0.890,0.873,0.195,0.256,0.195,0.061,0.120,2.726,0.221,7.287,0.190,0.665
1.000,0.200,linear,110,flat,86,0.906,0.858,0.208,0.299,0.208,0.091,0.100,2.840,0.322,7.330,0.202,0.812
1.000,0.200,linear,110,flat,87,0.892,0.864,0.231,0.350,0.231,0.119,0.098,2.760,0.332,7.346,0.199,0.758
1.000,0.200,linear,110,flat,88,0.871,0.873,0.221,0.381,0.221,0.160,0.093,2.737,0.245,7.321,0.196,0.729
1.000,0.200,linear,110,flat,89,0.856,0.890,0.202,0.345,0.202,0.144,0.099,2.793,0.214,7.373,0.201,0.780
1.000,0.200,linear,110,flat,90,0.856,0.883,0.197,0.368,0.197,0.171,0.109,2.838,0.312,7.387,0.199,0.749
1.000,0.200,linear,110,flat,91,0.851,0.871,0.164,0.347,0.164,0.183,0.148,2.910,0.368,7.459,0.201,0.768
1.000,0.200,linear,110,flat,92,0.864,0.896,0.136,0.336,0.136,0.200,0.150,2.726,0.390,7.266,0.197,0.775
1.000,0.200,linear,110,flat,93,0.863,0.908,0.162,0.336,0.162,0.174,0.148,2.471,0.378,7.420,0.204,0.819
1.000,0.200,linear,110,flat,94,0.872,0.909,0.185,0.293,0.185,0.108,0.130,2.339,0.384,7.322,0.203,0.823
1.000,0.200,linear,110,flat,95,0.856,0.917,0.208,0.347,0.208,0.139,0.131,2.614,0.331,7.151,0.199,0.810
1.000,0.200,linear,110,flat,96,0.837,0.910,0.218,0.344,0.218,0.125,0.150,2.448,0.156,7.300,0.199,0.786
1.000,0.200,linear,110,flat,97,0.858,0.898,0.227,0.310,0.227,0.082,0.159,2.218,0.124,7.525,0.198,0.729
1.000,0.200,linear,110,flat,98,0.890,0.891,0.203,0.293,0.203,0.090,0.161,2.440,0.074,7.363,0.200,0.785
1.000,0.200,linear,110,flat,99,0.902,0.882,0.186,0.273,0.186,0.087,0.130,2.634,0.190,7.327,0.202,0.809
1.000,0.200,linear,110,flat,100,0.902,0.892,0.200,0.277,0.200,0.077,0.134,1.322,0.063,7.442,0.209,0.875
1.000,0.200,linear,110,flat,101,0.901,0.909,0.217,0.275,0.217,0.058,0.121,2.214,0.088,7.512,0.209,0.865
1.000,0.200,linear,110,flat,102,0.895,0.911,0.230,0.312,0.230,0.083,0.120,1.027,0.095,7.394,0.200,0.774
1.000,0.200,linear,110,flat,103,0.886,0.899,0.220,0.289,0.220,0.069,0.103,0.601,0.190,7.489,0.204,0.798
1.000,0.200,linear,110,flat,104,0.882,0.900,0.206,0.279,0.206,0.073,0.115,0.509,0.296,7.403,0.196,0.711
1.000,0.200,linear,110,flat,105,0.909,0.893,0.177,0.267,0.177,0.090,0.103,0.561,0.346,7.349,0.201,0.786
1.000,0.200,linear,110,flat,106,0.902,0.909,0.198,0.292,0.198,0.094,0.115,0.907,0.311,7.461,0.206,0.843
1.000,0.200,linear,110,flat,107,0.891,0.895,0.187,0.252,0.187,0.065,0.132,1.035,0.258,7.503,0.206,0.818
1.000,0.200,linear,110,flat,108,0.861,0.869,0.173,0.266,0.173,0.093,0.143,0.999,0.243,7.273,0.194,0.731
1.000,0.200,linear,110,flat,109,0.852,0.836,0.128,0.209,0.128,0.081,0.117,0.048,0.036,7.198,0.198,0.777
1.000,0.200,linear,110,flat,110,0.867,0.843,0.152,0.231,0.152,0.080,0.098,2.715,0.150,7.212,0.197,0.758
1.000,0.200,linear,110,flat,111,0.863,0.827,0.151,0.217,0.151,0.066,0.093,2.729,0.191,7.189,0.194,0.733
1.000,0.200,linear,110,flat,112,0.862,0.825,0.158,0.247,0.158,0.089,0.101,2.962,0.206,7.393,0.196,0.730
1.000,0.200,linear,110,flat,113,0.861,0.815,0.145,0.209,0.145,0.064,0.110,3.009,0.101,7.275,0.196,0.744
1.000,0.200,linear,110,flat,114,0.828,0.833,0.161,0.196,0.161,0.035,0.106,1.662,0.265,7.325,0.196,0.747
1.000,0.200,linear,110,flat,115,0.864,0.831,0.156,0.225,0.156,0.069,0.086,1.520,0.316,7.274,0.201,0.809
1.000,0.200,linear,110,flat,116,0.878,0.849,0.169,0.229,0.169,0.061,0.096,1.829,0.496,7.076,0.199,0.822
1.000,0.200,linear,110,flat,117,0.864,0.862,0.172,0.214,0.172,0.042,0.132,1.768,0.361,7.150,0.186,0.642
1.000,0.200,linear,110,flat,118,0.890,0.867,0.174,0.231,0.174,0.057,0.107,1.751,0.270,7.027,0.186,0.673
1.000,0.200,linear,110,flat,119,0.906,0.874,0.118,0.186,0.118,0.068,0.099,1.982,0.220,6.846,0.185,0.685
1.000,0.200,linear,110,flat,120,0.895,0.857,0.114,0.201,0.114,0.087,0.106,1.735,0.080,6.911,0.188,0.726
1.000,0.250,linear,101,success_after_collapse,0,0.071,0.114,0.000,0.000,0.000,0.000,1.000,2.735,0.130,2.217,0.023,0.001
1.000,0.250,linear,101,success_after_collapse,1,0.094,0.101,0.020,0.025,0.020,0.005,0.976,2.248,0.229,2.050,0.020,0.001
1.000,0.250,linear,101,success_after_collapse,2,0.111,0.099,0.046,0.041,0.041,0.005,0.965,2.512,0.097,2.009,0.021,0.002
1.000,0.250,linear,101,success_after_collapse,3,0.101,0.072,0.032,0.036,0.032,0.005,0.949,0.235,0.432,1.729,0.015,0.001
1.000,0.250,linear,101,success_after_collapse,4,0.128,0.072,0.054,0.057,0.054,0.003,0.926,0.238,0.378,1.617,0.015,0.001
1.000,0.250,linear,101,success_after_collapse,5,0.148,0.089,0.061,0.077,0.061,0.016,0.912,0.351,0.207,1.538,0.015,0.002
1.000,0.250,linear,101,success_after_collapse,6,0.253,0.203,0.051,0.058,0.051,0.007,0.882,0.302,0.666,3.749,0.054,0.003
1.000,0.250,linear,101,success_after_collapse,7,0.351,0.242,0.094,0.057,0.057,0.038,0.775,0.347,0.700,4.299,0.066,0.008
1.000,0.250,linear,101,success_after_collapse,8,0.385,0.299,0.158,0.090,0.090,0.068,0.716,0.647,0.693,4.878,0.077,0.008
1.000,0.250,linear,101,success_after_collapse,9,0.374,0.288,0.157,0.077,0.077,0.080,0.838,0.658,0.462,5.094,0.079,0.002
1.000,0.250,linear,101,success_after_collapse,10,0.395,0.210,0.100,0.064,0.064,0.036,0.813,0.200,0.423,4.192,0.063,0.014
1.000,0.250,linear,101,success_after_collapse,11,0.528,0.547,0.110,0.067,0.067,0.043,0.891,1.237,0.609,5.062,0.087,0.032
1.000,0.250,linear,101,success_after_collapse,12,0.545,0.623,0.119,0.087,0.087,0.033,0.898,1.347,0.517,5.294,0.092,0.049
1.000,0.250,linear,101,success_after_collapse,13,0.573,0.708,0.140,0.090,0.090,0.050,0.928,1.319,0.562,5.397,0.089,0.027
1.000,0.250,linear,101,success_after_collapse,14,0.626,0.766,0.185,0.126,0.126,0.059,0.921,1.370,0.582,5.364,0.091,0.027
1.000,0.250,linear,101,success_after_collapse,15,0.604,0.812,0.213,0.186,0.186,0.027,0.901,1.032,0.653,5.707,0.101,0.058
1.000,0.250,linear,101,success_after_collapse,16,0.549,0.859,0.359,0.350,0.350,0.009,0.891,0.706,0.573,6.642,0.125,0.100
1.000,0.250,linear,101,success_after_collapse,17,0.550,0.878,0.421,0.379,0.379,0.042,0.892,0.582,0.602,6.550,0.121,0.091
1.000,0.250,linear,101,success_after_collapse,18,0.592,0.859,0.549,0.559,0.549,0.010,0.918,0.322,0.665,6.822,0.143,0.249
1.000,0.250,linear,101,success_after_collapse,19,0.622,0.867,0.597,0.637,0.597,0.040,0.924,0.228,0.565,7.012,0.153,0.326
1.000,0.250,linear,101,success_after_collapse,20,0.618,0.844,0.657,0.651,0.651,0.006,0.915,0.177,0.415,7.167,0.158,0.391
1.000,0.250,linear,101,success_after_collapse,21,0.646,0.862,0.730,0.679,0.679,0.051,0.895,0.555,0.280,7.202,0.171,0.536
1.000,0.250,linear,101,success_after_collapse,22,0.645,0.828,0.780,0.720,0.720,0.060,0.864,0.316,0.255,7.253,0.167,0.491
1.000,0.250,linear,101,success_after_collapse,23,0.646,0.878,0.833,0.762,0.762,0.071,0.859,0.074,0.302,7.171,0.179,0.669
1.000,0.250,linear,101,success_after_collapse,24,0.639,0.913,0.834,0.763,0.763,0.071,0.879,3.022,0.224,7.174,0.179,0.646
1.000,0.250,linear,101,success_after_collapse,25,0.640,0.915,0.864,0.788,0.788,0.076,0.896,3.041,0.161,7.210,0.177,0.616
1.000,0.250,linear,101,success_after_collapse,26,0.644,0.924,0.888,0.796,0.796,0.092,0.909,2.976,0.113,7.209,0.180,0.678
1.000,0.250,linear,101,success_after_collapse,27,0.676,0.900,0.878,0.817,0.817,0.061,0.902,2.786,0.309,7.263,0.178,0.627
1.000,0.250,linear,101,success_after_collapse,28,0.644,0.908,0.897,0.829,0.829,0.068,0.898,2.507,0.135,7.334,0.185,0.704
1.000,0.250,linear,101,success_after_collapse,29,0.628,0.908,0.902,0.846,0.846,0.057,0.915,2.485,0.116,7.204,0.182,0.709
1.000,0.250,linear,101,success_after_collapse,30,0.679,0.905,0.931,0.889,0.889,0.042,0.935,0.284,0.117,7.035,0.182,0.740
1.000,0.250,linear,101,success_after_collapse,31,0.725,0.909,0.938,0.912,0.912,0.026,0.937,0.340,0.112,6.846,0.181,0.756
1.000,0.250,linear,101,success_after_collapse,32,0.760,0.884,0.926,0.915,0.915,0.011,0.913,0.621,0.183,6.633,0.179,0.796
1.000,0.250,linear,101,success_after_collapse,33,0.767,0.871,0.929,0.929,0.929,0.000,0.887,0.541,0.213,6.703,0.175,0.725
1.000,0.250,linear,101,success_after_collapse,34,0.820,0.883,0.961,0.954,0.954,0.008,0.868,0.528,0.160,6.755,0.179,0.769
1.000,0.250,linear,101,success_after_collapse,35,0.823,0.879,0.954,0.937,0.937,0.017,0.853,0.516,0.270,6.885,0.182,0.783
1.000,0.250,linear,101,success_after_collapse,36,0.837,0.873,0.944,0.920,0.920,0.024,0.845,0.184,0.260,7.182,0.188,0.786
1.000,0.250,linear,101,success_after_collapse,37,0.904,0.884,0.941,0.912,0.912,0.029,0.851,0.135,0.202,7.353,0.198,0.879
1.000,0.250,linear,101,success_after_collapse,38,0.904,0.885,0.943,0.905,0.905,0.038,0.834,0.207,0.215,7.484,0.192,0.770
1.000,0.250,linear,101,success_after_collapse,39,0.931,0.919,0.927,0.906,0.906,0.021,0.841,2.494,0.127,7.443,0.202,0.933
1.000,0.250,linear,101,success_after_collapse,40,0.924,0.915,0.925,0.906,0.906,0.019,0.839,2.368,0.306,7.397,0.198,0.887
1.000,0.250,linear,101,success_after_collapse,41,0.923,0.917,0.912,0.902,0.902,0.010,0.843,1.867,0.258,7.325,0.199,0.915
1.000,0.250,linear,101,success_after_collapse,42,0.920,0.926,0.899,0.901,0.899,0.002,0.855,1.731,0.265,7.225,0.192,0.844
1.000,0.250,linear,101,success_after_collapse,43,0.922,0.916,0.917,0.907,0.907,0.010,0.835,1.384,0.305,7.430,0.201,0.911
1.000,0.250,linear,101,success_after_collapse,44,0.921,0.907,0.934,0.914,0.914,0.020,0.825,1.264,0.312,7.500,0.204,0.936
1.000,0.250,linear,101,success_after_collapse,45,0.891,0.915,0.928,0.910,0.910,0.018,0.820,1.625,0.121,7.450,0.200,0.894
1.000,0.250,linear,101,success_after_collapse,46,0.869,0.902,0.924,0.899,0.899,0.025,0.802,1.706,0.147,7.360,0.192,0.804
1.000,0.250,linear,101,success_after_collapse,47,0.871,0.909,0.899,0.869,0.869,0.030,0.812,1.361,0.119,7.434,0.192,0.783
1.000,0.250,linear,101,success_after_collapse,48,0.871,0.912,0.895,0.832,0.832,0.063,0.845,0.798,0.082,7.387,0.186,0.707
1.000,0.250,linear,101,success_after_collapse,49,0.876,0.927,0.899,0.838,0.838,0.062,0.845,1.118,0.219,7.422,0.197,0.846
1.000,0.250,linear,101,success_after_collapse,50,0.873,0.916,0.906,0.867,0.867,0.039,0.838,0.613,0.104,7.420,0.196,0.849
1.000,0.250,linear,101,success_after_collapse,51,0.815,0.906,0.905,0.869,0.869,0.036,0.893,2.994,0.026,7.440,0.191,0.787
1.000,0.250,linear,101,success_after_collapse,52,0.827,0.894,0.912,0.871,0.871,0.041,0.914,0.481,0.163,7.479,0.193,0.806
1.000,0.250,linear,101,success_after_collapse,53,0.868,0.885,0.911,0.891,0.891,0.020,0.906,0.235,0.178,7.402,0.201,0.950
1.000,0.250,linear,101,success_after_collapse,54,0.854,0.887,0.914,0.897,0.897,0.017,0.894,0.570,0.313,7.388,0.202,0.950
1.000,0.250,linear,101,success_after_collapse,55,0.879,0.863,0.916,0.891,0.891,0.024,0.893,0.641,0.329,7.407,0.199,0.913
1.000,0.250,linear,101,success_after_collapse,56,0.904,0.846,0.913,0.894,0.894,0.020,0.895,0.743,0.286,7.277,0.191,0.823
1.000,0.250,linear,101,success_after_collapse,57,0.898,0.848,0.924,0.916,0.916,0.008,0.859,0.537,0.264,7.138,0.194,0.898
1.000,0.250,linear,101,success_after_collapse,58,0.918,0.886,0.895,0.908,0.895,0.013,0.844,0.373,0.306,7.388,0.199,0.900
1.000,0.250,linear,101,success_after_collapse,59,0.885,0.895,0.883,0.897,0.883,0.014,0.824,2.866,0.179,7.427,0.196,0.850
1.000,0.250,linear,101,success_after_collapse,60,0.893,0.926,0.871,0.887,0.871,0.015,0.850,2.601,0.069,7.463,0.200,0.891
1.000,0.250,linear,101,success_after_collapse,61,0.891,0.943,0.879,0.893,0.879,0.013,0.866,1.794,0.133,7.295,0.195,0.860
1.000,0.250,linear,101,success_after_collapse,62,0.891,0.949,0.921,0.913,0.913,0.008,0.845,1.615,0.343,7.268,0.196,0.884
1.000,0.250,linear,101,success_after_collapse,63,0.882,0.919,0.914,0.909,0.909,0.005,0.858,1.290,0.310,7.120,0.199,0.969
1.000,0.250,linear,101,success_after_collapse,64,0.905,0.914,0.908,0.909,0.908,0.001,0.876,1.570,0.255,7.173,0.195,0.894
1.000,0.250,linear,101,success_after_collapse,65,0.900,0.900,0.896,0.919,0.896,0.023,0.849,1.354,0.265,7.162,0.194,0.894
1.000,0.250,linear,101,success_after_collapse,66,0.899,0.902,0.891,0.896,0.891,0.006,0.851,1.203,0.443,7.098,0.191,0.856
1.000,0.250,linear,101,success_after_collapse,67,0.899,0.893,0.889,0.883,0.883,0.006,0.847,1.135,0.383,7.051,0.189,0.824
1.000,0.250,linear,101,success_after_collapse,68,0.889,0.894,0.894,0.878,0.878,0.015,0.858,1.137,0.373,6.846,0.185,0.828
1.000,0.250,linear,101,success_after_collapse,69,0.863,0.890,0.912,0.893,0.893,0.019,0.866,1.098,0.416,7.075,0.186,0.783
1.000,0.250,linear,101,success_after_collapse,70,0.872,0.892,0.908,0.897,0.897,0.011,0.880,1.870,0.359,7.256,0.190,0.789
1.000,0.250,linear,101,success_after_collapse,71,0.891,0.920,0.886,0.906,0.886,0.020,0.872,2.261,0.264,7.088,0.194,0.906
1.000,0.250,linear,101,success_after_collapse,72,0.906,0.928,0.896,0.909,0.896,0.012,0.885,2.317,0.233,7.046,0.198,0.968
1.000,0.250,linear,101,success_after_collapse,73,0.905,0.919,0.894,0.917,0.894,0.023,0.865,2.436,0.203,6.808,0.190,0.920
1.000,0.250,linear,101,success_after_collapse,74,0.907,0.914,0.892,0.901,0.892,0.009,0.855,2.180,0.233,6.959,0.187,0.828
1.000,0.250,linear,101,success_after_collapse,75,0.885,0.904,0.904,0.883,0.883,0.021,0.871,2.365,0.254,7.112,0.196,0.919
1.000,0.250,linear,101,success_after_collapse,76,0.894,0.873,0.889,0.850,0.850,0.039,0.886,2.405,0.276,7.136,0.189,0.808
1.000,0.250,linear,101,success_after_collapse,77,0.894,0.877,0.874,0.855,0.855,0.020,0.875,2.132,0.236,7.162,0.190,0.819
1.000,0.250,linear,101,success_after_collapse,78,0.892,0.877,0.867,0.863,0.863,0.004,0.881,3.051,0.144,6.970,0.185,0.816
1.000,0.250,linear,101,success_after_collapse,79,0.863,0.909,0.834,0.836,0.834,0.003,0.898,0.191,0.348,7.240,0.185,0.747
1.000,0.250,linear,101,success_after_collapse,80,0.868,0.911,0.834,0.864,0.834,0.030,0.913,0.296,0.372,7.198,0.193,0.862
1.000,0.250,linear,101,success_after_collapse,81,0.869,0.915,0.820,0.880,0.820,0.060,0.885,0.103,0.339,7.221,0.184,0.716
1.000,0.250,linear,101,success_after_collapse,82,0.886,0.908,0.815,0.879,0.815,0.063,0.872,3.084,0.211,7.279,0.187,0.747
1.000,0.250,linear,101,success_after_collapse,83,0.895,0.904,0.842,0.892,0.842,0.050,0.896,0.053,0.213,7.298,0.189,0.771
1.000,0.250,linear,101,success_after_collapse,84,0.872,0.879,0.861,0.904,0.861,0.043,0.889,0.062,0.250,7.252,0.191,0.824
1.000,0.250,linear,101,success_after_collapse,85,0.891,0.909,0.874,0.899,0.874,0.025,0.897,0.403,0.210,7.233,0.188,0.785
1.000,0.250,linear,101,success_after_collapse,86,0.901,0.909,0.871,0.889,0.871,0.018,0.908,0.950,0.177,7.351,0.191,0.802
1.000,0.250,linear,101,success_after_collapse,87,0.879,0.896,0.895,0.889,0.889,0.006,0.912,0.921,0.201,7.111,0.191,0.861
1.000,0.250,linear,101,success_after_collapse,88,0.854,0.878,0.915,0.907,0.907,0.008,0.894,0.793,0.257,7.243,0.197,0.912
1.000,0.250,linear,101,success_after_collapse,89,0.855,0.891,0.892,0.903,0.892,0.011,0.880,0.667,0.253,7.157,0.195,0.898
1.000,0.250,linear,101,success_after_collapse,90,0.852,0.882,0.890,0.895,0.890,0.004,0.870,0.503,0.255,7.237,0.191,0.817
1.000,0.250,linear,101,success_after_collapse,91,0.791,0.904,0.897,0.883,0.883,0.014,0.865,0.349,0.108,7.263,0.189,0.799
1.000,0.250,linear,101,success_after_collapse,92,0.809,0.905,0.922,0.898,0.898,0.023,0.861,0.592,0.075,7.345,0.195,0.848
1.000,0.250,linear,101,success_after_collapse,93,0.803,0.922,0.925,0.898,0.898,0.027,0.859,1.286,0.105,7.266,0.198,0.911
1.000,0.250,linear,101,success_after_collapse,94,0.802,0.897,0.917,0.901,0.901,0.016,0.888,1.518,0.069,7.193,0.195,0.889
1.000,0.250,linear,101,success_after_collapse,95,0.776,0.881,0.918,0.921,0.918,0.003,0.888,0.809,0.043,7.126,0.191,0.846
1.000,0.250,linear,101,success_after_collapse,96,0.794,0.909,0.920,0.890,0.890,0.031,0.888,2.340,0.116,7.179,0.193,0.875
1.000,0.250,linear,101,success_after_collapse,97,0.758,0.911,0.915,0.893,0.893,0.022,0.878,2.578,0.209,7.394,0.188,0.750
1.000,0.250,linear,101,success_after_collapse,98,0.808,0.906,0.887,0.891,0.887,0.003,0.867,0.119,0.064,7.338,0.194,0.829
1.000,0.250,linear,101,success_after_collapse,99,0.802,0.909,0.871,0.871,0.871,0.000,0.848,0.908,0.184,7.341,0.193,0.819
1.000,0.250,linear,101,success_after_collapse,100,0.812,0.903,0.893,0.878,0.878,0.015,0.877,0.421,0.254,7.193,0.188,0.774
1.000,0.250,linear,101,success_after_collapse,101,0.833,0.905,0.898,0.890,0.890,0.008,0.874,2.967,0.229,7.149,0.193,0.865
1.000,0.250,linear,101,success_after_collapse,102,0.852,0.906,0.912,0.905,0.905,0.007,0.881,3.091,0.292,7.297,0.198,0.915
1.000,0.250,linear,101,success_after_collapse,103,0.834,0.915,0.912,0.887,0.887,0.025,0.872,3.131,0.086,7.160,0.191,0.840
1.000,0.250,linear,101,success_after_collapse,104,0.818,0.903,0.918,0.877,0.877,0.041,0.881,2.947,0.171,7.186,0.194,0.883
1.000,0.250,linear,101,success_after_collapse,105,0.848,0.894,0.903,0.875,0.875,0.027,0.878,2.686,0.198,7.123,0.186,0.772
1.000,0.250,linear,101,success_after_collapse,106,0.825,0.910,0.907,0.884,0.884,0.023,0.897,2.768,0.154,7.259,0.192,0.843
1.000,0.250,linear,101,success_after_collapse,107,0.820,0.915,0.904,0.873,0.873,0.031,0.918,2.752,0.168,7.429,0.195,0.842
1.000,0.250,linear,101,success_after_collapse,108,0.843,0.918,0.916,0.877,0.877,0.039,0.926,3.034,0.051,7.305,0.199,0.931
1.000,0.250,linear,101,success_after_collapse,109,0.837,0.899,0.900,0.852,0.852,0.048,0.943,2.842,0.142,7.395,0.195,0.851
1.000,0.250,linear,101,success_after_collapse,110,0.831,0.916,0.904,0.872,0.872,0.032,0.931,0.162,0.255,7.367,0.192,0.818
1.000,0.250,linear,101,success_after_collapse,111,0.883,0.927,0.875,0.858,0.858,0.017,0.940,0.371,0.283,7.343,0.204,1.002
1.000,0.250,linear,101,success_after_collapse,112,0.879,0.910,0.860,0.864,0.860,0.004,0.915,0.382,0.241,7.337,0.192,0.811
1.000,0.250,linear,101,success_after_collapse,113,0.881,0.928,0.880,0.849,0.849,0.031,0.903,0.634,0.091,7.307,0.194,0.842
1.000,0.250,linear,101,success_after_collapse,114,0.886,0.914,0.886,0.861,0.861,0.025,0.904,0.539,0.303,7.258,0.195,0.865
